video,method,observation_class,q_obs_mean,q_obs_median,q_dyn_raw_mean,q_dyn_raw_median,q_dyn_mean,q_dyn_median,q_osc_mean,q_osc_median,obs_osc_support_mean,obs_osc_support_median,obs_full_support_mean,obs_full_support_median,obs_nonosc_need_mean,obs_nonosc_need_median,obs_nonosc_need_eff_mean,obs_nonosc_need_eff_median,residual_prior_mean,residual_prior_median,aper_drive_mean,aper_drive_median,helper_trust_mean,helper_trust_median,helper_bias_conf_mean,helper_bias_conf_median,pi_mean,pi_median,lambda_mean,lambda_median,lambda_lt095_frac,nu_mean,nu_median,R_mean,R_median,helper_mismatch_mean,helper_mismatch_median,freq_rescue_active_frac,output_rate_blend_active_frac,obs_fit_corr,obs_fit_rmse,obs_lag_sec,obs_g_h1,obs_g_h2,obs_g_b,obs_g_r,Qosc_scale_mean,Qaper_scale_mean,baseline_energy_ratio,residual_energy_ratio,max_abs_zfull_minus_zosc,max_abs_zosc_causal_minus_smoothed
mahnob_686,dof_disp_bridge__parh_ossm,DoF_bridge,0.9269,0.9624,0.7367,0.9625,0.7367,0.9625,0.8196,0.8218,0.9762,0.9898,0.9977,0.9996,0.0209,0.0093,0.0209,0.0093,1.0000,1.0000,0.1804,0.1782,1.0000,1.0000,0.0000,0.0000,0.9269,0.9624,1.0279,1.0000,0.0000,150.8210,200.0000,0.0424,0.0332,0.1005,0.0887,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3683,1.7216,0.0008,0.0062,0.2825,1.1915
mahnob_686,profile1d_linear__parh_ossm,P1D_lin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mahnob_686,profile1d_quadratic__parh_ossm,P1D_quad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mahnob_686,profile1d_cubic__parh_ossm,P1D_cub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mahnob_686,profile1d_consensus__parh_ossm,P1D_cons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mahnob_688,of_farneback__parh_ossm,OF,0.9095,0.9743,0.7356,0.9303,0.7356,0.9303,0.7469,0.7572,0.8326,0.9526,0.8686,0.9761,0.1257,0.0427,0.1257,0.0427,1.0000,1.0000,0.2531,0.2428,1.0000,1.0000,0.0000,0.0000,0.9095,0.9743,1.0415,1.0000,0.0931,92.0791,13.0445,0.8285,0.5829,0.1083,0.0833,0.0019,0.3645,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3678,2.0125,0.0509,0.0362,1.1697,1.9587
mahnob_688,of_disp_bridge__parh_ossm,OF_bridge,0.9227,0.9669,0.6254,0.7712,0.6254,0.7712,0.8277,0.8503,0.9101,0.9721,0.9975,0.9995,0.0796,0.0252,0.0796,0.0252,1.0000,1.0000,0.1723,0.1497,1.0000,1.0000,0.0000,0.0000,0.9227,0.9669,1.0360,1.0000,0.0046,138.3928,200.0000,0.0421,0.0358,0.0814,0.0622,0.0009,0.3989,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3127,1.6893,0.0489,0.0242,1.8928,1.7212
mahnob_688,dof__parh_ossm,DoF,0.9087,0.9702,0.8991,1.0000,0.8991,1.0000,0.6659,0.6546,0.8194,0.9317,0.9503,0.9988,0.1598,0.0641,0.1598,0.0641,1.0000,1.0000,0.3341,0.3454,1.0000,1.0000,0.0000,0.0000,0.9087,0.9702,1.0351,1.0000,0.0515,113.3802,200.0000,1.0155,0.0355,0.1656,0.1638,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.4495,2.3365,0.0267,0.1581,3.1556,2.3533
mahnob_688,dof_disp_bridge__parh_ossm,DoF_bridge,0.9238,0.9698,0.6895,0.8781,0.6895,0.8781,0.6635,0.6468,0.9720,0.9925,0.9973,0.9996,0.0216,0.0065,0.0216,0.0065,1.0000,1.0000,0.3365,0.3532,1.0000,1.0000,0.0000,0.0000,0.9238,0.9698,1.0357,1.0000,0.0004,147.5078,200.0000,0.0619,0.0367,0.0884,0.0704,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3447,2.3461,0.0084,0.0123,0.8151,1.8438
mahnob_688,profile1d_linear__parh_ossm,P1D_lin,0.9124,0.9786,0.7154,0.8940,0.7154,0.8940,0.6512,0.6524,0.8867,0.9639,0.9395,0.9986,0.0915,0.0340,0.0915,0.0340,1.0000,1.0000,0.3488,0.3476,1.0000,1.0000,0.0000,0.0000,0.9124,0.9786,1.0329,1.0000,0.0619,116.2800,200.0000,0.3523,0.0329,0.1031,0.0790,0.0011,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3577,2.3951,0.0063,0.0102,0.6512,2.4795
mahnob_688,profile1d_quadratic__parh_ossm,P1D_quad,0.9254,0.9682,0.8381,0.9999,0.8381,0.9999,0.5892,0.6161,0.9740,0.9985,0.9742,0.9986,0.0181,0.0014,0.0181,0.0014,1.0000,1.0000,0.4108,0.3839,1.0000,1.0000,0.0000,0.0000,0.9254,0.9682,1.0263,1.0000,0.0559,126.9142,200.0000,0.1074,0.0329,0.1319,0.1584,0.0000,0.0000,0.9629,0.5264,0.0000,1.0202,1.1808,0.0000,0.0000,1.4190,2.6431,0.0000,0.0000,0.0000,1.7923
mahnob_688,profile1d_cubic__parh_ossm,P1D_cub,0.9253,0.9685,0.8374,0.9999,0.8374,0.9999,0.5897,0.6164,0.9740,0.9985,0.9742,0.9986,0.0181,0.0014,0.0181,0.0014,1.0000,1.0000,0.4103,0.3836,1.0000,1.0000,0.0000,0.0000,0.9253,0.9685,1.0269,1.0000,0.0558,126.5410,200.0000,0.1077,0.0329,0.1314,0.1565,0.0000,0.0000,0.9631,0.5248,0.0000,1.0202,1.1792,0.0000,0.0000,1.4187,2.6413,0.0000,0.0000,0.0000,1.7915
mahnob_688,profile1d_consensus__parh_ossm,P1D_cons,0.9246,0.9673,0.7796,0.9936,0.7796,0.9936,0.6274,0.6588,0.9889,0.9993,0.9890,0.9993,0.0060,0.0006,0.0060,0.0006,1.0000,1.0000,0.3726,0.3412,1.0000,1.0000,0.0000,0.0000,0.9246,0.9673,1.0381,1.0000,0.0195,131.6795,200.0000,0.0654,0.0358,0.1037,0.1104,0.0000,0.0000,0.9702,0.4571,0.0000,1.0123,1.2395,0.0000,0.0000,1.3898,2.4906,0.0000,0.0000,0.0000,1.5771
mahnob_690,of_farneback__parh_ossm,OF,0.9252,0.9676,0.6961,0.9578,0.6961,0.9578,0.7958,0.7935,0.9006,0.9573,0.9971,0.9991,0.0913,0.0393,0.0913,0.0393,1.0000,1.0000,0.2042,0.2065,1.0000,1.0000,0.0000,0.0000,0.9252,0.9676,1.0404,1.0000,0.0013,125.5670,200.0000,0.0361,0.0344,0.0997,0.0870,0.0020,0.3717,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3481,1.8168,0.1178,0.1055,1.1944,0.9468
mahnob_690,of_disp_bridge__parh_ossm,OF_bridge,0.9240,0.9616,0.5570,0.5609,0.5570,0.5609,0.8820,0.9223,0.9431,0.9662,0.9980,0.9998,0.0527,0.0318,0.0527,0.0318,1.0000,1.0000,0.1180,0.0777,1.0000,1.0000,0.0000,0.0000,0.9240,0.9616,1.0202,1.0000,0.0017,160.0232,200.0000,0.0347,0.0329,0.0639,0.0440,0.0013,0.2568,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.2785,1.4719,0.0462,0.0168,1.5362,0.9740
mahnob_690,dof__parh_ossm,DoF,0.9215,0.9696,0.7213,0.9271,0.7213,0.9271,0.7884,0.7956,0.8913,0.9618,0.9907,0.9995,0.0991,0.0353,0.0991,0.0353,1.0000,1.0000,0.2116,0.2044,1.0000,1.0000,0.0000,0.0000,0.9215,0.9696,1.0355,1.0000,0.0229,128.9972,200.0000,0.0570,0.0367,0.0938,0.0798,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3606,1.8466,0.0246,0.0403,1.6913,2.1514
mahnob_690,dof_disp_bridge__parh_ossm,DoF_bridge,0.9284,0.9625,0.7520,0.9613,0.7520,0.9613,0.6403,0.6327,0.9359,0.9691,0.9972,0.9992,0.0583,0.0280,0.0583,0.0280,1.0000,1.0000,0.3597,0.3673,1.0000,1.0000,0.0000,0.0000,0.9284,0.9625,1.0216,1.0000,0.0048,158.3906,200.0000,0.0442,0.0368,0.1024,0.0878,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3760,2.4386,0.0050,0.0506,0.9517,1.6139
mahnob_690,profile1d_linear__parh_ossm,P1D_lin,0.9217,0.9683,0.7421,0.9751,0.7421,0.9751,0.6352,0.6294,0.9235,0.9682,0.9980,0.9995,0.0710,0.0283,0.0710,0.0283,1.0000,1.0000,0.3648,0.3706,1.0000,1.0000,0.0000,0.0000,0.9217,0.9683,1.0486,1.0000,0.0001,121.8392,200.0000,0.0363,0.0347,0.1026,0.0963,0.0015,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3710,2.4591,0.0155,0.0464,1.1589,1.6246
mahnob_690,profile1d_quadratic__parh_ossm,P1D_quad,0.9282,0.9566,0.8343,0.9984,0.8343,0.9984,0.6004,0.6123,0.9962,0.9985,0.9962,0.9985,0.0032,0.0014,0.0032,0.0014,1.0000,1.0000,0.3996,0.3877,1.0000,1.0000,0.0000,0.0000,0.9282,0.9566,1.0128,1.0000,0.0028,155.0837,200.0000,0.0363,0.0347,0.1340,0.1237,0.0000,0.0000,0.9086,0.4715,0.0656,0.9971,1.3480,0.0000,0.0000,1.4171,2.5986,0.0000,0.0000,0.0000,0.8497
mahnob_690,profile1d_cubic__parh_ossm,P1D_cub,0.9282,0.9566,0.8343,0.9984,0.8343,0.9984,0.6003,0.6122,0.9962,0.9985,0.9962,0.9985,0.0032,0.0014,0.0032,0.0014,1.0000,1.0000,0.3997,0.3878,1.0000,1.0000,0.0000,0.0000,0.9282,0.9566,1.0128,1.0000,0.0028,155.0450,200.0000,0.0363,0.0347,0.1340,0.1236,0.0000,0.0000,0.9086,0.4715,0.0656,0.9971,1.3480,0.0000,0.0000,1.4171,2.5987,0.0000,0.0000,0.0000,0.8504
mahnob_690,profile1d_consensus__parh_ossm,P1D_cons,0.9295,0.9594,0.6546,0.7937,0.6546,0.7937,0.6775,0.6635,0.9986,0.9995,0.9986,0.9995,0.0012,0.0004,0.0012,0.0004,1.0000,1.0000,0.3225,0.3365,1.0000,1.0000,0.0000,0.0000,0.9295,0.9594,1.0140,1.0000,0.0000,162.9725,200.0000,0.0382,0.0365,0.0798,0.0625,0.0000,0.0000,0.9552,0.3342,0.0328,1.0060,1.3096,0.0000,0.0000,1.3273,2.2900,0.0000,0.0000,0.0000,0.4877
mahnob_782,of_farneback__parh_ossm,OF,0.9191,0.9661,0.7545,0.9621,0.7545,0.9621,0.7753,0.7772,0.9080,0.9492,0.9764,0.9944,0.0804,0.0465,0.0804,0.0465,1.0000,1.0000,0.2247,0.2228,1.0000,1.0000,0.0000,0.0000,0.9191,0.9661,1.0231,1.0000,0.0773,113.8110,200.0000,0.0766,0.0383,0.0993,0.0880,0.0024,0.4438,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3772,1.8986,0.0357,0.0652,0.8269,1.2522
mahnob_782,of_disp_bridge__parh_ossm,OF_bridge,0.9228,0.9664,0.5730,0.5954,0.5730,0.5954,0.8797,0.9228,0.9515,0.9752,0.9986,0.9998,0.0431,0.0222,0.0431,0.0222,1.0000,1.0000,0.1203,0.0772,1.0000,1.0000,0.0000,0.0000,0.9228,0.9664,1.0348,1.0000,0.0009,142.7821,200.0000,0.0373,0.0331,0.0639,0.0460,0.0011,0.2310,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.2865,1.4813,0.0285,0.0165,1.2244,1.1445
mahnob_782,dof__parh_ossm,DoF,0.9187,0.9602,0.7506,0.9709,0.7506,0.9709,0.6608,0.6709,0.8723,0.9802,0.9405,0.9993,0.1149,0.0172,0.1149,0.0172,1.0000,1.0000,0.3392,0.3291,1.0000,1.0000,0.0000,0.0000,0.9187,0.9602,1.0241,1.0000,0.0354,137.1519,200.0000,0.4414,0.0336,0.1101,0.0951,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3753,2.3567,0.0219,0.0798,2.0347,2.6753
mahnob_782,dof_disp_bridge__parh_ossm,DoF_bridge,0.9256,0.9580,0.7481,0.9559,0.7481,0.9559,0.8003,0.8160,0.9514,0.9753,0.9976,0.9991,0.0456,0.0230,0.0456,0.0230,1.0000,1.0000,0.1997,0.1840,1.0000,1.0000,0.0000,0.0000,0.9256,0.9580,1.0213,1.0000,0.0003,150.9562,200.0000,0.0382,0.0365,0.1101,0.0895,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3741,1.7987,0.0018,0.0235,0.6029,1.2095
mahnob_782,profile1d_linear__parh_ossm,P1D_lin,0.9222,0.9689,0.7720,0.9664,0.7720,0.9664,0.7902,0.7919,0.9424,0.9668,0.9964,0.9991,0.0521,0.0299,0.0521,0.0299,1.0000,1.0000,0.2098,0.2081,1.0000,1.0000,0.0000,0.0000,0.9222,0.9689,1.0479,1.0000,0.0102,113.8404,200.0000,0.0383,0.0339,0.1100,0.0945,0.0030,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3860,1.8391,0.0024,0.0145,0.5366,1.0193
mahnob_782,profile1d_quadratic__parh_ossm,P1D_quad,0.9248,0.9625,0.7737,0.9574,0.7737,0.9574,0.8172,0.8305,0.9924,0.9988,0.9947,0.9988,0.0043,0.0011,0.0043,0.0011,1.0000,1.0000,0.1828,0.1695,1.0000,1.0000,0.0000,0.0000,0.9248,0.9625,1.0256,1.0000,0.0050,143.5416,200.0000,0.0484,0.0343,0.1085,0.0901,0.0000,0.0000,0.9196,0.4076,0.0000,1.0169,1.3540,0.0000,0.0000,1.3868,1.7313,0.0000,0.0000,0.0000,1.1323
mahnob_782,profile1d_cubic__parh_ossm,P1D_cub,0.9254,0.9638,0.7697,0.9651,0.7697,0.9651,0.8161,0.8210,0.9928,0.9989,0.9950,0.9990,0.0040,0.0010,0.0040,0.0010,1.0000,1.0000,0.1839,0.1790,1.0000,1.0000,0.0000,0.0000,0.9254,0.9638,1.0220,1.0000,0.0044,152.9085,200.0000,0.0470,0.0343,0.1078,0.0927,0.0000,0.0000,0.9385,0.3787,0.0000,1.0162,1.2819,0.0000,0.0000,1.3848,1.7355,0.0000,0.0000,0.0000,1.1417
mahnob_782,profile1d_consensus__parh_ossm,P1D_cons,0.9248,0.9637,0.7012,0.9152,0.7012,0.9152,0.8342,0.8524,0.9958,0.9991,0.9971,0.9991,0.0024,0.0008,0.0024,0.0008,1.0000,1.0000,0.1658,0.1476,1.0000,1.0000,0.0000,0.0000,0.9248,0.9637,1.0250,1.0000,0.0000,147.4365,200.0000,0.0410,0.0368,0.0969,0.0813,0.0000,0.0000,0.9309,0.4403,0.0492,1.0083,1.0926,0.0000,0.0000,1.3506,1.6632,0.0000,0.0000,0.0000,0.7240
mahnob_784,of_farneback__parh_ossm,OF,0.9235,0.9659,0.6871,0.9133,0.6871,0.9133,0.7817,0.7910,0.9495,0.9783,0.9773,0.9945,0.0412,0.0199,0.0412,0.0199,1.0000,1.0000,0.2183,0.2090,1.0000,1.0000,0.0000,0.0000,0.9235,0.9659,1.0212,1.0000,0.0500,131.7317,200.0000,0.0852,0.0375,0.0928,0.0770,0.0024,0.3751,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3435,1.8733,0.0071,0.0266,0.6314,1.4059
mahnob_784,of_disp_bridge__parh_ossm,OF_bridge,0.9270,0.9679,0.6448,0.7956,0.6448,0.7956,0.8572,0.8892,0.9544,0.9745,0.9983,0.9997,0.0427,0.0236,0.0427,0.0236,1.0000,1.0000,0.1428,0.1108,1.0000,1.0000,0.0000,0.0000,0.9270,0.9679,1.0246,1.0000,0.0000,154.1515,200.0000,0.0386,0.0357,0.0780,0.0625,0.0016,0.3023,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3224,1.5714,0.0042,0.0272,0.9314,0.7847
mahnob_784,dof__parh_ossm,DoF,0.9235,0.9636,0.7172,0.9154,0.7172,0.9154,0.6762,0.6934,0.9315,0.9851,0.9962,0.9997,0.0632,0.0129,0.0632,0.0129,1.0000,1.0000,0.3238,0.3066,1.0000,1.0000,0.0000,0.0000,0.9235,0.9636,1.0364,1.0000,0.0093,136.3969,200.0000,0.0379,0.0339,0.0912,0.0793,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3586,2.2950,0.0041,0.0206,0.8739,1.5806
mahnob_784,dof_disp_bridge__parh_ossm,DoF_bridge,0.9262,0.9636,0.6735,0.8405,0.6735,0.8405,0.6675,0.6481,0.9697,0.9841,0.9984,0.9995,0.0283,0.0142,0.0283,0.0142,1.0000,1.0000,0.3325,0.3519,1.0000,1.0000,0.0000,0.0000,0.9262,0.9636,1.0293,1.0000,0.0000,145.6502,200.0000,0.0387,0.0368,0.0881,0.0671,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3368,2.3299,0.0099,0.0144,0.5182,0.9671
mahnob_784,profile1d_linear__parh_ossm,P1D_lin,0.9160,0.9722,0.7805,0.9808,0.7805,0.9808,0.6278,0.6417,0.9589,0.9781,0.9956,0.9994,0.0360,0.0194,0.0360,0.0194,1.0000,1.0000,0.3722,0.3583,1.0000,1.0000,0.0000,0.0000,0.9160,0.9722,1.0754,1.0456,0.0092,92.2562,11.8038,0.0366,0.0337,0.1053,0.1001,0.0010,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3902,2.4889,0.0008,0.0097,0.4346,1.2879
mahnob_784,profile1d_quadratic__parh_ossm,P1D_quad,0.9203,0.9677,0.8681,1.0000,0.4775,0.5500,0.7456,0.6931,0.9973,0.9992,0.9974,0.9993,0.0020,0.0007,0.0020,0.0007,1.0000,1.0000,0.2544,0.3069,1.0000,1.0000,0.0000,0.0000,0.9797,0.9700,1.0257,1.0000,0.0183,132.9381,200.0000,0.0361,0.0343,0.1594,0.1560,0.0000,0.0000,0.9907,0.1667,0.0000,1.0054,0.9737,0.0000,0.0000,1.2387,2.0178,0.0000,0.0000,0.0000,0.3832
mahnob_784,profile1d_cubic__parh_ossm,P1D_cub,0.9204,0.9662,0.8653,1.0000,0.4759,0.5500,0.7438,0.6950,0.9972,0.9992,0.9973,0.9992,0.0021,0.0007,0.0021,0.0007,1.0000,1.0000,0.2562,0.3050,1.0000,1.0000,0.0000,0.0000,0.9796,0.9700,1.0263,1.0000,0.0162,131.9122,200.0000,0.0361,0.0343,0.1589,0.1557,0.0000,0.0000,0.9911,0.1730,0.0000,1.0105,0.9655,0.0000,0.0000,1.2380,2.0247,0.0000,0.0000,0.0000,0.3987
mahnob_784,profile1d_consensus__parh_ossm,P1D_cons,0.9253,0.9558,0.7024,0.8757,0.3863,0.4816,0.8432,0.8738,0.9982,0.9994,0.9982,0.9994,0.0015,0.0005,0.0015,0.0005,1.0000,1.0000,0.1568,0.1262,1.0000,1.0000,0.0000,0.0000,0.9788,0.9700,1.0146,1.0000,0.0000,155.1160,200.0000,0.0388,0.0368,0.0930,0.0755,0.0000,0.0000,0.9952,0.1180,0.0000,1.0108,1.2004,0.0000,0.0000,1.1932,1.6273,0.0000,0.0000,0.0000,0.3170
mahnob_786,of_farneback__parh_ossm,OF,0.9230,0.9643,0.7215,0.9399,0.7215,0.9399,0.7703,0.7834,0.9446,0.9716,0.9875,0.9958,0.0490,0.0258,0.0490,0.0258,1.0000,1.0000,0.2297,0.2166,1.0000,1.0000,0.0000,0.0000,0.9230,0.9643,1.0195,1.0000,0.0517,127.5440,200.0000,0.0455,0.0381,0.1009,0.0833,0.0024,0.3841,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3608,1.9186,0.0059,0.0474,0.6348,1.0207
mahnob_786,of_disp_bridge__parh_ossm,OF_bridge,0.9263,0.9609,0.7631,0.9486,0.7631,0.9486,0.8093,0.8135,0.9193,0.9719,0.9986,0.9996,0.0751,0.0251,0.0751,0.0251,1.0000,1.0000,0.1907,0.1865,1.0000,1.0000,0.0000,0.0000,0.9263,0.9609,1.0330,1.0000,0.0006,141.3495,200.0000,0.0389,0.0368,0.0956,0.0836,0.0035,0.4253,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3816,1.7628,0.0386,0.0595,1.2970,1.4493
mahnob_786,dof__parh_ossm,DoF,0.9200,0.9736,0.7047,0.9145,0.7047,0.9145,0.6660,0.6721,0.9061,0.9633,0.9968,0.9996,0.0879,0.0330,0.0879,0.0330,1.0000,1.0000,0.3340,0.3279,1.0000,1.0000,0.0000,0.0000,0.9200,0.9736,1.0586,1.0000,0.0122,106.4223,200.0000,0.0364,0.0342,0.0831,0.0786,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3523,2.3361,0.0256,0.0269,0.9698,1.5446
mahnob_786,dof_disp_bridge__parh_ossm,DoF_bridge,0.9238,0.9699,0.7229,0.9430,0.7229,0.9430,0.6535,0.6475,0.9255,0.9720,0.9972,0.9994,0.0689,0.0250,0.0689,0.0250,1.0000,1.0000,0.3465,0.3525,1.0000,1.0000,0.0000,0.0000,0.9238,0.9699,1.0347,1.0000,0.0061,139.3036,200.0000,0.0386,0.0365,0.1026,0.0855,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3615,2.3860,0.0079,0.0503,1.3915,1.5838
mahnob_786,profile1d_linear__parh_ossm,P1D_lin,0.9201,0.9750,0.7675,0.9597,0.7675,0.9597,0.6787,0.6796,0.8713,0.9833,0.9737,0.9994,0.1164,0.0141,0.1164,0.0141,1.0000,1.0000,0.3213,0.3204,1.0000,1.0000,0.0000,0.0000,0.9201,0.9750,1.0761,1.0235,0.0117,92.4410,10.0332,0.9228,0.0310,0.1010,0.0876,0.0016,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3837,2.2853,0.0779,0.1476,3.6869,2.6633
mahnob_786,profile1d_quadratic__parh_ossm,P1D_quad,0.9143,0.9631,0.7270,0.9897,0.7270,0.9897,0.6924,0.6740,0.9431,0.9992,0.9432,0.9992,0.0437,0.0007,0.0437,0.0007,1.0000,1.0000,0.3076,0.3260,1.0000,1.0000,0.0000,0.0000,0.9143,0.9631,1.0260,1.0000,0.0658,113.6134,200.0000,2.5007,0.0309,0.1121,0.1133,0.0000,0.0000,0.9440,0.2290,0.0000,1.0083,1.0946,0.0000,0.0000,1.3635,2.2303,0.0000,0.0000,0.0000,2.2609
mahnob_786,profile1d_cubic__parh_ossm,P1D_cub,0.9142,0.9628,0.7293,0.9686,0.7293,0.9686,0.7001,0.6953,0.9502,0.9992,0.9505,0.9993,0.0377,0.0007,0.0377,0.0007,1.0000,1.0000,0.2999,0.3047,1.0000,1.0000,0.0000,0.0000,0.9142,0.9628,1.0264,1.0000,0.0651,110.6106,200.0000,2.7056,0.0310,0.1039,0.0979,0.0000,0.0000,0.9454,0.2269,0.0000,0.9995,1.0578,0.0000,0.0000,1.3647,2.1995,0.0000,0.0000,0.0000,2.8239
mahnob_786,profile1d_consensus__parh_ossm,P1D_cons,0.9124,0.9507,0.6871,0.9263,0.3779,0.5095,0.7069,0.7120,0.9395,0.9996,0.9395,0.9996,0.0468,0.0004,0.0468,0.0004,1.0000,1.0000,0.2931,0.2880,1.0000,1.0000,0.0000,0.0000,0.9777,0.9700,1.0085,1.0000,0.0707,138.0226,200.0000,1.7265,0.0380,0.0915,0.0833,0.0000,0.0000,0.9822,0.1372,0.0000,1.0100,1.0960,0.0000,0.0000,1.1890,2.1724,0.0000,0.0000,0.0000,3.0806
mahnob_788,of_farneback__parh_ossm,OF,0.9229,0.9638,0.7118,0.9048,0.7118,0.9048,0.7901,0.8005,0.9451,0.9756,0.9859,0.9953,0.0483,0.0224,0.0483,0.0224,1.0000,1.0000,0.2099,0.1995,1.0000,1.0000,0.0000,0.0000,0.9229,0.9638,1.0158,1.0000,0.0529,127.1248,200.0000,0.0497,0.0382,0.0926,0.0751,0.0021,0.4308,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3559,1.8394,0.0229,0.0390,0.8132,0.9862
mahnob_788,of_disp_bridge__parh_ossm,OF_bridge,0.9240,0.9629,0.6967,0.8913,0.6967,0.8913,0.6539,0.6425,0.9110,0.9677,0.9980,0.9996,0.0818,0.0297,0.0818,0.0297,1.0000,1.0000,0.3461,0.3575,1.0000,1.0000,0.0000,0.0000,0.9240,0.9629,1.0273,1.0000,0.0023,141.3509,200.0000,0.0376,0.0358,0.0897,0.0761,0.0007,0.2408,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3484,2.3843,0.1971,0.1191,3.7994,1.6881
mahnob_788,dof__parh_ossm,DoF,0.9237,0.9691,0.6783,0.8503,0.6783,0.8503,0.6839,0.6760,0.9397,0.9800,0.9979,0.9997,0.0558,0.0170,0.0558,0.0170,1.0000,1.0000,0.3161,0.3240,1.0000,1.0000,0.0000,0.0000,0.9237,0.9691,1.0336,1.0000,0.0019,133.6598,200.0000,0.0370,0.0333,0.0830,0.0685,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3391,2.2644,0.0155,0.0276,0.8680,1.3816
mahnob_788,dof_disp_bridge__parh_ossm,DoF_bridge,0.9241,0.9685,0.6729,0.8254,0.6729,0.8254,0.6660,0.6533,0.9616,0.9871,0.9973,0.9995,0.0335,0.0115,0.0335,0.0115,1.0000,1.0000,0.3340,0.3467,1.0000,1.0000,0.0000,0.0000,0.9241,0.9685,1.0470,1.0000,0.0008,127.8999,200.0000,0.0437,0.0365,0.0880,0.0647,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3364,2.3362,0.0142,0.0147,0.8158,1.0107
mahnob_788,profile1d_linear__parh_ossm,P1D_lin,0.9257,0.9650,0.7792,0.9837,0.7792,0.9837,0.6239,0.6283,0.9185,0.9689,0.9953,0.9988,0.0754,0.0270,0.0754,0.0270,1.0000,1.0000,0.3761,0.3717,1.0000,1.0000,0.0000,0.0000,0.9257,0.9650,1.0330,1.0000,0.0062,132.1544,200.0000,0.0369,0.0337,0.1074,0.1001,0.0015,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3896,2.5046,0.0007,0.0304,0.9341,1.5558
mahnob_788,profile1d_quadratic__parh_ossm,P1D_quad,0.9243,0.9620,0.6933,0.8836,0.6933,0.8836,0.6545,0.6433,0.9970,0.9989,0.9971,0.9990,0.0023,0.0010,0.0023,0.0010,1.0000,1.0000,0.3455,0.3567,1.0000,1.0000,0.0000,0.0000,0.9243,0.9620,1.0323,1.0000,0.0046,131.9927,200.0000,0.0349,0.0333,0.0921,0.0742,0.0000,0.0000,0.9544,0.2915,0.0000,1.0098,1.2163,0.0000,0.0000,1.3467,2.3819,0.0000,0.0000,0.0000,0.5419
mahnob_788,profile1d_cubic__parh_ossm,P1D_cub,0.9232,0.9619,0.6874,0.8973,0.6874,0.8973,0.6537,0.6426,0.9971,0.9990,0.9971,0.9990,0.0021,0.0009,0.0021,0.0009,1.0000,1.0000,0.3463,0.3574,1.0000,1.0000,0.0000,0.0000,0.9232,0.9619,1.0315,1.0000,0.0052,133.5504,200.0000,0.0347,0.0332,0.0912,0.0740,0.0000,0.0000,0.9576,0.2736,0.0000,1.0102,1.2141,0.0000,0.0000,1.3437,2.3851,0.0000,0.0000,0.0000,0.6277
