video,method,observation_class,q_obs_mean,q_obs_median,q_dyn_raw_mean,q_dyn_raw_median,q_dyn_mean,q_dyn_median,q_osc_mean,q_osc_median,obs_osc_support_mean,obs_osc_support_median,obs_full_support_mean,obs_full_support_median,obs_nonosc_need_mean,obs_nonosc_need_median,obs_nonosc_need_eff_mean,obs_nonosc_need_eff_median,residual_prior_mean,residual_prior_median,aper_drive_mean,aper_drive_median,helper_trust_mean,helper_trust_median,helper_bias_conf_mean,helper_bias_conf_median,pi_mean,pi_median,lambda_mean,lambda_median,lambda_lt095_frac,nu_mean,nu_median,R_mean,R_median,helper_mismatch_mean,helper_mismatch_median,freq_rescue_active_frac,output_rate_blend_active_frac,obs_fit_corr,obs_fit_rmse,obs_lag_sec,obs_g_h1,obs_g_h2,obs_g_b,obs_g_r,Qosc_scale_mean,Qaper_scale_mean,baseline_energy_ratio,residual_energy_ratio,max_abs_zfull_minus_zosc,max_abs_zosc_causal_minus_smoothed
mahnob_10,of_farneback__parh_ossm,OF,0.9221,0.9634,0.6854,0.8623,0.6854,0.8623,0.8064,0.8280,0.9335,0.9665,0.9811,0.9946,0.0573,0.0313,0.0573,0.0313,1.0000,1.0000,0.1936,0.1720,1.0000,1.0000,0.0000,0.0000,0.9221,0.9634,1.0172,1.0000,0.0527,129.5234,200.0000,0.0600,0.0319,0.0892,0.0681,0.0022,0.4078,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3427,1.7745,0.0238,0.0433,0.7699,1.0229
mahnob_10,of_disp_bridge__parh_ossm,OF_bridge,0.9234,0.9672,0.6127,0.7388,0.6127,0.7388,0.8733,0.9055,0.9632,0.9872,0.9988,0.9998,0.0320,0.0118,0.0320,0.0118,1.0000,1.0000,0.1267,0.0945,1.0000,1.0000,0.0000,0.0000,0.9234,0.9672,1.0364,1.0000,0.0000,140.9667,200.0000,0.0365,0.0267,0.0694,0.0565,0.0017,0.2756,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3064,1.5068,0.0056,0.0151,0.5565,1.6872
mahnob_10,dof__parh_ossm,DoF,0.9247,0.9639,0.7185,0.9313,0.7185,0.9313,0.8281,0.8397,0.9533,0.9859,0.9977,0.9996,0.0416,0.0123,0.0416,0.0123,1.0000,1.0000,0.1719,0.1603,1.0000,1.0000,0.0000,0.0000,0.9247,0.9639,1.0251,1.0000,0.0046,149.7295,200.0000,0.0328,0.0265,0.0892,0.0796,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3592,1.6877,0.0177,0.0198,1.3471,1.3696
mahnob_10,dof_disp_bridge__parh_ossm,DoF_bridge,0.9249,0.9648,0.7507,0.9621,0.7507,0.9621,0.6374,0.6321,0.9839,0.9919,0.9990,0.9997,0.0142,0.0070,0.0142,0.0070,1.0000,1.0000,0.3626,0.3679,1.0000,1.0000,0.0000,0.0000,0.9249,0.9648,1.0375,1.0000,0.0000,136.8951,200.0000,0.0326,0.0305,0.0974,0.0892,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3753,2.4502,0.0015,0.0062,0.3887,0.5387
mahnob_10,profile1d_linear__parh_ossm,P1D_lin,0.9263,0.9625,0.7511,0.9576,0.7511,0.9576,0.8189,0.8278,0.9718,0.9880,0.9979,0.9992,0.0259,0.0107,0.0259,0.0107,1.0000,1.0000,0.1811,0.1722,1.0000,1.0000,0.0000,0.0000,0.9263,0.9625,1.0289,1.0000,0.0000,141.6099,200.0000,0.0304,0.0291,0.1021,0.0889,0.0030,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3755,1.7242,0.0086,0.0182,0.5373,0.9150
mahnob_10,profile1d_quadratic__parh_ossm,P1D_quad,0.9274,0.9597,0.7303,0.9529,0.4017,0.5241,0.8349,0.8423,0.9981,0.9992,0.9981,0.9992,0.0015,0.0007,0.0015,0.0007,1.0000,1.0000,0.1651,0.1577,1.0000,1.0000,0.0000,0.0000,0.9784,0.9700,1.0171,1.0000,0.0053,154.7264,200.0000,0.0304,0.0292,0.0991,0.0863,0.0000,0.0000,0.9848,0.1446,0.0000,0.9963,1.1724,0.0000,0.0000,1.2008,1.6604,0.0000,0.0000,0.0000,0.3880
mahnob_10,profile1d_cubic__parh_ossm,P1D_cub,0.9273,0.9597,0.7308,0.9517,0.4020,0.5234,0.8347,0.8425,0.9981,0.9992,0.9981,0.9992,0.0015,0.0007,0.0015,0.0007,1.0000,1.0000,0.1653,0.1575,1.0000,1.0000,0.0000,0.0000,0.9784,0.9700,1.0172,1.0000,0.0054,154.8984,200.0000,0.0304,0.0292,0.0991,0.0859,0.0000,0.0000,0.9837,0.1503,0.0000,0.9956,1.1708,0.0000,0.0000,1.2010,1.6614,0.0000,0.0000,0.0000,0.3890
mahnob_10,profile1d_consensus__parh_ossm,P1D_cons,0.9306,0.9611,0.7031,0.8942,0.3867,0.4918,0.8545,0.8733,0.9991,0.9996,0.9991,0.9997,0.0007,0.0003,0.0007,0.0003,1.0000,1.0000,0.1455,0.1267,1.0000,1.0000,0.0000,0.0000,0.9788,0.9700,1.0154,1.0000,0.0000,164.7585,200.0000,0.0320,0.0307,0.0860,0.0744,0.0000,0.0000,0.9871,0.1405,0.0000,0.9981,1.2399,0.0000,0.0000,1.1934,1.5819,0.0000,0.0000,0.0000,0.2623
mahnob_1042,of_farneback__parh_ossm,OF,0.9115,0.9695,0.7151,0.9116,0.7151,0.9116,0.7732,0.7847,0.8794,0.9693,0.9170,0.9905,0.0958,0.0277,0.0958,0.0277,1.0000,1.0000,0.2268,0.2153,1.0000,1.0000,0.0000,0.0000,0.9115,0.9695,1.0318,1.0000,0.0881,96.5135,20.2834,0.5606,0.0649,0.0944,0.0770,0.0023,0.3741,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3576,1.9072,0.0321,0.0464,1.4862,2.4031
mahnob_1042,of_disp_bridge__parh_ossm,OF_bridge,0.9223,0.9693,0.6510,0.8183,0.6510,0.8183,0.8389,0.8725,0.9153,0.9776,0.9966,0.9997,0.0761,0.0200,0.0761,0.0200,1.0000,1.0000,0.1611,0.1275,1.0000,1.0000,0.0000,0.0000,0.9223,0.9693,1.0344,1.0000,0.0017,142.2014,200.0000,0.0437,0.0360,0.0791,0.0650,0.0017,0.3276,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3255,1.6445,0.0207,0.0469,1.2715,1.6289
mahnob_1042,dof__parh_ossm,DoF,0.9188,0.9674,0.8033,0.9608,0.8033,0.9608,0.6568,0.6507,0.8946,0.9844,0.9476,0.9994,0.0897,0.0131,0.0897,0.0131,1.0000,1.0000,0.3432,0.3493,1.0000,1.0000,0.0000,0.0000,0.9188,0.9674,1.0369,1.0000,0.0294,130.1209,200.0000,0.4430,0.0349,0.1054,0.0870,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.4017,2.3729,0.0204,0.0203,1.5676,2.9250
mahnob_1042,dof_disp_bridge__parh_ossm,DoF_bridge,0.9247,0.9648,0.8348,0.9962,0.8348,0.9962,0.5972,0.6126,0.9778,0.9924,0.9979,0.9993,0.0191,0.0068,0.0191,0.0068,1.0000,1.0000,0.4028,0.3874,1.0000,1.0000,0.0000,0.0000,0.9247,0.9648,1.0309,1.0000,0.0009,134.8648,200.0000,0.0402,0.0365,0.1344,0.1147,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.4174,2.6111,0.0058,0.0043,0.4745,0.8035
mahnob_1042,profile1d_linear__parh_ossm,P1D_lin,0.9205,0.9685,0.7092,0.8082,0.7092,0.8082,0.7433,0.8108,0.8079,0.9841,0.9483,0.9994,0.1697,0.0135,0.1697,0.0135,1.0000,1.0000,0.2567,0.1892,1.0000,1.0000,0.0000,0.0000,0.9205,0.9685,1.0359,1.0000,0.0231,127.0784,200.0000,2.1130,0.0283,0.0842,0.0630,0.0009,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3546,2.0269,0.3439,0.0361,5.3783,3.4413
mahnob_1042,profile1d_quadratic__parh_ossm,P1D_quad,0.9172,0.9513,0.8689,0.9983,0.8689,0.9983,0.6425,0.6810,0.9060,0.9980,0.9092,0.9981,0.0733,0.0017,0.0733,0.0017,1.0000,1.0000,0.3575,0.3190,1.0000,1.0000,0.0000,0.0000,0.9172,0.9513,0.9975,1.0000,0.0732,154.6300,200.0000,5.0820,0.0309,0.1163,0.1235,0.0000,0.0000,0.8681,0.9737,0.0328,1.0517,1.0518,0.0000,0.0000,1.4345,2.4301,0.0000,0.0000,0.0000,3.2492
mahnob_1042,profile1d_cubic__parh_ossm,P1D_cub,0.9173,0.9513,0.8879,0.9990,0.8879,0.9990,0.6319,0.6687,0.9054,0.9976,0.9087,0.9977,0.0737,0.0020,0.0737,0.0020,1.0000,1.0000,0.3681,0.3313,1.0000,1.0000,0.0000,0.0000,0.9173,0.9513,0.9972,1.0000,0.0739,154.9181,200.0000,5.0765,0.0309,0.1217,0.1290,0.0000,0.0000,0.8679,0.9931,0.0328,1.0513,1.0539,0.0000,0.0000,1.4439,2.4725,0.0000,0.0000,0.0000,3.2499
mahnob_1042,profile1d_consensus__parh_ossm,P1D_cons,0.9152,0.9570,0.8214,0.9845,0.8214,0.9845,0.6857,0.7421,0.9133,0.9993,0.9150,0.9994,0.0667,0.0005,0.0667,0.0005,1.0000,1.0000,0.3143,0.2579,1.0000,1.0000,0.0000,0.0000,0.9152,0.9570,1.0124,1.0000,0.0662,139.3179,200.0000,4.1333,0.0366,0.0969,0.1000,0.0000,0.0000,0.9406,0.4613,0.0000,1.0538,1.1015,0.0000,0.0000,1.4107,2.2572,0.0000,0.0000,0.0000,3.1533
mahnob_1044,of_farneback__parh_ossm,OF,0.9148,0.9710,0.7355,0.9726,0.7355,0.9726,0.7461,0.7511,0.8497,0.9441,0.8912,0.9773,0.1143,0.0495,0.1143,0.0495,1.0000,1.0000,0.2539,0.2489,1.0000,1.0000,0.0000,0.0000,0.9148,0.9710,1.0364,1.0000,0.0823,103.4705,77.6648,0.7978,0.3208,0.1068,0.0958,0.0014,0.3973,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3677,2.0156,0.0347,0.0475,1.4819,1.7240
mahnob_1044,of_disp_bridge__parh_ossm,OF_bridge,0.9260,0.9727,0.6304,0.7627,0.6304,0.7627,0.8661,0.8905,0.9522,0.9750,0.9991,0.9998,0.0444,0.0240,0.0444,0.0240,1.0000,1.0000,0.1339,0.1095,1.0000,1.0000,0.0000,0.0000,0.9260,0.9727,1.0257,1.0000,0.0000,155.5434,200.0000,0.0352,0.0328,0.0766,0.0598,0.0018,0.2795,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3152,1.5356,0.0158,0.0101,0.5751,1.2039
mahnob_1044,dof__parh_ossm,DoF,0.9250,0.9670,0.7136,0.9160,0.7136,0.9160,0.6642,0.6794,0.8931,0.9804,0.9976,0.9996,0.0998,0.0174,0.0998,0.0174,1.0000,1.0000,0.3358,0.3206,1.0000,1.0000,0.0000,0.0000,0.9250,0.9670,1.0287,1.0000,0.0061,143.2344,200.0000,0.0378,0.0352,0.0866,0.0760,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3568,2.3431,0.0077,0.0393,1.0424,1.8038
mahnob_1044,dof_disp_bridge__parh_ossm,DoF_bridge,0.9279,0.9714,0.7631,0.9558,0.7631,0.9558,0.6435,0.6421,0.9698,0.9853,0.9977,0.9996,0.0254,0.0128,0.0254,0.0128,1.0000,1.0000,0.3565,0.3579,1.0000,1.0000,0.0000,0.0000,0.9279,0.9714,1.0273,1.0000,0.0000,155.3186,200.0000,0.0459,0.0363,0.1073,0.0855,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3816,2.4261,0.0063,0.0043,0.3179,0.7590
mahnob_1044,profile1d_linear__parh_ossm,P1D_lin,0.9267,0.9807,0.6854,0.7631,0.6854,0.7631,0.6995,0.7513,0.8181,0.9504,0.9263,0.9987,0.1516,0.0443,0.1516,0.0443,1.0000,1.0000,0.3005,0.2487,1.0000,1.0000,0.0000,0.0000,0.9267,0.9807,1.0509,1.0000,0.0485,118.1927,200.0000,3.6760,0.0954,0.0921,0.0568,0.0010,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3427,2.2021,0.1125,0.0434,2.2674,3.5219
mahnob_1044,profile1d_quadratic__parh_ossm,P1D_quad,0.9309,0.9663,0.6684,0.7499,0.6684,0.7499,0.6530,0.6759,0.9186,0.9947,0.9212,0.9950,0.0536,0.0046,0.0536,0.0046,1.0000,1.0000,0.3470,0.3241,1.0000,1.0000,0.0000,0.0000,0.9309,0.9663,1.0229,1.0000,0.0631,137.1795,200.0000,3.8661,0.0954,0.0865,0.0567,0.0000,0.0000,0.9695,0.9189,0.0000,0.9491,0.8897,0.0000,0.0000,1.3342,2.3882,0.0000,0.0000,0.0000,3.8936
mahnob_1044,profile1d_cubic__parh_ossm,P1D_cub,0.9309,0.9662,0.6673,0.7502,0.6673,0.7502,0.6532,0.6767,0.9186,0.9948,0.9212,0.9950,0.0536,0.0046,0.0536,0.0046,1.0000,1.0000,0.3468,0.3233,1.0000,1.0000,0.0000,0.0000,0.9309,0.9662,1.0228,1.0000,0.0629,137.2695,200.0000,3.8656,0.0955,0.0863,0.0567,0.0000,0.0000,0.9695,0.9189,0.0000,0.9489,0.8893,0.0000,0.0000,1.3336,2.3871,0.0000,0.0000,0.0000,3.8944
mahnob_1044,profile1d_consensus__parh_ossm,P1D_cons,0.9250,0.9739,0.8001,0.9747,0.8001,0.9747,0.6891,0.7541,0.9024,0.9986,0.9032,0.9988,0.0698,0.0010,0.0698,0.0010,1.0000,1.0000,0.3109,0.2459,1.0000,1.0000,0.0000,0.0000,0.9250,0.9739,1.0245,1.0000,0.0511,139.3146,200.0000,3.1770,0.1080,0.0964,0.0955,0.0000,0.0000,0.9746,0.9532,0.0000,0.9269,0.8640,0.0000,0.0000,1.4000,2.2434,0.0000,0.0000,0.0000,4.0496
mahnob_1046,of_farneback__parh_ossm,OF,0.9129,0.9716,0.7540,0.9754,0.7540,0.9754,0.7337,0.7245,0.8495,0.9419,0.8773,0.9629,0.1121,0.0534,0.1121,0.0534,1.0000,1.0000,0.2663,0.2755,1.0000,1.0000,0.0000,0.0000,0.9129,0.9716,1.0472,1.0044,0.0961,75.9457,7.8323,0.8413,0.4422,0.1101,0.0993,0.0019,0.3753,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3770,2.0652,0.0650,0.0197,0.8172,2.0930
mahnob_1046,of_disp_bridge__parh_ossm,OF_bridge,0.9283,0.9679,0.7048,0.8889,0.7048,0.8889,0.8434,0.8605,0.9656,0.9906,0.9981,0.9997,0.0297,0.0087,0.0297,0.0087,1.0000,1.0000,0.1566,0.1395,1.0000,1.0000,0.0000,0.0000,0.9283,0.9679,1.0323,1.0000,0.0000,146.1158,200.0000,0.0427,0.0365,0.0816,0.0739,0.0022,0.3379,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3524,1.6265,0.0041,0.0132,0.6310,0.8500
mahnob_1046,dof__parh_ossm,DoF,0.9176,0.9659,0.6638,0.7545,0.6638,0.7545,0.7832,0.8345,0.8902,0.9917,0.9395,0.9995,0.0919,0.0072,0.0919,0.0072,1.0000,1.0000,0.2168,0.1655,1.0000,1.0000,0.0000,0.0000,0.9176,0.9659,1.0311,1.0000,0.0218,137.0335,200.0000,0.8172,0.0340,0.0867,0.0566,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3319,1.8670,0.0019,0.0205,1.5483,2.5061
mahnob_1046,dof_disp_bridge__parh_ossm,DoF_bridge,0.9248,0.9707,0.7050,0.9101,0.7050,0.9101,0.6461,0.6386,0.9680,0.9873,0.9986,0.9997,0.0284,0.0113,0.0284,0.0113,1.0000,1.0000,0.3539,0.3614,1.0000,1.0000,0.0000,0.0000,0.9248,0.9707,1.0451,1.0000,0.0000,132.0638,200.0000,0.0405,0.0365,0.0916,0.0768,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3525,2.4155,0.0046,0.0136,0.3458,0.7844
mahnob_1046,profile1d_linear__parh_ossm,P1D_lin,0.9244,0.9664,0.7045,0.9088,0.7045,0.9088,0.6597,0.6518,0.9736,0.9872,0.9971,0.9995,0.0240,0.0119,0.0240,0.0119,1.0000,1.0000,0.3403,0.3482,1.0000,1.0000,0.0000,0.0000,0.9244,0.9664,1.0464,1.0000,0.0037,121.4816,200.0000,0.0376,0.0342,0.0919,0.0788,0.0007,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3522,2.3614,0.0044,0.0101,0.4027,0.8353
mahnob_1046,profile1d_quadratic__parh_ossm,P1D_quad,0.9252,0.9584,0.6720,0.8637,0.6720,0.8637,0.6766,0.6697,0.9959,0.9986,0.9960,0.9986,0.0031,0.0013,0.0031,0.0013,1.0000,1.0000,0.3234,0.3303,1.0000,1.0000,0.0000,0.0000,0.9252,0.9584,1.0194,1.0000,0.0133,144.7170,200.0000,0.0359,0.0338,0.0859,0.0732,0.0000,0.0000,0.9585,0.4410,0.0000,1.0189,1.1887,0.0000,0.0000,1.3360,2.2938,0.0000,0.0000,0.0000,0.6902
mahnob_1046,profile1d_cubic__parh_ossm,P1D_cub,0.9240,0.9614,0.6816,0.8592,0.6816,0.8592,0.6733,0.6660,0.9959,0.9987,0.9960,0.9987,0.0030,0.0012,0.0030,0.0012,1.0000,1.0000,0.3267,0.3340,1.0000,1.0000,0.0000,0.0000,0.9240,0.9614,1.0229,1.0000,0.0135,139.0640,200.0000,0.0359,0.0338,0.0878,0.0721,0.0000,0.0000,0.9588,0.4367,0.0000,1.0183,1.1851,0.0000,0.0000,1.3408,2.3069,0.0000,0.0000,0.0000,0.6857
mahnob_1046,profile1d_consensus__parh_ossm,P1D_cons,0.9282,0.9593,0.6830,0.8436,0.6830,0.8436,0.6781,0.6676,0.9975,0.9992,0.9977,0.9992,0.0019,0.0007,0.0019,0.0007,1.0000,1.0000,0.3219,0.3324,1.0000,1.0000,0.0000,0.0000,0.9282,0.9593,1.0215,1.0000,0.0000,150.1341,200.0000,0.0386,0.0364,0.0854,0.0682,0.0000,0.0000,0.9576,0.4402,0.0000,1.0193,1.3034,0.0000,0.0000,1.3415,2.2875,0.0000,0.0000,0.0000,0.6360
mahnob_1048,of_farneback__parh_ossm,OF,0.9060,0.9832,0.7880,0.9963,0.7880,0.9963,0.6809,0.6746,0.7854,0.9356,0.8260,0.9620,0.1509,0.0557,0.1509,0.0557,1.0000,1.0000,0.3191,0.3254,1.0000,1.0000,0.0000,0.0000,0.9060,0.9832,1.0490,1.0000,0.1051,88.2851,6.9474,2.8987,1.9906,0.1189,0.1245,0.0014,0.4036,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3940,2.2763,0.1766,0.0546,1.7582,2.9570
mahnob_1048,of_disp_bridge__parh_ossm,OF_bridge,0.9225,0.9630,0.7685,0.9773,0.7685,0.9773,0.6523,0.6579,0.9315,0.9768,0.9974,0.9995,0.0617,0.0217,0.0617,0.0217,1.0000,1.0000,0.3477,0.3421,1.0000,1.0000,0.0000,0.0000,0.9225,0.9630,1.0315,1.0000,0.0040,142.5485,200.0000,0.0390,0.0355,0.1058,0.1001,0.0016,0.3198,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3842,2.3906,0.0046,0.0253,0.7476,1.2815
mahnob_1048,dof__parh_ossm,DoF,0.9256,0.9688,0.7341,0.9744,0.7341,0.9744,0.6408,0.6592,0.8564,0.9865,0.9934,0.9997,0.1328,0.0128,0.1328,0.0128,1.0000,1.0000,0.3592,0.3408,1.0000,1.0000,0.0000,0.0000,0.9256,0.9688,1.0198,1.0000,0.0358,137.8167,200.0000,0.0419,0.0343,0.0986,0.0943,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3670,2.4366,0.0029,0.0356,1.8362,2.9981
mahnob_1048,dof_disp_bridge__parh_ossm,DoF_bridge,0.9232,0.9730,0.7352,0.9216,0.7352,0.9216,0.8309,0.8391,0.9787,0.9910,0.9989,0.9997,0.0193,0.0079,0.0193,0.0079,1.0000,1.0000,0.1691,0.1609,1.0000,1.0000,0.0000,0.0000,0.9232,0.9730,1.0438,1.0000,0.0000,131.9904,200.0000,0.0399,0.0368,0.0930,0.0787,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3676,1.6764,0.0269,0.0117,0.7189,0.9344
mahnob_1048,profile1d_linear__parh_ossm,P1D_lin,0.9213,0.9797,0.7762,0.9056,0.7762,0.9056,0.7146,0.7146,0.7926,0.9814,0.9553,0.9988,0.1856,0.0164,0.1856,0.0164,1.0000,1.0000,0.2854,0.2854,1.0000,1.0000,0.0000,0.0000,0.9213,0.9797,1.0480,1.0000,0.0261,114.8166,200.0000,0.9144,0.0282,0.0982,0.0791,0.0014,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3881,2.1416,0.0282,0.1083,2.2939,3.0545
mahnob_1048,profile1d_quadratic__parh_ossm,P1D_quad,0.9122,0.9707,0.8510,0.9998,0.8510,0.9998,0.6608,0.6793,0.9038,0.9958,0.9060,0.9964,0.0718,0.0032,0.0718,0.0032,1.0000,1.0000,0.3392,0.3207,1.0000,1.0000,0.0000,0.0000,0.9122,0.9707,1.0036,1.0000,0.0951,142.6979,200.0000,4.1466,0.0939,0.1235,0.1426,0.0000,0.0000,0.6915,0.2042,0.0328,0.9529,1.1142,0.0000,0.0000,1.4255,2.3569,0.0000,0.0000,0.0000,4.2005
mahnob_1048,profile1d_cubic__parh_ossm,P1D_cub,0.9124,0.9700,0.8544,0.9998,0.8544,0.9998,0.6580,0.6745,0.9040,0.9955,0.9063,0.9961,0.0712,0.0034,0.0712,0.0034,1.0000,1.0000,0.3420,0.3255,1.0000,1.0000,0.0000,0.0000,0.9124,0.9700,1.0035,1.0000,0.0944,143.9723,200.0000,4.2213,0.0939,0.1256,0.1428,0.0000,0.0000,0.7075,0.2134,0.0328,0.9611,1.1272,0.0000,0.0000,1.4272,2.3681,0.0000,0.0000,0.0000,4.1347
mahnob_1048,profile1d_consensus__parh_ossm,P1D_cons,0.9240,0.9665,0.8097,0.9998,0.8097,0.9998,0.6603,0.6700,0.9157,0.9979,0.9157,0.9979,0.0655,0.0019,0.0655,0.0019,1.0000,1.0000,0.3397,0.3300,1.0000,1.0000,0.0000,0.0000,0.9240,0.9665,1.0051,1.0000,0.0805,143.8199,200.0000,3.2056,0.0430,0.1215,0.1419,0.0000,0.0000,0.8354,0.1072,0.0164,0.9821,1.2203,0.0000,0.0000,1.4048,2.3586,0.0000,0.0000,0.0000,3.9915
mahnob_1050,of_farneback__parh_ossm,OF,0.9103,0.9737,0.7672,0.9774,0.7672,0.9774,0.7452,0.7548,0.8445,0.9518,0.8796,0.9732,0.1132,0.0447,0.1132,0.0447,1.0000,1.0000,0.2548,0.2452,1.0000,1.0000,0.0000,0.0000,0.9103,0.9737,1.0423,1.0000,0.1046,86.1619,9.0236,0.8996,0.4860,0.1119,0.0966,0.0023,0.4314,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3836,2.0191,0.0739,0.0582,1.2092,2.3341
mahnob_1050,of_disp_bridge__parh_ossm,OF_bridge,0.9257,0.9615,0.6891,0.8138,0.6891,0.8138,0.6819,0.6877,0.9052,0.9680,0.9944,0.9997,0.0852,0.0281,0.0852,0.0281,1.0000,1.0000,0.3181,0.3123,1.0000,1.0000,0.0000,0.0000,0.9257,0.9615,1.0212,1.0000,0.0017,159.7833,200.0000,0.0542,0.0322,0.0749,0.0648,0.0004,0.1164,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3446,2.2726,0.0675,0.0505,2.7595,1.8312
mahnob_1050,dof__parh_ossm,DoF,0.9229,0.9670,0.7139,0.8854,0.7139,0.8854,0.7820,0.8112,0.8707,0.9747,0.9940,0.9995,0.1181,0.0224,0.1181,0.0224,1.0000,1.0000,0.2180,0.1888,1.0000,1.0000,0.0000,0.0000,0.9229,0.9670,1.0458,1.0000,0.0251,124.3327,200.0000,0.0422,0.0354,0.0874,0.0712,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3569,1.8721,0.0257,0.0625,2.0841,2.8548
mahnob_1050,dof_disp_bridge__parh_ossm,DoF_bridge,0.9252,0.9643,0.7352,0.9494,0.7352,0.9494,0.6379,0.6294,0.9653,0.9886,0.9982,0.9994,0.0306,0.0102,0.0306,0.0102,1.0000,1.0000,0.3621,0.3706,1.0000,1.0000,0.0000,0.0000,0.9252,0.9643,1.0347,1.0000,0.0010,142.4746,200.0000,0.0399,0.0347,0.0998,0.0848,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3676,2.4482,0.0167,0.0170,0.8956,1.0613
mahnob_1050,profile1d_linear__parh_ossm,P1D_lin,0.9191,0.9761,0.7299,0.9504,0.7299,0.9504,0.7996,0.8138,0.9616,0.9893,0.9850,0.9993,0.0288,0.0092,0.0288,0.0092,1.0000,1.0000,0.2004,0.1862,1.0000,1.0000,0.0000,0.0000,0.9191,0.9761,1.0576,1.0000,0.0158,112.0526,200.0000,0.0966,0.0333,0.1002,0.0864,0.0021,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3650,1.8015,0.0025,0.0061,0.4976,1.5667
mahnob_1050,profile1d_quadratic__parh_ossm,P1D_quad,0.9167,0.9771,0.7969,0.9753,0.7969,0.9753,0.6407,0.6430,0.9732,0.9989,0.9739,0.9990,0.0145,0.0010,0.0145,0.0010,1.0000,1.0000,0.3593,0.3570,1.0000,1.0000,0.0000,0.0000,0.9167,0.9771,1.0531,1.0000,0.0328,107.2821,200.0000,0.2096,0.0326,0.1091,0.0955,0.0000,0.0000,0.9672,0.2081,0.0000,1.0209,0.9530,0.0000,0.0000,1.3985,2.4373,0.0000,0.0000,0.0000,2.1878
mahnob_1050,profile1d_cubic__parh_ossm,P1D_cub,0.9165,0.9776,0.7990,0.9754,0.7990,0.9754,0.6417,0.6451,0.9725,0.9990,0.9731,0.9990,0.0152,0.0010,0.0152,0.0010,1.0000,1.0000,0.3583,0.3549,1.0000,1.0000,0.0000,0.0000,0.9165,0.9776,1.0521,1.0000,0.0334,107.2965,200.0000,0.2097,0.0329,0.1080,0.0953,0.0000,0.0000,0.9661,0.2102,0.0000,1.0188,0.9664,0.0000,0.0000,1.3995,2.4331,0.0000,0.0000,0.0000,2.1944
mahnob_1050,profile1d_consensus__parh_ossm,P1D_cons,0.9209,0.9628,0.7272,0.9458,0.4000,0.5202,0.8187,0.8229,0.9979,0.9996,0.9980,0.9997,0.0015,0.0003,0.0015,0.0003,1.0000,1.0000,0.1813,0.1771,1.0000,1.0000,0.0000,0.0000,0.9798,0.9700,1.0282,1.0000,0.0187,138.6844,200.0000,0.0376,0.0358,0.0939,0.0831,0.0000,0.0000,0.9872,0.1407,0.0000,1.0593,1.0753,0.0000,0.0000,1.2000,1.7251,0.0000,0.0000,0.0000,0.3081
mahnob_1052,of_farneback__parh_ossm,OF,0.9033,0.9796,0.7481,0.9718,0.7481,0.9718,0.7206,0.7267,0.7648,0.9053,0.8206,0.9468,0.1731,0.0812,0.1731,0.0812,1.0000,1.0000,0.2794,0.2733,1.0000,1.0000,0.0000,0.0000,0.9033,0.9796,1.0365,1.0000,0.1037,90.3691,10.9311,3.0004,1.6587,0.1099,0.0925,0.0020,0.3488,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3741,2.1175,0.2155,0.0396,1.5835,2.3738
