video,method,family,q_obs_mean,q_obs_median,q_dyn_raw_mean,q_dyn_raw_median,q_dyn_mean,q_dyn_median,q_osc_mean,q_osc_median,obs_osc_support_mean,obs_osc_support_median,obs_full_support_mean,obs_full_support_median,obs_nonosc_need_mean,obs_nonosc_need_median,obs_nonosc_need_eff_mean,obs_nonosc_need_eff_median,residual_prior_mean,residual_prior_median,aper_drive_mean,aper_drive_median,helper_trust_mean,helper_trust_median,helper_bias_conf_mean,helper_bias_conf_median,pi_mean,pi_median,lambda_mean,lambda_median,lambda_lt095_frac,nu_mean,nu_median,R_mean,R_median,helper_mismatch_mean,helper_mismatch_median,freq_rescue_active_frac,output_rate_blend_active_frac,obs_fit_corr,obs_fit_rmse,obs_lag_sec,obs_g_h1,obs_g_h2,obs_g_b,obs_g_r,Qosc_scale_mean,Qaper_scale_mean,baseline_energy_ratio,residual_energy_ratio,max_abs_zfull_minus_zosc,max_abs_zosc_causal_minus_smoothed
cohface_10_1,profile1d_quadratic__parh_ossm,P1D_quad,0.9296261461440664,0.97127263865787,0.581595196756504,0.6757949309101672,0.31987735821607716,0.37168721200059196,0.9025200872575576,0.9338539836677748,0.9985477329057088,0.9996207909497471,0.9989060025312995,0.9996439822728936,0.0009022407859519251,0.00034294609582063984,,,,,,,1.0,1.0,0.0,0.0,0.9805449033459467,0.97127263865787,1.0154991280458723,1.0,0.0,166.34261063394547,200.0,0.03571611817960763,0.03261499157011553,0.06182116937748929,0.05128612149866421,0.0,0.0,0.99388862937392,0.0895800028748786,0.0,1.0121107837270098,1.0308767756738617,0.0,0.0,1.1599386791080386,1.3899196509697695,0.0,0.0,0.0,0.1579377598891066
cohface_10_1,profile1d_cubic__parh_ossm,P1D_cub,0.9296884181353853,0.9714061847222023,0.5819996975120437,0.6754890582614653,0.3200998336316241,0.37151898204380596,0.9022932146952426,0.9342436441129354,0.9985310501246798,0.9996177284372549,0.9988856884978665,0.999641756504589,0.0009171285018514159,0.0003446616821369819,,,,,,,1.0,1.0,0.0,0.0,0.9805421571424202,0.9714061847222023,1.0159140761998078,1.0,0.0,165.72736537032696,200.0,0.03576899766834287,0.03266327968672044,0.06191959932863569,0.05130629776109347,0.0,0.0,0.9940955368870935,0.08808782209099233,0.0,1.0123629314699478,1.0282347855440939,0.0,0.0,1.160049916815812,1.3908271412190296,0.0,0.0,0.0,0.15733685727554506
cohface_10_2,of_farneback__parh_ossm,OF,0.9183054668939199,0.969672354947859,0.5822656384861997,0.6795586131842994,0.5822656384861997,0.6795586131842994,0.8472681335903999,0.8795113423901604,0.9277980299671597,0.9705447793604925,0.9481506012535356,0.9880922733843502,0.054500103196715624,0.02684419671474625,,,,,,,1.0,1.0,0.0,0.0,0.9183054668939199,0.969672354947859,1.0206951213077977,1.0,0.09172809172809172,111.39083501562632,200.0,0.1562024312607638,0.07835034412999986,0.06709940028151355,0.052442753987332946,0.002457002457002457,0.23177723177723178,,,0.0,1.0,1.0,1.0,1.0,1.2911328192430997,1.6109274656384005,0.0016980805561128162,0.005618514270452176,0.28204515942170794,1.1699561527897213
cohface_10_2,of_disp_bridge__parh_ossm,OF_bridge,0.9310547747267178,0.9618642891679703,0.5044307837976629,0.4911459753281062,0.5044307837976629,0.4911459753281062,0.9180402777300681,0.9489781254823466,0.92603528111823,0.9313626491935292,0.9975220184065835,0.998854576184961,0.06925827941978148,0.06248456249672141,,,,,,,1.0,1.0,0.0,0.0,0.9310547747267178,0.9618642891679703,1.0131291274677579,1.0,0.0,174.285837011097,200.0,0.055237360884233755,0.05041974904533971,0.05019334342069372,0.040149969632532784,0.000819000819000819,0.2022932022932023,,,0.0,1.0,1.0,1.0,1.0,1.2522153918988315,1.3278388890797275,0.10028933558491837,0.0089943772927605,0.5622760517037455,0.5863756775200657
cohface_10_2,dof__parh_ossm,DoF,0.9286769863045833,0.9682714569405458,0.6861469798643626,0.8724721911793916,0.6861469798643626,0.8724721911793916,0.6344641428344333,0.6232141187547036,0.9805370971893183,0.992601312449624,0.9959054873226484,0.9983356789361748,0.01656263019898588,0.006409742565589904,,,,,,,1.0,1.0,0.0,0.0,0.9286769863045833,0.9682714569405458,1.0147054560679223,1.0,0.0,162.20151851484465,200.0,0.059604962568941496,0.054364390968657715,0.0906528998273149,0.07525381038446174,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.3430734899321812,2.4621434286622668,0.010318231700055254,0.004757804131455405,0.26673007859600095,0.5137567448784499
cohface_10_2,profile1d_linear__parh_ossm,P1D_lin,0.9358933454973198,0.9701153836697186,0.5083522755170807,0.4545788953242642,0.5083522755170807,0.4545788953242642,0.9042969767964824,0.9461481609310374,0.9920326349045713,0.9963456482163187,0.9982432939776117,0.999506209525054,0.007143802746123441,0.0031735793447744687,,,,,,,1.0,1.0,0.0,0.0,0.9358933454973198,0.9701153836697186,1.016213876104768,1.0,0.0,163.25472953182762,200.0,0.05632461421585447,0.05141217589650509,0.057569201825676916,0.04067127303552562,0.004095004095004095,0.0,,,0.0,1.0,1.0,1.0,1.0,1.2541761377585403,1.3828120928140706,0.003873953049572351,0.001986380894645437,0.1810439192993164,0.3723047939759603
cohface_10_2,profile1d_quadratic__parh_ossm,P1D_quad,0.9314729063724196,0.9687410676428512,0.5573717578352759,0.5785404134433222,0.3065544668094018,0.3181972273938272,0.8969267470478167,0.9422117690551393,0.9974494200369044,0.9991520989935609,0.9977445443932427,0.9991982065297746,0.0019001819942838795,0.0007663066310927835,,,,,,,1.0,1.0,0.0,0.0,0.9801832086310293,0.97,1.0104719115074818,1.0,0.0,174.7116446874727,200.0,0.05707259879738291,0.05209492384620324,0.06324250766571428,0.04714012981691024,0.0,0.0,0.9793547124311252,0.16956780249036604,0.0,1.0231992389930513,1.23520481235718,0.0,0.0,1.153277233404701,1.4122930118087331,0.0,0.0,0.0,0.1987482808477714
cohface_10_2,profile1d_cubic__parh_ossm,P1D_cub,0.9311492500699564,0.9695796288715697,0.5461921281396512,0.5106077190953355,0.3004056704768082,0.2808342455024346,0.896838488443366,0.9479056304726217,0.997066542645228,0.9989610823540213,0.9973680304920006,0.9990266285304393,0.00221154238378067,0.0009528057971616155,,,,,,,1.0,1.0,0.0,0.0,0.9801111091441554,0.97,1.0102902508783909,1.0,0.0,175.56201672343923,200.0,0.057115862843235964,0.052134414551401276,0.06348078283801144,0.04452175477868983,0.0,0.0,0.9789878090805731,0.17512218708731328,0.0,1.0238207233397205,1.234841263432892,0.0,0.0,1.1502028352384042,1.412646046226536,0.0,0.0,0.0,0.2236781019802796
cohface_10_3,of_farneback__parh_ossm,OF,0.9288034493499497,0.9685426666819485,0.48643513170000224,0.41707740326140413,0.48643513170000224,0.41707740326140413,0.9084640506591392,0.9549185870678051,0.9753419587170115,0.9912580105320272,0.9931687882663771,0.9975863718924758,0.01776011703264815,0.007628644500862702,,,,,,,1.0,1.0,0.0,0.0,0.9288034493499497,0.9685426666819485,1.013365169516667,1.0,0.010586319218241042,160.68547194097147,200.0,0.05974959861419006,0.05187869613551161,0.053035386666270556,0.035577010626967706,0.0024429967426710096,0.18811074918566775,,,0.0,1.0,1.0,1.0,1.0,1.243217565850001,1.3661437973634434,0.013298397221964908,0.008275840388272728,0.36278803214113964,0.5048879563773974
cohface_10_3,of_disp_bridge__parh_ossm,OF_bridge,0.9346599475274887,0.9685928373599912,0.5508872952968265,0.6068373168614829,0.5508872952968265,0.6068373168614829,0.7090874464846507,0.6959960364162496,0.9773226171884734,0.9939063431761468,0.9973238903275348,0.9991823135200886,0.015843360597188477,0.005163053889861324,,,,,,,1.0,1.0,0.0,0.0,0.9346599475274887,0.9685928373599912,1.0159332229473874,1.0,0.0,167.4735873380905,200.0,0.06146786418108915,0.04988882326639668,0.059623739966445675,0.04976313247597794,0.0,0.11644951140065146,,,0.0,1.0,1.0,1.0,1.0,1.2754436476484132,2.163650214061397,0.00708325190668337,0.012602480975658907,0.3432199688737416,0.6538075833912385
cohface_10_3,dof__parh_ossm,DoF,0.9293028080317488,0.9658651596556,0.6420654862140898,0.8055239363479563,0.6420654862140898,0.8055239363479563,0.8493902915900138,0.8842442344655437,0.9587724569925256,0.9854130936059367,0.9876603722037456,0.9961605406841111,0.03404374123399531,0.012722242071440737,,,,,,,1.0,1.0,0.0,0.0,0.9293028080317488,0.9658651596556,1.007584177726013,1.0,0.021986970684039087,160.75327198391187,200.0,0.064034427175848,0.05368883961784087,0.08137464686499082,0.06460706292773219,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.321032743107045,1.6024388336399449,0.0021608881555401182,0.013826235302854324,0.38525178256204407,0.7891358634524339
cohface_10_3,profile1d_linear__parh_ossm,P1D_lin,0.9355063291731689,0.9707990826162771,0.4891324517640055,0.49054241759446143,0.4891324517640055,0.49054241759446143,0.9154223420157437,0.9424310226277443,0.9960036052465199,0.9987751596518921,0.9988682922233983,0.9996209547038437,0.0031807235901123746,0.0011319121328987602,,,,,,,1.0,1.0,0.0,0.0,0.9355063291731689,0.9707990826162771,1.0107471804823367,1.0,0.0,176.01770380459152,200.0,0.057610010690413216,0.05261156056664248,0.05071722899507572,0.040527769749721915,0.0008143322475570033,0.0,,,0.0,1.0,1.0,1.0,1.0,1.2445662258820027,1.3383106319370253,0.0012169785636376238,0.0007591869623467803,0.07451553543433198,0.2071235797822883
cohface_10_3,profile1d_quadratic__parh_ossm,P1D_quad,0.9349558664628511,0.9683578621518046,0.5094654477624204,0.5106893781804848,0.2802059962693312,0.28087915799926666,0.9185701142079293,0.9519753388752753,0.9963345492960121,0.9994431862355824,0.9983869821726993,0.999474354887185,0.0014354398106755767,0.0004968200889226004,,,,,,,1.0,1.0,0.0,0.0,0.9801180851666846,0.97,1.0126325274038164,1.0,0.0,166.848152484852,200.0,0.05684880961054917,0.05123353786900649,0.052492898968126485,0.04217055048265758,0.0,0.0,0.99461950758546,0.0901535556195325,0.0,0.9763894988499988,1.1612370895677924,0.0,0.0,1.1401029981346655,1.3257195431682827,0.0,0.0,0.0,0.3613803922977624
cohface_10_3,profile1d_cubic__parh_ossm,P1D_cub,0.934911350724115,0.9681497592912764,0.5132521869883693,0.5176347517540861,0.28228870284360313,0.2846991134647474,0.9180168210971041,0.9513700856756432,0.9962719102646845,0.9994434980769835,0.9983776435345484,0.9994738607703532,0.0014451887282384344,0.0004996625253835263,,,,,,,1.0,1.0,0.0,0.0,0.9800784113591894,0.97,1.012982896871477,1.0,0.0,166.44341624787018,200.0,0.056913163061444325,0.05124586407861572,0.05282745812789124,0.04237642996563985,0.0,0.0,0.99460230200641,0.09031475841236304,0.0,0.9756303710370116,1.16100389615585,0.0,0.0,1.1411443514218016,1.3279327156115834,0.0,0.0,0.0,0.36676180258788593
cohface_11_0,of_farneback__parh_ossm,OF,0.9293569170001917,0.965836061632441,0.601932958075473,0.7120407772268839,0.601932958075473,0.7120407772268839,0.8758141071482649,0.9045439235415723,0.9625805990755267,0.9886406889284647,0.9816578063698262,0.9948911280021866,0.02639614935435825,0.0100740309653225,,,,,,,1.0,1.0,0.0,0.0,0.9293569170001917,0.965836061632441,1.0069301768859098,1.0,0.024469820554649267,160.3130202850902,200.0,0.0805329409624066,0.03474562486365021,0.06564131221215602,0.05505029730924289,0.0,0.3833605220228385,,,0.0,1.0,1.0,1.0,1.0,1.3009664790377364,1.4967435714069404,0.007713220404940138,0.004299305394778306,0.29521586626637886,1.3659012631766905
