video,method,family,q_obs_mean,q_obs_median,q_dyn_raw_mean,q_dyn_raw_median,q_dyn_mean,q_dyn_median,q_osc_mean,q_osc_median,obs_osc_support_mean,obs_osc_support_median,obs_full_support_mean,obs_full_support_median,obs_nonosc_need_mean,obs_nonosc_need_median,obs_nonosc_need_eff_mean,obs_nonosc_need_eff_median,residual_prior_mean,residual_prior_median,aper_drive_mean,aper_drive_median,helper_trust_mean,helper_trust_median,helper_bias_conf_mean,helper_bias_conf_median,pi_mean,pi_median,lambda_mean,lambda_median,lambda_lt095_frac,nu_mean,nu_median,R_mean,R_median,helper_mismatch_mean,helper_mismatch_median,freq_rescue_active_frac,output_rate_blend_active_frac,obs_fit_corr,obs_fit_rmse,obs_lag_sec,obs_g_h1,obs_g_h2,obs_g_b,obs_g_r,Qosc_scale_mean,Qaper_scale_mean,baseline_energy_ratio,residual_energy_ratio,max_abs_zfull_minus_zosc,max_abs_zosc_causal_minus_smoothed
cohface_18_2,of_disp_bridge__parh_ossm,OF_bridge,0.9272729338120143,0.9676148131643635,0.60254958656051,0.7011828184842024,0.60254958656051,0.7011828184842024,0.7598151685291297,0.8064528836078538,0.9164915665550993,0.9896262455240489,0.9711768418069454,0.998296216503028,0.06651996729127306,0.009090138633956246,,,,,,,1.0,1.0,0.0,0.0,0.9272729338120143,0.9676148131643635,1.015224519179159,1.0,0.0024469820554649264,163.95095544280713,200.0,0.288667819495561,0.04286709357680995,0.08026630386258979,0.05753353111437333,0.0,0.21044045676998369,,,0.0,1.0,1.0,1.0,1.0,1.301274793280255,1.9607393258834813,0.013981756934465829,0.015181495875527728,0.8617710836288439,2.1369424375364394
cohface_18_2,dof__parh_ossm,DoF,0.927916522676539,0.9680532324644557,0.6989838728176611,0.8969972895441286,0.6989838728176611,0.8969972895441286,0.6517083982502745,0.6428635982797885,0.9513705327505121,0.9873666693852305,0.9861534439773348,0.9977189434175227,0.04022790442876044,0.010645325016698404,,,,,,,1.0,1.0,0.0,0.0,0.927916522676539,0.9680532324644557,1.0116047499734893,1.0,0.008156606851549755,159.12212658087492,200.0,0.07332428400670303,0.04959326400930721,0.09082924446293592,0.07348467792735411,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.3494919364088305,2.393166406998902,0.007929695313003238,0.030114771602113996,0.5747486756607061,0.8980436938220252
cohface_18_2,profile1d_linear__parh_ossm,P1D_lin,0.9145015567694356,0.9738553485515071,0.7303836373029992,0.9307768924466604,0.7303836373029992,0.9307768924466604,0.7705111380697643,0.7739615048962183,0.8610845291240727,0.9393670712748838,0.9017674794749027,0.9844153151583603,0.11016629202706708,0.05184565046356021,,,,,,,1.0,1.0,0.0,0.0,0.9145015567694356,0.9738553485515071,1.0136454921145792,1.0,0.08972267536704731,130.01843515495716,200.0,0.8829590686769188,0.16901251589455418,0.09435725153391969,0.08235786369753731,0.0065252854812398045,0.0,,,0.0,1.0,1.0,1.0,1.0,1.3651918186514995,1.9179554477209426,0.017798180374296632,0.013402518599139693,0.953048745112661,1.4657974963620926
cohface_18_2,profile1d_quadratic__parh_ossm,P1D_quad,0.9272499196821268,0.967122420505856,0.6402043348826837,0.7780836409833307,0.6402043348826837,0.7780836409833307,0.8731652033781874,0.9024155830436955,0.9879217834981516,0.9980344029471582,0.99058314622092,0.998151273665598,0.007063384123860003,0.0017369115920881084,,,,,,,1.0,1.0,0.0,0.0,0.9272499196821268,0.967122420505856,1.0129371764603663,1.0,0.013050570962479609,167.85205586996102,200.0,0.06198151677657069,0.05236845136059245,0.07420213040506048,0.06134363495643236,0.0,0.0,0.947728761212597,0.3485935380367626,0.0,1.0238718194016565,1.2901683289851709,0.0,0.0,1.3201021674413418,1.5073391864872505,0.0,0.0,0.0,0.8115012694188941
cohface_18_2,profile1d_cubic__parh_ossm,P1D_cub,0.9276589748386542,0.9636870570529916,0.6284836045018241,0.7636069058889723,0.6284836045018241,0.7636069058889723,0.878377566174009,0.9074459013966951,0.9893701459351945,0.9979799545086114,0.9917521124754902,0.9980934680102174,0.006289912627520264,0.0017793884660140535,,,,,,,1.0,1.0,0.0,0.0,0.9276589748386542,0.9636870570529916,1.0135363598113434,1.0,0.013050570962479609,167.87845159498687,200.0,0.06053495802289917,0.05243491432114165,0.07226310982410807,0.059558086275920324,0.0,0.0,0.9501824313586461,0.3336056907224536,0.0,1.022819105060924,1.2905138548666124,0.0,0.0,1.314241802250912,1.486489735303964,0.0,0.0,0.0,0.755919715665279
cohface_18_3,of_farneback__parh_ossm,OF,0.9184332746476535,0.9710730864384868,0.5650437388397752,0.5908807842798753,0.5650437388397752,0.5908807842798753,0.80397416163524,0.8382915813525487,0.8077527733784426,0.9163807697940822,0.8532633380449782,0.9462533016727596,0.15266037960425066,0.0793853547605024,,,,,,,1.0,1.0,0.0,0.0,0.9184332746476535,0.9710730864384868,1.0238377504874536,1.0,0.05546623794212219,127.59593962249126,200.0,0.747575568261413,0.531094535421668,0.06400227710153326,0.046989018638908836,0.001607717041800643,0.24115755627009647,,,0.0,1.0,1.0,1.0,1.0,1.2825218694198877,1.7841033534590398,0.009252346968351281,0.03915436199157907,0.8168394676306381,1.666491598705286
cohface_18_3,of_disp_bridge__parh_ossm,OF_bridge,0.9308417203147173,0.9639091053034085,0.6425049404622012,0.8047084057730354,0.6425049404622012,0.8047084057730354,0.6926467143355822,0.6787680937795721,0.9176625439585946,0.9743550097808547,0.986614318241137,0.996923984172847,0.06720072486005554,0.022856341377410994,,,,,,,1.0,1.0,0.0,0.0,0.9308417203147173,0.9639091053034085,1.005238023186735,1.0,0.00482315112540193,177.06610217320596,200.0,0.12753715150835024,0.05536136453716878,0.08221183472994077,0.06265058558210278,0.002411575562700965,0.2379421221864952,,,0.0,1.0,1.0,1.0,1.0,1.3212524702311006,2.229413142657671,0.0012124467843278672,0.020947626759687383,0.49656925073262226,1.524647580235007
cohface_18_3,dof__parh_ossm,DoF,0.9287487988736363,0.9608105417814583,0.7402447933822028,0.96451203096804,0.7402447933822028,0.96451203096804,0.6350685237008891,0.6272045528236428,0.9638946604151442,0.9825157302532068,0.9880922454102461,0.9944389211297469,0.03005919609685372,0.015300973602880075,,,,,,,1.0,1.0,0.0,0.0,0.9287487988736363,0.9608105417814583,1.0097460725741794,1.0,0.016881028938906754,166.2018526528752,200.0,0.05739217688265125,0.049855764166397205,0.10546952554380427,0.0912026811172789,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.3701223966911014,2.4597259051964437,0.00524362884581536,0.011033184130721822,0.3323825475219395,0.7376354590038618
cohface_18_3,profile1d_linear__parh_ossm,P1D_lin,0.9056521771506879,0.977617367874462,0.7348675812352357,0.8785805243244151,0.7348675812352357,0.8785805243244151,0.6563536885189176,0.6471377860514957,0.881650253746473,0.9526270289349181,0.9401912502435158,0.9958046671128091,0.09421085792925617,0.04014935231703065,,,,,,,1.0,1.0,0.0,0.0,0.9056521771506879,0.977617367874462,1.0223597309954922,1.0,0.09807073954983923,113.44458292194233,200.0,0.17324612053744648,0.05068247998044366,0.0958771169655352,0.07320601671074328,0.001607717041800643,0.0,,,0.0,1.0,1.0,1.0,1.0,1.3674337906176177,2.3745852459243295,0.03274292743044349,0.026229222439290677,1.2135972995226043,1.502122177862835
cohface_18_3,profile1d_quadratic__parh_ossm,P1D_quad,0.9269600111254406,0.9631891283117631,0.6334855952634694,0.7410247563957231,0.6334855952634694,0.7410247563957231,0.676860296196414,0.6607518558347965,0.9912656011987575,0.9971834560098318,0.9924625074176442,0.9973398638046573,0.006072774635311734,0.0025943870506592304,,,,,,,1.0,1.0,0.0,0.0,0.9269600111254406,0.9631891283117631,1.012118288935383,1.0,0.00482315112540193,168.01097797363101,200.0,0.057228383415147445,0.05144540774985946,0.07514381585780312,0.05842274203987177,0.0,0.0,0.9746802937491876,0.18450312364855212,0.0,0.9956174246300846,1.2357496174829723,0.0,0.0,1.3167427976317347,2.292558815214344,0.0,0.0,0.0,0.4634701763500466
cohface_18_3,profile1d_cubic__parh_ossm,P1D_cub,0.9295309330151091,0.9610438087686607,0.6049336380857336,0.7121959106687272,0.6049336380857336,0.7121959106687272,0.6834232034221192,0.6553188196614497,0.9894827415609714,0.9958858125821342,0.9910197096468747,0.9962573129162049,0.007551126655611217,0.0036007771915733677,,,,,,,1.0,1.0,0.0,0.0,0.9295309330151091,0.9610438087686607,1.0087985736762617,1.0,0.002411575562700965,165.7848537150602,200.0,0.05666863553783801,0.05063620638419041,0.07262707892430104,0.05386654663752219,0.0,0.0,0.9693824412286504,0.2049317746696349,0.0,0.9904529543913141,1.378822442966458,0.0,0.0,1.3024668190428668,2.2663071863115234,0.0,0.0,0.0,0.4482234716235851
cohface_19_0,of_farneback__parh_ossm,OF,0.9217703430155834,0.9683643260259438,0.6963573070168876,0.9154727273557185,0.6963573070168876,0.9154727273557185,0.7559028240172259,0.7719526031230877,0.8663749884270209,0.9457098365258899,0.916081684894656,0.9795400783781577,0.1032259722786408,0.04943131487301766,,,,,,,1.0,1.0,0.0,0.0,0.9217703430155834,0.9683643260259438,1.018409136707828,1.0,0.05624483043837883,140.31011784328314,200.0,0.4037480376843281,0.2085446751132395,0.08975309631514601,0.08030626303074206,0.0041356492969396195,0.4094292803970223,,,0.0,1.0,1.0,1.0,1.0,1.3481786535084437,1.9763887039310966,0.03165807718090695,0.01309980221349802,0.6479041412423667,1.7300245882130505
cohface_19_0,of_disp_bridge__parh_ossm,OF_bridge,0.9325789001480598,0.9687248107163491,0.6840434332978199,0.8323420241401559,0.6840434332978199,0.8323420241401559,0.7160823987883037,0.7077281869129283,0.9366598973085116,0.9829196388511648,0.9708421560805894,0.9987367462656579,0.048583121167648693,0.014247449094239917,,,,,,,1.0,1.0,0.0,0.0,0.9325789001480598,0.9687248107163491,1.0136094974879555,1.0,0.0,174.361064234483,200.0,0.30469195793604936,0.04353066308305067,0.09271091176303543,0.06853752241348844,0.0024813895781637717,0.31265508684863524,,,0.0,1.0,1.0,1.0,1.0,1.34202171664891,2.135670404846785,0.00599556503332933,0.006055129935108002,0.3530179357802401,1.979537496278435
cohface_19_0,dof__parh_ossm,DoF,0.9301941347533209,0.9637908673192269,0.6968964745785874,0.894805097304217,0.6968964745785874,0.894805097304217,0.8413494643683374,0.8629914012584149,0.9571834144893746,0.9776236216919456,0.9925953890504223,0.997082277553193,0.037864349240300604,0.02009914038491556,,,,,,,1.0,1.0,0.0,0.0,0.9301941347533209,0.9637908673192269,1.015442810284209,1.0,0.0016542597187758478,157.48539126238998,200.0,0.06112258565949249,0.05419923603205938,0.08821890565099048,0.07625030074348887,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.3484482372892936,1.6346021425266506,0.04892409982787828,0.013766114527004998,0.5035607539218936,0.7733931926738611
cohface_19_0,profile1d_linear__parh_ossm,P1D_lin,0.9291669175167363,0.975599734004216,0.7541710179235759,0.9668984670572518,0.7541710179235759,0.9668984670572518,0.7735414495461224,0.7713366463110108,0.9513457820323064,0.9955808985721404,0.9674868394939576,0.9990169803328758,0.029263657139186938,0.0038516948495188608,,,,,,,1.0,1.0,0.0,0.0,0.9291669175167363,0.975599734004216,1.0051337566208298,1.0,0.009925558312655087,181.5817564359475,200.0,0.4580510028930065,0.04732048867786181,0.10359480934168575,0.092943689587901,0.0041356492969396195,0.0,,,0.0,1.0,1.0,1.0,1.0,1.377085508961788,1.9058342018155106,0.0020822109320197454,0.008307865927611648,0.4753178202074587,1.9052589018789599
cohface_19_0,profile1d_quadratic__parh_ossm,P1D_quad,0.9304059682340183,0.9751731185850483,0.5675767890222809,0.5905843091468264,0.5675767890222809,0.5905843091468264,0.7086687367591677,0.6860693276687554,0.9654672880687789,0.9988206824296204,0.971378507484526,0.9989255431304973,0.023820170623947205,0.0010165486908907395,,,,,,,1.0,1.0,0.0,0.0,0.9304059682340183,0.9751731185850483,1.013583595547058,1.0,0.0,170.10225002672726,200.0,0.1682569404415891,0.05083419329358425,0.06476276086902207,0.04635206422097976,0.0,0.0,0.945440349175033,0.3415423822421658,0.0,0.8902684681244758,1.1523365350356711,0.0,0.0,1.2837883945111406,2.165325052963329,0.0,0.0,0.0,1.3327041596600298
cohface_19_0,profile1d_cubic__parh_ossm,P1D_cub,0.9306315498376218,0.9766892005722386,0.5585785274606083,0.5602108234721144,0.5585785274606083,0.5602108234721144,0.8637235130832209,0.918160987620326,0.9643960972183822,0.9990939569978271,0.9709436395968111,0.9991327869107045,0.024278358930259904,0.0008058107457177277,,,,,,,1.0,1.0,0.0,0.0,0.9306315498376218,0.9766892005722386,1.0148902871684782,1.0,0.0,169.1967877672602,200.0,0.18642786648431944,0.05069812939421628,0.06383103988521954,0.043483161193699715,0.0,0.0,0.9430107489365072,0.35401394526217994,0.0,0.8891225168383843,1.1519700165565412,0.0,0.0,1.2792892637303042,1.5451059476671163,0.0,0.0,0.0,1.355092389924665
cohface_19_1,of_farneback__parh_ossm,OF,0.9173864025931893,0.9707855867205308,0.5947183809908463,0.6327770842485638,0.5947183809908463,0.6327770842485638,0.8318956660110616,0.8633364110237772,0.872587870622392,0.9563579350564729,0.9080750393064833,0.9767780101426904,0.09439485731850877,0.0385837692720411,,,,,,,1.0,1.0,0.0,0.0,0.9173864025931893,0.9707855867205308,1.013740966874446,1.0,0.06286186931348221,144.17628005232916,200.0,0.3696278986639546,0.18398462170120375,0.06961189233761214,0.05074223092452779,0.0,0.38461538461538464,,,0.0,1.0,1.0,1.0,1.0,1.2973591904954231,1.6724173359557537,0.012849381947148051,0.0070494096566041465,0.5189042464539884,1.9147562222306969
cohface_19_1,of_disp_bridge__parh_ossm,OF_bridge,0.9318761461261386,0.9715292882504534,0.47931885273466435,0.4249046627214451,0.47931885273466435,0.4249046627214451,0.9214368521278219,0.9587011056819184,0.9765194396381514,0.9841562578256722,0.9986453982573896,0.9996420639715492,0.020319488091786728,0.014428613854814865,,,,,,,1.0,1.0,0.0,0.0,0.9318761461261386,0.9715292882504534,1.0305811865209322,1.0,0.0,149.52494147367977,200.0,0.061966469905115236,0.05609361690529709,0.05416063353107318,0.039125755558536424,0.0,0.31017369727047145,,,0.0,1.0,1.0,1.0,1.0,1.2396594263673322,1.3142525914887124,0.061652304005226984,0.004303879534860678,0.6197083386614612,0.33587651150143144
cohface_19_1,dof__parh_ossm,DoF,0.926235271824338,0.9668832350940944,0.7042531732500498,0.8921627008893274,0.7042531732500498,0.8921627008893274,0.8301070448106436,0.8616926777036682,0.9705552015274318,0.9893514121152245,0.9912548799889099,0.9969700624574372,0.024567582549404342,0.009403966625919358,,,,,,,1.0,1.0,0.0,0.0,0.926235271824338,0.9668832350940944,1.0202509283487557,1.0,0.009098428453267164,144.0937813445908,200.0,0.0592860895607317,0.05322291829556828,0.09512969058715129,0.07516945489811161,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.352126586625025,1.6795718207574257,0.01582547963929773,0.007445014251061466,0.3806563703025029,0.6555136459610271
cohface_19_1,profile1d_linear__parh_ossm,P1D_lin,0.9341448876459925,0.9691627953202644,0.5556307433165,0.5955502510831923,0.5556307433165,0.5955502510831923,0.8990838517897844,0.931303229028502,0.991224582382906,0.9970123787602209,0.998375743657622,0.9996273329486441,0.006224295005021584,0.002625115408344203,,,,,,,1.0,1.0,0.0,0.0,0.9341448876459925,0.9691627953202644,1.0244545181095068,1.0,0.0,158.70266795252977,200.0,0.055204765100464716,0.04970580349124831,0.059417841939606156,0.050276865493612044,0.0008271298593879239,0.0,,,0.0,1.0,1.0,1.0,1.0,1.2778153716582499,1.4036645928408622,0.008396582831168276,0.0021973719543423947,0.1613070311162063,0.2966738081526288
cohface_19_1,profile1d_quadratic__parh_ossm,P1D_quad,0.9298127477962442,0.9786336965648117,0.5750010219632956,0.590560966124734,0.31625056207981267,0.3248085313686037,0.8927781054124722,0.9378249520177715,0.9954628155825824,0.9994803593665735,0.9979736105544822,0.9995110200048049,0.0017256593341154105,0.0004722371694731997,,,,,,,1.0,1.0,0.0,0.0,0.9820686797591784,0.9786336965648117,1.010750726643774,1.0,0.0,169.77709626222645,200.0,0.056341777665835174,0.050267316656634996,0.0675525315719798,0.04845439088522896,0.0,0.0,0.994579209893982,0.08688146825705968,0.0,1.0105829273578497,1.0855837918600757,0.0,0.0,1.1581252810399063,1.4288875783501114,0.0,0.0,0.0,0.4444115855773476
cohface_19_1,profile1d_cubic__parh_ossm,P1D_cub,0.9300868547464965,0.9790390757699274,0.5755862780760518,0.6046517952008945,0.3165724529418285,0.332558487360492,0.8939217839199937,0.9410137491896813,0.9952509134871047,0.9994481044038003,0.9978522144370717,0.9994764182227326,0.0018261308696862523,0.0005036903801123316,,,,,,,1.0,1.0,0.0,0.0,0.9819106186005797,0.9790390757699274,1.0120953910931043,1.0,0.0,167.87985788131118,200.0,0.055774236575931134,0.0496231921670783,0.06729605908922882,0.04802579467490459,0.0,0.0,0.99363780090474,0.09316750565994969,0.0,1.0104033063477296,1.0855351405549034,0.0,0.0,1.1582862264709142,1.4243128643200254,0.0,0.0,0.0,0.45991609107958614
cohface_19_2,of_farneback__parh_ossm,OF,0.9130306565704082,0.9764298972997256,0.6817231737892702,0.8360861643714986,0.6817231737892702,0.8360861643714986,0.7516153758693794,0.7716990117359751,0.7834777986065069,0.896671210663556,0.8290180720160303,0.9459070524952597,0.16576145123098504,0.09522412454660223,,,,,,,1.0,1.0,0.0,0.0,0.9130306565704082,0.9764298972997256,1.0132299724685954,1.0,0.06606110652353427,140.1371507945372,200.0,1.4256353531418384,0.9064242871694073,0.07935144963716179,0.06705606259054597,0.0008257638315441783,0.27332782824112306,,,0.0,1.0,1.0,1.0,1.0,1.340861586894635,1.9935384965224823,0.020343797817841836,0.016992837938200684,0.8158216493948081,2.3213090354520016
cohface_19_2,of_disp_bridge__parh_ossm,OF_bridge,0.92696201138156,0.9770271949671846,0.5688110271005095,0.6119452622983652,0.5688110271005095,0.6119452622983652,0.6840120977164361,0.6908051740279363,0.9265044620083375,0.9725401728751154,0.9939647604285848,0.999149430008881,0.05906596423070343,0.020800294165253197,,,,,,,1.0,1.0,0.0,0.0,0.92696201138156,0.9770271949671846,1.0206582773995456,1.0,0.014037985136251032,165.98143960210842,200.0,0.07689371655799318,0.05556432923922073,0.06180604494065076,0.047920746569507094,0.0,0.08587943848059455,,,0.0,1.0,1.0,1.0,1.0,1.2844055135502548,2.2639516091342555,0.07592471206074838,0.01642800016756889,0.8710341707341835,0.9518580163285006
cohface_19_2,dof__parh_ossm,DoF,0.9339777818496726,0.9556451469650217,0.6892990173067295,0.8649421817151025,0.6892990173067295,0.8649421817151025,0.8561858394168032,0.8778697917684222,0.9838482173434149,0.9940032669952632,0.9940145653109594,0.9967520572321904,0.012736671684672237,0.005259846109085142,,,,,,,1.0,1.0,0.0,0.0,0.9339777818496726,0.9556451469650217,1.002963549099229,1.0,0.0,186.59180055878096,200.0,0.06089970034108941,0.05475370738986327,0.07959009446488424,0.06916203584072292,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.3446495086533647,1.5752566423327874,0.004261503657623665,0.0038595648721137174,0.20227502288805832,0.4735511564383885
cohface_19_2,profile1d_linear__parh_ossm,P1D_lin,0.9264803435252578,0.9613616916138107,0.6195949595007344,0.7122030198582201,0.6195949595007344,0.7122030198582201,0.6787653230560096,0.6748580871367373,0.9750859496042867,0.9888747422849705,0.9952853092129946,0.9979337963854052,0.02171148459710109,0.0097214541320928,,,,,,,1.0,1.0,0.0,0.0,0.9264803435252578,0.9613616916138107,1.0159681985943023,1.0,0.0,162.5061621661876,200.0,0.05699106696044311,0.0519513955870012,0.07596557190929025,0.05764781502102945,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.309797479750367,2.2849387077759618,0.006803899973918821,0.009518672286011245,0.3115158885269938,0.6158246471645425
cohface_19_2,profile1d_quadratic__parh_ossm,P1D_quad,0.9324935887607521,0.9708994034999081,0.8321527101225193,0.997901718908426,0.8321527101225193,0.997901718908426,0.5975203039021625,0.6422933739111856,0.9277956923167424,0.9926138527350689,0.936352922834806,0.9934010323858432,0.052417166614664036,0.006407050411234572,,,,,,,1.0,1.0,0.0,0.0,0.9324935887607521,0.9708994034999081,1.0068319011622706,1.0,0.01568951279933939,173.93244480984615,200.0,0.295443979638984,0.05096034132335136,0.12178006578270648,0.12000000000000001,0.0,0.0,0.9775346309216816,0.44846648055534644,0.0,1.0078829178682678,0.9079913405763486,0.0,0.0,1.4160763550612596,2.60991878439135,0.0,0.0,0.0,1.697892472286037
cohface_19_2,profile1d_cubic__parh_ossm,P1D_cub,0.9317244792241067,0.9718553642591197,0.842313096013386,0.9977788430948743,0.842313096013386,0.9977788430948743,0.5955182043211401,0.6361205000910709,0.9253124817858417,0.9917522296628429,0.933929861744376,0.992359683430287,0.05439588548071354,0.007185492349856548,,,,,,,1.0,1.0,0.0,0.0,0.9317244792241067,0.9718553642591197,1.0059196623656652,1.0,0.01568951279933939,175.42776632432472,200.0,0.30049918739866766,0.06084679052681822,0.1237557228141411,0.12000000000000001,0.0,0.0,0.9774351600969226,0.4445272204570028,0.0,1.0070953275858583,0.8995486276691274,0.0,0.0,1.421156548006693,2.6179271827154396,0.0,0.0,0.0,1.681235462506138
cohface_19_3,of_farneback__parh_ossm,OF,0.9129241026984312,0.9758182617893841,0.5517923266919347,0.5701244398372294,0.5517923266919347,0.5701244398372294,0.8362889927041026,0.8712842395133802,0.8703801651355431,0.9509324771978311,0.9044484564318237,0.9778658479666982,0.09021807436249298,0.043897237999607874,,,,,,,1.0,1.0,0.0,0.0,0.9129241026984312,0.9758182617893841,1.0313108765773669,1.0,0.07933884297520662,103.3019315084027,57.943156766489835,0.41827984937070817,0.27561665853679895,0.058467430661806034,0.046449552168204,0.0,0.23884297520661157,,,0.0,1.0,1.0,1.0,1.0,1.2758961633459673,1.6548440291835895,0.0067374258098415124,0.01490207095995575,0.6875794155352986,1.5461335712454898
cohface_19_3,of_disp_bridge__parh_ossm,OF_bridge,0.9343218027037471,0.959778629311842,0.6300702831657474,0.7414725955685815,0.6300702831657474,0.7414725955685815,0.686401303265143,0.6623038620933783,0.9566742845401462,0.9773753249243988,0.9945443798962185,0.9980762357449691,0.0377117129865939,0.02047873781805304,,,,,,,1.0,1.0,0.0,0.0,0.9343218027037471,0.959778629311842,1.0034313305121554,1.0,0.0,185.2722454718178,200.0,0.059742180673490235,0.051124969857320984,0.07611570203138943,0.05790808929253605,0.003305785123966942,0.23057851239669422,,,0.0,1.0,1.0,1.0,1.0,1.3150351415828738,2.254394786939428,0.013379156813379107,0.028552053871831233,0.5749061664957258,0.6656715546093339
cohface_19_3,dof__parh_ossm,DoF,0.9320567692642819,0.9605504761863808,0.5814732567352677,0.5995342871060321,0.5814732567352677,0.5995342871060321,0.8880183043901075,0.9294556637498306,0.9799871760360942,0.991181666531801,0.9944105478563081,0.9975634682691787,0.015671308758003034,0.0077627389168613,,,,,,,1.0,1.0,0.0,0.0,0.9320567692642819,0.9605504761863808,1.0070201727563743,1.0,0.0,176.96551871304095,200.0,0.059821124427670944,0.052906145016024586,0.06637093830763402,0.04924118128070247,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.2907366283676338,1.4479267824395698,0.008077089267502802,0.00352824803101116,0.19858355817449325,0.48111712013192487
cohface_19_3,profile1d_linear__parh_ossm,P1D_lin,0.9301858934279916,0.9579389702832717,0.5387413127009235,0.5657638486854085,0.5387413127009235,0.5657638486854085,0.9052177416498155,0.936684284967529,0.9880619246730827,0.9958955381805616,0.9980533836671877,0.9990371546597914,0.009389817517610017,0.003511728198373254,,,,,,,1.0,1.0,0.0,0.0,0.9301858934279916,0.9579389702832717,1.0154599704572869,1.0,0.0,162.37389392739857,200.0,0.05652521104511532,0.05137163492496374,0.0576755114319174,0.046712506134193046,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.2693706563504619,1.379129033400738,0.011844562915976823,0.004112289454792644,0.29647459454960734,0.5185987199399185
cohface_19_3,profile1d_quadratic__parh_ossm,P1D_quad,0.9321102780200389,0.9690583799679069,0.5535310689398265,0.5648088494551237,0.3044420879169047,0.31064486720031803,0.6961632963316567,0.68227181580165,0.9941889701386294,0.9994470470943947,0.99829906405151,0.9994807996238746,0.001544073501704042,0.0004883197581289078,,,,,,,1.0,1.0,0.0,0.0,0.9800915573492086,0.97,1.0115510777498875,1.0,0.0,173.3289603014383,200.0,0.06194052309745981,0.05149795977736936,0.06061785749691839,0.04607902165478672,0.0,0.0,0.9805708268285147,0.1538891426111476,0.0,0.9942781883447716,1.189753129825153,0.0,0.0,1.1522210439584524,2.215346814673373,0.0,0.0,0.0,0.5921991205281157
cohface_19_3,profile1d_cubic__parh_ossm,P1D_cub,0.9293109331483378,0.9717639423310398,0.5330153972220103,0.5822703924999866,0.2931584684721057,0.3202487158749926,0.9102576019751168,0.9419735333940633,0.994279958875181,0.9994855263349469,0.9983242281220801,0.9995251533509613,0.001496730255606423,0.00045116777438414246,,,,,,,1.0,1.0,0.0,0.0,0.9801640410984829,0.9717639423310398,1.0192888114507377,1.0,0.0,166.38364114620592,200.0,0.06234632707990748,0.05228383921438519,0.0582413814087774,0.046842570236393655,0.0,0.0,0.9780640717321432,0.16081905298359483,0.0,1.0097888993724924,1.1831051311169998,0.0,0.0,1.1465792342360528,1.3589695920995326,0.0,0.0,0.0,0.5746017632186257
cohface_1_0,of_farneback__parh_ossm,OF,0.9148486155539809,0.9709028459667536,0.6065348929022425,0.6874804535303691,0.6065348929022425,0.6874804535303691,0.8033638379882105,0.8301600965398704,0.8286941007111218,0.9243558235060911,0.8528021399747845,0.950526668552897,0.12833195925109103,0.06820758051652454,,,,,,,1.0,1.0,0.0,0.0,0.9148486155539809,0.9709028459667536,1.0243211450943799,1.0,0.07717842323651453,113.2013525600597,200.0,0.7362759974533744,0.5106419920089958,0.0709373462367997,0.05169980080698616,0.0,0.24232365145228216,,,0.0,1.0,1.0,1.0,1.0,1.3032674464511214,1.7865446480471578,0.014372076746485767,0.012315671363399559,0.5503794780376643,1.6558004337819185
cohface_1_0,of_disp_bridge__parh_ossm,OF_bridge,0.9265421539924651,0.9685730397839342,0.6600490961743258,0.8244248358346042,0.6600490961743258,0.8244248358346042,0.6875185629399333,0.6683498673928592,0.9233196249781952,0.9692699336008198,0.9856969021906283,0.9976937200506494,0.06230360874774564,0.025862487987151406,,,,,,,1.0,1.0,0.0,0.0,0.9265421539924651,0.9685730397839342,1.011457108847409,1.0,0.0008298755186721991,169.21241022139077,200.0,0.1470904711136086,0.05448230616256993,0.08529687156540329,0.06841781742153386,0.0016597510373443983,0.1975103734439834,,,0.0,1.0,1.0,1.0,1.0,1.3300245480871629,2.249925748240267,0.06506047536929979,0.05177643356766751,1.5191822306936453,1.9175014737415133
cohface_1_0,dof__parh_ossm,DoF,0.9292893553616319,0.9637250578210534,0.7614690642838294,0.9738884422902802,0.7614690642838294,0.9738884422902802,0.8005242810088564,0.8139387974395855,0.9561066306624842,0.9781814096528414,0.9847313663954368,0.9948523839132991,0.035741491961028764,0.018816312271693447,,,,,,,1.0,1.0,0.0,0.0,0.9292893553616319,0.9637250578210534,1.008226299019522,1.0,0.014107883817427386,172.85930369343617,200.0,0.06899950818062608,0.05181708611094517,0.11019217488475665,0.09386100324780461,0.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.3807345321419147,1.7979028759645743,0.00688575276969253,0.01077469637709589,0.37123055984934494,0.7419439382153529
