gt_freq_hz,gt_rr_bpm,snr_of_db,snr_OF_db,freq_mae_OF_base,freq_mae_OF_kfstd,freq_mae_OF_qrobf,snr_P1D-Cubic_db,freq_mae_P1D-Cubic_base,freq_mae_P1D-Cubic_kfstd,freq_mae_P1D-Cubic_qrobf,snr_P1D-Linear_db,freq_mae_P1D-Linear_base,freq_mae_P1D-Linear_kfstd,freq_mae_P1D-Linear_qrobf,snr_P1D-Quad_db,freq_mae_P1D-Quad_base,freq_mae_P1D-Quad_kfstd,freq_mae_P1D-Quad_qrobf,snr_DoF_db,freq_mae_DoF_base,freq_mae_DoF_kfstd,freq_mae_DoF_qrobf,trial_id,pkl_path,tier,tier_order,freq_mae_OF_base_eval,freq_mae_OF_kfstd_eval,freq_mae_OF_qrobf_eval,freq_mae_P1D-Cubic_base_eval,freq_mae_P1D-Cubic_kfstd_eval,freq_mae_P1D-Cubic_qrobf_eval,freq_mae_P1D-Linear_base_eval,freq_mae_P1D-Linear_kfstd_eval,freq_mae_P1D-Linear_qrobf_eval,freq_mae_P1D-Quad_base_eval,freq_mae_P1D-Quad_kfstd_eval,freq_mae_P1D-Quad_qrobf_eval,freq_mae_DoF_base_eval,freq_mae_DoF_kfstd_eval,freq_mae_DoF_qrobf_eval
0.1652892561983471,9.917355371900827,-3.3343655004742097,-3.3343655004742097,0.06451612903225806,0.1935483870967742,0.5806451612903226,6.773994398148688,0.0,0.0,0.0,7.930700761780203,0.0,0.0,0.0,7.0119324641475735,0.0,0.0,0.0,-1.6165008137391046,4.774193548387097,6.774193548387097,6.645161290322581,cohface_5_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_5_2.pkl,Very Poor,0,0.44,0.53,0.7,0.02,0.05,0.07,0.08,0.05,0.09,0.02,0.05,0.25,5.4,6.92,7.38
0.16276703967446593,9.766022380467955,-2.738870573959424,-2.738870573959424,1.25,0.8125,0.8125,1.5919127535618198,0.0625,0.375,0.4375,1.7652862867735446,0.1875,0.5,0.25,1.6348584948530545,0.0625,0.5,0.5,1.0444979624643298,0.9375,0.6875,0.375,cohface_13_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_13_1.pkl,Poor,1,0.86,1.06,1.07,0.73,0.92,0.85,1.19,1.11,1.52,0.74,0.93,0.85,0.69,0.79,0.6
0.17688442211055277,10.613065326633166,-2.965762807414158,-2.965762807414158,7.333333333333333,2.787878787878788,5.636363636363637,1.0178204948173613,1.1515151515151516,0.6666666666666666,5.696969696969697,2.394228475614773,1.2727272727272727,0.9090909090909091,3.0303030303030303,0.928029808079815,1.5151515151515151,0.7272727272727273,5.454545454545454,3.055563032798835,1.2121212121212122,0.42424242424242425,0.6060606060606061,cohface_13_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_13_2.pkl,Poor,1,2.3,2.41,7.07,0.79,1.16,6.2,0.62,0.8,0.98,0.81,1.33,5.61,0.61,0.59,1.49
0.19433198380566802,11.65991902834008,-0.9898675779782607,-0.9898675779782607,0.1875,0.1875,0.1875,4.224533087419235,0.0625,0.0,0.0625,5.283361014965426,0.0625,0.0625,0.0,4.333486358775125,0.0625,0.0,0.0625,-2.008968905740964,1.4375,1.125,2.875,cohface_14_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_14_1.pkl,Poor,1,0.42,0.42,0.43,0.07,0.04,0.1,0.08,0.09,0.08,0.07,0.04,0.13,2.1,2.37,3.78
0.20883534136546184,12.53012048192771,-0.5455981194864117,-0.5455981194864117,1.696969696969697,0.0,0.12121212121212122,2.3260797048821145,0.0,0.0,0.0,-2.354947978326132,0.0,0.0,0.0,2.474280826250823,0.0,0.0,0.0,-0.3166197352837092,0.36363636363636365,0.0,0.18181818181818182,cohface_14_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_14_2.pkl,Poor,1,0.43,0.42,0.45,0.16,0.17,0.2,0.16,0.17,0.18,0.16,0.16,0.22,2.19,0.4,1.54
0.24266936299292216,14.56016177957533,-2.0540558740075845,-2.0540558740075845,3.375,0.25,0.25,2.141629068106839,0.125,0.125,0.125,3.5298306644208988,0.125,0.125,0.125,2.2370136888918952,0.125,0.125,0.125,-3.282494127282289,5.125,0.6875,1.375,cohface_14_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_14_3.pkl,Poor,1,0.47,0.47,0.42,0.27,0.29,0.26,0.28,0.28,0.28,0.26,0.29,0.22,3.11,0.5,1.15
0.17922606924643583,10.75356415478615,-1.6007161278014237,-1.6007161278014237,0.6875,0.6875,0.625,5.030848910698198,0.3125,0.25,0.25,5.449799902669575,0.3125,0.3125,0.3125,5.069331173393003,0.3125,0.25,0.25,-4.223795798474784,10.4375,10.75,10.875,cohface_15_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_15_2.pkl,Poor,1,0.29,0.33,0.52,0.02,0.05,0.04,0.04,0.04,0.05,0.03,0.04,0.02,10.36,9.91,10.45
0.19104477611940296,11.462686567164177,-3.0318909178483837,-3.0318909178483837,0.9696969696969697,1.1515151515151516,6.121212121212121,2.8187585336388854,0.18181818181818182,0.18181818181818182,0.18181818181818182,-3.9462574933973373,0.06060606060606061,0.06060606060606061,0.06060606060606061,2.819089720122796,0.18181818181818182,0.18181818181818182,0.18181818181818182,-3.4652296513233125,7.454545454545454,7.333333333333333,6.848484848484849,cohface_15_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_15_3.pkl,Poor,1,0.67,0.66,5.84,0.08,0.12,0.12,0.92,0.15,0.11,0.07,0.12,0.16,6.35,6.77,6.15
0.16129032258064516,9.67741935483871,-2.360328897037434,-2.360328897037434,0.6875,0.75,1.3125,2.0067290966575726,0.5625,0.625,1.125,-1.8919837574909384,0.75,0.6875,0.625,2.218122668026936,0.625,0.625,0.6875,-2.1105822929302227,1.75,1.9375,6.25,cohface_16_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_16_1.pkl,Poor,1,0.33,0.17,0.18,0.05,0.08,0.05,0.83,0.13,0.14,0.05,0.08,0.06,1.49,0.8,6.52
0.21487603305785125,12.892561983471074,-0.6042745705244351,-0.6042745705244351,1.1612903225806452,0.3225806451612903,0.3870967741935484,2.023642532878942,0.06451612903225806,0.06451612903225806,0.1935483870967742,3.7517684034765404,0.06451612903225806,0.06451612903225806,0.06451612903225806,2.0704718007771756,0.06451612903225806,0.06451612903225806,0.06451612903225806,-0.397537821127038,4.129032258064516,0.3225806451612903,1.5483870967741935,cohface_19_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_19_1.pkl,Poor,1,0.16,0.16,0.17,0.07,0.06,0.13,0.1,0.11,0.09,0.06,0.07,0.09,0.41,0.46,0.59
0.2650103519668737,15.900621118012424,-3.0323711657323833,-3.0323711657323833,0.5161290322580645,0.6451612903225806,0.3870967741935484,7.455105576891256,0.0,0.0,0.0,-2.484860615214644,0.0,0.0,0.0,7.49808778546655,0.0,0.0,0.0,-2.269962961878663,11.806451612903226,1.4193548387096775,1.3548387096774193,cohface_1_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_1_3.pkl,Poor,1,1.34,0.77,0.92,0.14,0.14,0.13,0.1,0.11,0.11,0.14,0.14,0.13,8.97,1.7,1.25
0.34710743801652894,20.826446280991735,-1.2185232371849248,-1.2185232371849248,0.45161290322580644,0.45161290322580644,0.3870967741935484,-2.5742018167665828,3.096774193548387,4.064516129032258,1.096774193548387,-2.5572011876330274,5.032258064516129,7.548387096774194,4.580645161290323,-2.2951940447046533,2.193548387096774,4.064516129032258,3.6774193548387095,-8.416342364634286,13.35483870967742,12.838709677419354,13.612903225806452,cohface_21_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_21_0.pkl,Poor,1,0.37,0.35,0.38,3.39,3.96,2.59,6.0,7.18,4.68,3.34,3.69,3.83,13.15,12.85,12.59
0.34710743801652894,20.826446280991735,-1.777129201696902,-1.777129201696902,1.6129032258064515,1.4838709677419355,1.4838709677419355,-2.7190603165036165,5.483870967741935,2.6451612903225805,3.6774193548387095,-4.016830295247661,6.967741935483871,7.032258064516129,6.838709677419355,-2.8842871664911933,5.032258064516129,2.3225806451612905,4.0,-4.190845550655585,6.258064516129032,5.806451612903226,6.129032258064516,cohface_21_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_21_1.pkl,Poor,1,0.31,0.27,0.31,4.18,2.45,2.68,7.83,6.82,6.39,3.35,2.03,2.59,9.56,6.22,5.34
0.21073961499493415,12.644376899696049,-0.6057736342573038,-0.6057736342573038,5.4375,0.3125,0.3125,-0.396714994876859,1.875,0.25,0.5,1.4968027427130708,0.5,0.4375,0.6875,-0.28555356689976186,3.0625,0.3125,0.125,3.4279853075761126,0.3125,0.375,0.3125,cohface_25_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_25_0.pkl,Poor,1,0.12,0.12,0.15,0.13,0.14,0.22,0.23,0.22,0.26,0.15,0.14,0.22,0.21,0.2,0.22
0.19672131147540983,11.803278688524589,-2.497852852612343,-2.497852852612343,0.0,0.0,0.0,-2.2190983490165515,1.3548387096774193,0.0,4.645161290322581,-0.46400101746869626,1.3548387096774193,0.0,0.0,-2.097359957016934,0.45161290322580644,0.0,0.0,-1.8455151298462902,6.774193548387097,0.9032258064516129,4.451612903225806,cohface_25_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_25_1.pkl,Poor,1,0.35,0.34,0.35,0.11,0.14,0.22,0.22,0.23,0.25,0.11,0.14,0.16,5.16,0.68,3.83
0.1935483870967742,11.612903225806452,-0.8800826599500811,-0.8800826599500811,0.0,0.0,0.0,-0.5897232297869597,0.0,0.0,0.7272727272727273,0.9412746282628458,0.0,0.0,0.0,-0.6172326295912932,0.0,0.0,0.0,0.2402718498541116,0.0,0.0,0.0,cohface_25_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_25_2.pkl,Poor,1,0.16,0.14,0.15,0.18,0.13,0.33,0.1,0.12,0.11,0.16,0.12,0.19,0.18,0.16,0.28
0.22787385554425227,13.672431332655137,-2.3975040833143124,-2.3975040833143124,7.375,1.5,6.125,-1.9301250994443482,10.4375,0.375,10.3125,-0.5163123125126097,4.125,0.5,5.1875,-1.8028335470587202,9.5625,0.375,7.875,-3.8028387807184725,1.6875,1.0,1.875,cohface_25_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_25_3.pkl,Poor,1,4.78,0.41,4.79,6.89,0.34,7.58,2.18,0.36,4.66,4.7,0.32,7.75,2.15,0.46,1.85
0.16210739614994935,9.72644376899696,-1.6333746874160637,-1.6333746874160637,0.125,0.125,0.125,-0.4863474128857059,0.125,0.1875,0.9375,-2.2607329449727174,0.875,0.5,0.0,-0.43067822249762533,0.125,0.1875,0.0625,-2.0461867798945423,1.75,0.5,6.0625,cohface_27_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_27_2.pkl,Poor,1,0.28,0.29,0.28,0.22,0.32,0.56,0.25,0.31,0.29,0.21,0.31,0.18,1.96,0.5,5.32
0.21181262729124234,12.708757637474541,-2.818810588616061,-2.818810588616061,4.25,1.8125,2.875,-1.223237881050767,6.6875,1.1875,3.5625,-5.288874285445342,2.9375,0.6875,0.6875,-1.0908302102717975,6.75,1.1875,0.5625,1.6427908301760288,0.75,1.0,1.9375,cohface_29_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_29_2.pkl,Poor,1,1.4,1.36,1.55,2.61,1.08,3.47,0.45,0.58,0.56,2.61,1.08,0.23,0.22,0.52,1.33
0.18181818181818182,10.90909090909091,-2.8643245162975832,-2.8643245162975832,4.580645161290323,1.6774193548387097,4.903225806451613,-4.8137906049715165,2.6451612903225805,0.8387096774193549,1.3548387096774193,-7.182816279185758,3.4193548387096775,0.12903225806451613,1.5483870967741935,-4.790381192609142,2.6451612903225805,0.8387096774193549,1.096774193548387,-2.555308207290371,3.4193548387096775,0.1935483870967742,6.967741935483871,cohface_2_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_2_1.pkl,Poor,1,4.91,1.3,8.0,0.14,0.23,1.2,1.77,0.23,0.21,0.12,0.22,1.13,1.91,0.31,9.33
0.14784394250513347,8.870636550308008,-1.226204090702169,-1.226204090702169,3.096774193548387,3.2903225806451615,9.096774193548388,0.2060189954735755,3.4193548387096775,1.7419354838709677,2.6451612903225805,-1.4700291350138686,3.161290322580645,2.0,3.225806451612903,-1.8105145349733527,1.1612903225806452,1.096774193548387,1.935483870967742,-4.773866049736078,9.483870967741936,10.064516129032258,10.193548387096774,cohface_32_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_32_0.pkl,Poor,1,2.54,2.11,6.12,2.12,2.13,2.46,2.83,2.13,2.84,2.03,2.02,2.74,6.29,7.67,9.46
0.12903225806451613,7.741935483870968,-1.7280528538248046,-1.7280528538248046,2.242424242424242,2.121212121212121,9.151515151515152,-3.1800878353632704,9.757575757575758,3.1515151515151514,16.484848484848484,-5.053251135231955,11.757575757575758,12.121212121212121,16.181818181818183,-3.534187550920087,11.515151515151516,3.1515151515151514,15.333333333333334,-2.495335879130769,4.666666666666667,4.7272727272727275,5.636363636363637,cohface_32_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_32_2.pkl,Poor,1,5.42,5.52,8.58,6.44,3.02,15.69,4.41,10.81,13.95,9.08,3.16,12.72,4.78,4.34,5.63
0.11278952668680765,6.767371601208459,-3.141845783813262,-3.141845783813262,8.363636363636363,2.8484848484848486,11.151515151515152,-2.5837950897851636,1.7575757575757576,1.7575757575757576,1.3333333333333333,-4.87365576890593,14.181818181818182,9.93939393939394,16.0,-3.1303689768614484,2.6666666666666665,3.6363636363636362,1.2727272727272727,-4.384320098738418,7.636363636363637,8.0,8.0,cohface_32_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_32_3.pkl,Poor,1,3.44,4.27,9.49,1.04,1.32,1.08,6.92,7.92,9.56,5.35,2.95,1.63,7.38,6.78,8.74
0.163265306122449,9.795918367346939,-2.09259133240228,-2.09259133240228,0.0625,0.0,0.125,2.6223876006603892,0.0,0.0,0.0,-2.2126117127878424,6.25,1.1875,2.4375,2.655893465465718,0.0,0.0,0.1875,-3.869314863047567,7.75,7.8125,9.375,cohface_35_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_35_1.pkl,Poor,1,0.37,0.4,0.52,0.15,0.16,0.14,1.78,0.84,2.21,0.15,0.16,0.23,6.64,6.81,8.32
0.081799591002045,4.9079754601226995,-1.838519368701692,-1.838519368701692,1.5,1.625,1.625,-1.8386356803325428,1.5625,1.625,1.5625,-0.4147940754634088,1.5,1.9375,1.9375,-1.8680387275849282,1.5,1.625,1.8125,-0.7290177799594568,5.25,3.5,5.625,cohface_36_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_36_2.pkl,Poor,1,3.17,3.2,3.19,3.2,3.18,3.16,3.12,3.19,3.17,3.19,3.18,3.15,2.07,5.59,8.85
0.0825593395252838,4.953560371517028,-0.8588531903545548,-0.8588531903545548,2.3225806451612905,3.4193548387096775,4.580645161290323,4.99945782343597,1.7419354838709677,1.032258064516129,2.193548387096774,-6.037167358824064,0.3870967741935484,0.7096774193548387,1.7419354838709677,5.053639624263397,1.6129032258064515,1.032258064516129,3.3548387096774195,-7.7830038312234695,10.96774193548387,12.838709677419354,11.870967741935484,cohface_37_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_37_2.pkl,Poor,1,0.12,5.18,7.24,0.02,0.96,4.28,0.06,0.08,2.67,0.02,0.84,0.96,9.85,12.62,12.01
0.2755825734549139,16.534954407294833,-0.9552185630415013,-0.9552185630415013,0.5625,0.5,0.5625,-4.193219878276287,8.6875,2.5,7.5,-0.4773755108561023,1.125,0.25,0.75,-3.974994817654082,8.75,1.6875,8.3125,-0.8732993441912504,2.375,1.25,2.25,cohface_38_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_38_0.pkl,Poor,1,0.23,0.21,0.22,6.3,2.52,5.38,0.75,0.4,0.38,5.43,1.87,5.22,2.78,1.43,1.69
0.23140495867768596,13.884297520661157,-1.5782677175039357,-1.5782677175039357,2.5806451612903225,2.5806451612903225,2.6451612903225805,0.9408189151579011,2.5806451612903225,3.096774193548387,2.5161290322580645,-2.705695669360599,3.2903225806451615,3.6774193548387095,3.032258064516129,1.022558897189018,2.5806451612903225,3.096774193548387,2.3870967741935485,-1.1295381300047156,2.6451612903225805,1.8709677419354838,2.903225806451613,cohface_4_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_4_0.pkl,Poor,1,0.75,0.76,0.76,1.23,0.95,1.21,1.13,0.82,1.17,1.21,0.93,0.93,1.74,1.68,1.86
0.2644628099173554,15.867768595041323,-2.0820468394820466,-2.0820468394820466,1.3548387096774193,0.967741935483871,0.0,5.188618120657064,0.0,0.0,0.0,4.257390491035903,0.0,0.0,0.12903225806451613,5.292122104326451,0.0,0.0,0.0,-6.485136064772591,4.258064516129032,2.4516129032258065,2.967741935483871,cohface_4_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_4_2.pkl,Poor,1,0.44,0.28,0.4,0.09,0.14,0.11,0.2,0.17,0.25,0.08,0.14,0.14,3.22,1.82,2.96
0.14860681114551083,8.91640866873065,-2.330238145259724,-2.330238145259724,5.290322580645161,1.096774193548387,3.4838709677419355,3.8270011075898913,0.06451612903225806,0.06451612903225806,0.12903225806451613,-5.640276181248774,2.2580645161290325,0.25806451612903225,0.3225806451612903,4.073945206058892,0.06451612903225806,0.06451612903225806,0.0,-5.673013236105126,4.258064516129032,6.967741935483871,6.193548387096774,cohface_5_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_5_0.pkl,Poor,1,0.28,0.34,0.38,0.15,0.15,0.23,0.2,0.17,0.34,0.14,0.14,0.25,4.4,5.6,5.37
0.1652892561983471,9.917355371900827,-2.3111626433602472,-2.3111626433602472,11.03225806451613,0.3870967741935484,4.709677419354839,7.407171488480113,0.0,0.0,0.0,-3.5326813010167877,0.3870967741935484,0.1935483870967742,0.1935483870967742,7.540736580807339,0.0,0.0,0.0,-5.322246557530482,9.290322580645162,9.35483870967742,9.548387096774194,cohface_5_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_5_1.pkl,Poor,1,0.68,0.52,0.51,0.16,0.14,0.12,0.13,0.13,0.11,0.16,0.15,0.16,9.07,8.52,9.95
0.1821946169772257,10.931677018633541,-0.7306151149858519,-0.7306151149858519,1.6774193548387097,1.4193548387096775,1.8064516129032258,6.729804559632262,0.5161290322580645,0.5161290322580645,0.5161290322580645,8.494855623480717,0.45161290322580644,0.45161290322580644,0.45161290322580644,6.894142235295602,0.45161290322580644,0.5161290322580645,0.5161290322580645,-3.5794232976053895,10.838709677419354,10.96774193548387,10.96774193548387,cohface_5_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_5_3.pkl,Poor,1,0.25,0.17,2.43,0.1,0.09,0.12,0.16,0.14,0.17,0.1,0.09,0.13,8.53,6.6,7.9
0.19834710743801653,11.900826446280991,-0.9074379178702277,-0.9074379178702277,0.967741935483871,0.9032258064516129,1.5483870967741935,-0.2973901554228302,0.7741935483870968,1.096774193548387,2.129032258064516,-2.1570925440971602,1.3548387096774193,1.032258064516129,2.2580645161290325,-0.23089676768680711,0.7741935483870968,1.096774193548387,2.064516129032258,-1.1396474912795984,5.741935483870968,4.387096774193548,4.580645161290323,cohface_8_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_8_2.pkl,Poor,1,1.54,1.51,1.62,1.48,1.12,1.73,1.99,1.29,1.83,1.43,1.13,1.74,5.48,4.27,3.94
0.1953204476093591,11.719226856561546,1.8432696695018334,1.8432696695018334,0.0,0.0,0.0,3.630232072189031,0.0,0.0,0.0,-1.2944510534591955,0.0,0.0,0.0,3.6939823388314745,0.0,0.0,0.0,1.3773240143775392,0.0,0.0,0.0,cohface_10_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_10_0.pkl,Fair,2,0.14,0.13,0.13,0.13,0.16,0.12,0.35,0.28,0.38,0.13,0.15,0.16,0.33,0.3,0.32
0.22787385554425227,13.672431332655137,0.8615059501731304,0.8615059501731304,8.4375,0.6875,0.6875,2.1399983572457804,0.4375,0.625,0.5625,-2.191974426937687,1.125,1.0625,1.125,2.2037586213950764,0.4375,0.625,1.3125,-0.2469279692722802,2.5625,1.0625,1.0625,cohface_10_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_10_1.pkl,Fair,2,0.78,0.73,0.81,0.64,0.6,0.56,1.43,1.22,1.01,0.63,0.59,1.16,1.43,1.28,1.31
0.17995910020449898,10.797546012269938,1.467469860198378,1.467469860198378,0.9375,0.375,1.0,2.6048169204665763,0.625,0.3125,0.3125,4.573284981351654,0.0,0.0625,0.125,2.722702763358069,0.5,0.3125,0.1875,1.1477791212507975,2.875,0.375,0.3125,cohface_10_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_10_2.pkl,Fair,2,0.15,0.16,0.19,0.11,0.15,0.17,0.09,0.1,0.12,0.11,0.14,0.24,3.0,0.23,0.23
0.2120285423037717,12.721712538226301,1.823793549859265,1.823793549859265,2.375,0.1875,0.25,-0.013387343080686707,7.0,0.5,0.5,-3.4435699340685866,0.5625,0.5,0.5625,0.5839077383893577,3.1875,0.4375,0.5,1.3834168440883612,0.875,0.4375,0.0625,cohface_11_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_11_0.pkl,Fair,2,0.09,0.09,0.11,0.26,0.2,0.36,0.22,0.19,0.16,0.25,0.2,0.22,0.28,0.24,0.35
0.20533070088845012,12.319842053307008,0.6852554812427719,0.6852554812427719,0.058823529411764705,0.058823529411764705,0.058823529411764705,-0.49280220150522164,0.29411764705882354,0.0,0.0,-5.470166734917557,9.235294117647058,2.588235294117647,2.823529411764706,-0.5209130033279065,0.5294117647058824,0.058823529411764705,0.0,0.2776320768471053,0.47058823529411764,0.0,0.0,cohface_11_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_11_1.pkl,Fair,2,0.27,0.28,0.33,0.39,0.52,0.53,4.13,2.06,3.6,0.41,0.54,0.47,0.59,0.59,0.54
0.1790437436419125,10.74262461851475,-0.1591237233575907,-0.1591237233575907,0.875,0.875,1.0625,-1.0138243701299716,0.75,1.3125,1.25,-3.606574553121576,5.4375,1.9375,6.3125,-1.0161109395454433,0.75,1.125,1.125,0.7229835875831875,1.3125,1.25,0.6875,cohface_11_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_11_3.pkl,Fair,2,2.47,2.48,3.03,2.1,2.98,1.95,4.72,2.65,6.36,2.12,2.92,2.11,0.37,0.47,0.41
0.24069675376088676,14.441805225653205,1.113673228626868,1.113673228626868,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.8615582445410772,0.3673469387755102,0.8979591836734694,0.9795918367346939,2.894869995578196,0.32653061224489793,0.8571428571428571,0.7755102040816326,1.9668370989830724,0.3673469387755102,0.8979591836734694,0.9387755102040817,-1.3691806553893915,4.857142857142857,1.469387755102041,1.5510204081632653,cohface_12_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_12_0.pkl,Fair,2,0.38,0.39,0.47,0.22,0.52,0.42,0.23,0.5,0.36,0.21,0.51,0.53,0.47,0.74,1.03
0.24464831804281348,14.678899082568808,1.0226116082212582,1.0226116082212582,0.5625,0.5625,0.6875,1.1986079302247374,0.375,0.5625,0.8125,2.4685239874597764,0.1875,0.375,0.3125,1.2198824157948225,0.375,0.5625,0.5625,-2.032333077090503,3.125,0.75,0.9375,cohface_12_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_12_1.pkl,Fair,2,0.99,0.79,1.12,0.25,0.27,0.51,0.07,0.21,0.15,0.26,0.27,0.3,0.68,0.52,1.18
0.1783181357649443,10.699088145896658,1.3499947813496347,1.3499947813496347,0.75,1.5625,2.0625,3.283342253942751,0.0625,0.5625,1.25,5.407524996735499,0.5,0.75,0.5,3.400908029654607,0.0625,0.5625,1.1875,-0.38332971433568463,2.75,3.625,3.0625,cohface_12_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_12_3.pkl,Fair,2,0.73,0.89,2.02,0.33,0.29,0.84,0.34,0.44,0.33,0.32,0.3,0.61,4.13,2.85,2.72
0.229038854805726,13.74233128834356,0.29248254409757335,0.29248254409757335,0.25,0.0,0.0,5.960770826775601,0.0,0.0,0.0,6.830915474494416,0.0,0.0,0.0,5.978715720739691,0.0,0.0,0.0,-0.23767177642885828,0.0,0.0,0.0,cohface_13_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_13_0.pkl,Fair,2,0.91,0.68,0.8,0.11,0.12,0.11,0.09,0.09,0.07,0.11,0.11,0.09,0.39,0.36,0.57
0.16923076923076924,10.153846153846155,1.0943793362612748,1.0943793362612748,0.0,0.0,0.0,5.279586602349486,0.0,0.0,0.0,7.778546137421182,0.0,0.0,0.0,5.440238539038712,0.0,0.0,0.0,-6.8527621514683315,11.428571428571429,10.114285714285714,11.657142857142857,cohface_15_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_15_0.pkl,Fair,2,0.4,0.39,0.46,0.04,0.06,0.04,0.08,0.08,0.08,0.04,0.06,0.05,10.3,10.21,10.28
0.16276703967446593,9.766022380467955,1.7643606093813107,1.7643606093813107,1.625,1.1875,2.875,4.4135837144899215,0.1875,0.125,0.1875,3.9928332149401036,0.125,0.125,1.125,4.514085642142202,0.125,0.125,0.1875,0.8999090025621865,2.9375,0.75,4.9375,cohface_16_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_16_3.pkl,Fair,2,0.09,0.11,3.6,0.15,0.16,0.17,0.22,0.23,0.25,0.16,0.17,0.15,0.93,0.3,4.85
0.1955193482688391,11.731160896130346,1.8698491073593961,1.8698491073593961,0.0,0.0,0.0,1.3877945088311479,0.125,0.0,0.125,2.1649302815376568,0.0625,0.125,0.5,1.378970773141068,0.0625,0.0,0.0,-3.785211523981946,5.875,2.8125,3.6875,cohface_17_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_17_0.pkl,Fair,2,0.19,0.18,0.21,0.23,0.22,0.15,0.55,0.51,0.63,0.16,0.18,0.24,5.71,4.13,5.28
0.1774193548387097,10.645161290322582,0.5623540259808101,0.5623540259808101,4.6875,0.8125,6.5625,-0.19239692756189977,1.6875,0.375,5.25,1.1517968651615247,3.25,0.5625,5.875,0.0797135495211901,2.625,0.3125,3.5625,-0.10700891342258538,0.8125,0.375,0.6875,cohface_17_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/data/cohface_17_3.pkl,Fair,2,0.09,0.08,0.09,0.43,0.4,1.62,0.35,0.35,3.57,0.32,0.31,1.51,0.29,0.28,0.34
