method,Fail_Total_median,Fail_Total_std,Fail_Div_median,Fail_Div_std,Fail_Slip_median,Fail_Slip_std,Fail_Lock_median,Fail_Lock_std,Fail_Double_median,Fail_Double_std,NIS_Mean_median,NIS_Mean_std,NIS_Pass_median,NIS_Pass_std,NIS_OverStrict_median,NIS_OverStrict_std,NIS_TrueFail_median,NIS_TrueFail_std,NIS_Pass_Relaxed_median,NIS_Pass_Relaxed_std,NIS_InBand_median,NIS_InBand_std,NIS_Mean_DevAbs_median,NIS_Mean_DevAbs_std,NIS_InBand_DevAbs_median,NIS_InBand_DevAbs_std,NIS_pval_median,NIS_pval_std,Lambda_Mean_median,Lambda_Mean_std,Lambda_LT1_Frac_median,Lambda_LT1_Frac_std,Lambda_LowFrac_median,Lambda_LowFrac_std,Coverage95_median,Coverage95_std,FreqStd_Mean_median,FreqStd_Mean_std,Stability_Sec_median,Stability_Sec_std,Method
of_farneback__robust_ossm_ekf,0.007282892245688373,0.10658146818179078,0.0003952569169960474,0.0018439867771922831,0.0,0.0008376036221010934,0.0,0.07240220004398956,0.0,0.09667248707099797,0.8899189266527516,0.5897555186917174,0.0,0.26421832024808006,0.0,0.4721405158071764,1.0,0.49267432186119026,0.0,0.49267432186119037,0.936214468472533,0.0594560789011468,0.4755389827620053,0.3246089260871782,0.017483339029391698,0.05634922481613851,2.7449232317560395e-35,0.1173324167373464,1.0189909884703257,0.02287368359211658,0.23696956065377117,0.11328566588048446,0.0,0.0036777302008429357,92.11511163166006,7.537100973822008,0.05741502777030466,0.018082785493631157,61.125,4.811802826655519,of_farneback__robust_ossm_ekf
dof__robust_ossm_ekf,0.20506549635389723,0.16873287224847722,0.0,0.0,0.0,0.0003237548345492026,0.09091027817683166,0.11038453902602222,0.15562856044455317,0.18353527341184597,0.1530243518222668,0.05061458447592062,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9379139072847682,0.017013458640897695,0.8469756481777332,0.05061458447592064,0.01229442101903333,0.014833053303107043,7.0461138751722075e-279,2.052919148256139e-152,1.0737975804431124,0.004495903846280889,0.010479660627044562,0.013438322438492512,0.0,0.0,96.7403368863223,7.77110453884945,0.09611223419990383,0.01378196908665611,61.2,4.02223858114065,dof__robust_ossm_ekf
profile1d_linear__robust_ossm_ekf,0.027990331679006317,0.11459540351792548,0.0032599837000814994,0.0039161561778918415,0.0008173274760980981,0.001312460041618519,0.0,0.04728871761106453,0.024524674214911342,0.11475251349533779,1.4970602023741615,0.9037889636098669,0.0,0.19058004805587894,0.0,0.4103610927160301,1.0,0.43437224276306935,0.0,0.4343722427630694,0.9130434633512019,0.045799275523018775,0.6705419693504671,0.6238848563141789,0.036956536648798055,0.04241141341670779,2.7490333333775764e-63,0.10724927521472462,1.0071770463804637,0.0304116880143963,0.2863441461035775,0.13089427694199726,0.0024010069048564587,0.004608891384996418,90.73097601323408,10.971945747132219,0.05286149046701589,0.010899575227992559,60.45,14.419768216195608,profile1d_linear__robust_ossm_ekf
profile1d_quadratic__robust_ossm_ekf,0.061624171371716954,0.1251408476025795,0.001644746853035241,0.0024389178785948627,0.0,0.0005209901482287364,0.0,0.044209114429310005,0.061624171371716954,0.1253279648403172,1.1100712977793048,0.6231929597359142,0.0,0.2538229710426755,0.0,0.4540177039187988,1.0,0.48039390284098366,0.0,0.4803939028409836,0.9117282787755872,0.038773383841253256,0.5057416537035807,0.3466512132074524,0.03827172122441286,0.03568274449479314,6.6313336974428855e-34,0.17675681335369683,1.0130551072614251,0.02973121586358773,0.28513618616110575,0.13422144288025312,0.0,0.00044974992651340397,92.88919395566957,7.930952272546324,0.06317879628168684,0.013505184325583331,61.2,4.02223858114065,profile1d_quadratic__robust_ossm_ekf
profile1d_cubic__robust_ossm_ekf,0.02079336457045878,0.11016309749820231,0.0008149964663559894,0.0021836180089132586,0.0,0.00038995064853670694,0.0,0.03498148395584406,0.020584885321256415,0.11060575720126707,0.8881839063489891,0.6318047738146106,0.0,0.2740764939360942,0.0,0.4479162095946182,1.0,0.48039390284098366,0.0,0.4803939028409835,0.9249434663220805,0.039082553952992226,0.5223130881782729,0.34608907281210277,0.02505653367791949,0.03528433584710129,3.9685661663673756e-43,0.1276498536076821,1.101987723612084,0.06738815621185312,0.23475942614302184,0.1400193284258816,0.0,0.0031587689880306935,94.41964556348131,7.646319104943129,0.06430546207242707,0.013038212133619095,60.975,8.103032561589664,profile1d_cubic__robust_ossm_ekf
