schema_version,method,trial,n_frames,missing_frame_log,missing_reason,frame_log_filename_used,frame_log_resolution_mode,frame_log_suffix_used,welch_df_hz,q_vis_mean,q_vis_std,q_vis_nan_rate,q_drift_mean,q_cons_mean,q_out_mean,q_harm_mean,q_burst_rate,alpha_R_mean,alpha_Q_mean,g_t_mean,g_z_mean,w_h_mean,g_z_eff_mean,lambda_mean,lambda_lt1_frac,lambda_low_frac,qx_base_mean,qf_base_mean,rv_base_mean,qx_used_mean,qf_used_mean,rv_scaled_mean,R_post_mean,freq_low_clip_rate,freq_high_clip_rate,z_low_clip_rate,z_high_clip_rate,invalid_row_rate
method_quality.v1,profile1d_quadratic__robust_ossm_ekf,10_2,1221,False,,10_2_1.npz,manifest,1,0.25,0.5613818799524272,0.00194375601285599,0.0,0.13324806544490808,0.4174250462159526,0.33047880488539916,0.4522855711601509,0.0,1.0,1.2531713243453253,1.0,1.0,1.0,1.0,1.076892932645568,0.0,0.0,0.004545295499661841,0.003912749540789468,2.1738248622368403,0.005696033980852077,0.0049033455238627,2.1738248622368403,2.018768400009452,0.0,0.0,0.0,0.0,0.0
method_quality.v1,profile1d_cubic__robust_ossm_ekf,10_2,1221,False,,10_2_1.npz,manifest,1,0.25,0.5613818799524272,0.00194375601285599,0.0,0.13324806544490808,0.4147120276528174,0.3325416674282084,0.45379950053651025,0.0,1.0,1.2531713243453253,1.0,1.0,1.0,1.0,1.0766377924009636,0.0,0.0,0.0045518175286091474,0.003921386124708768,2.17641583741263,0.005704207200505392,0.0049141686431706695,2.17641583741263,2.0216643258821834,0.0,0.0,0.0,0.0,0.0
method_quality.v1,of_farneback__robust_ossm_ekf,10_3,1228,False,,10_3_1.npz,manifest,1,0.25,0.5629701749799291,0.0022087253727830517,0.0,0.14870421397847267,0.4182150335209003,0.29299224098973703,0.3809266226754096,0.004071661237785016,1.0,1.2825380065590979,1.0,1.0,1.0,1.0,1.0779729771796889,0.0008143322475570033,0.0,0.0064722129279396945,0.003986102664868623,0.08965551596178624,0.008300859066625798,0.005112328165740511,0.08965551596178624,0.08317704106519133,0.0,0.0,0.0,0.0,0.0
method_quality.v1,dof__robust_ossm_ekf,10_3,1228,False,,10_3_1.npz,manifest,1,0.25,0.5629701749799291,0.0022087253727830517,0.0,0.14870421397847267,0.170050703866505,0.2876310997030462,0.34978631086654016,0.004071661237785016,1.5954958121648337,1.2825380065590979,0.5367861409336102,0.49667703037230765,0.6447014259472886,0.31776634565412354,1.0700024713845269,0.030944625407166124,0.0,0.004355261792114782,0.0016471973538182503,1.5668730576903462,0.005585788776901898,0.00211259321057548,2.4999394017388554,2.3395355978074637,0.0,0.006514657980456026,0.0,0.006514657980456026,0.0
method_quality.v1,profile1d_linear__robust_ossm_ekf,10_3,1228,False,,10_3_1.npz,manifest,1,0.25,0.5629701749799291,0.0022087253727830517,0.0,0.14870421397847267,0.39313960037184253,0.29331438958403333,0.42883769301507507,0.0,1.0,1.2825380065590979,1.0,1.0,1.0,1.0,1.0817350138118178,0.0,0.0,0.004532732612726948,0.00390451240991213,2.1713537229736386,0.005813401849392232,0.005007685562793964,2.1713537229736386,2.0073088320462085,0.0,0.0,0.0,0.0,0.0
method_quality.v1,profile1d_quadratic__robust_ossm_ekf,10_3,1228,False,,10_3_1.npz,manifest,1,0.25,0.5629701749799291,0.0022087253727830517,0.0,0.14870421397847267,0.4321101936476928,0.2779263701975115,0.40514118983646596,0.0,1.0,1.2825380065590979,1.0,1.0,1.0,1.0,1.0805806600669858,0.0,0.0,0.004573512049473043,0.003956906469237867,2.1870719407713604,0.005865703026905171,0.005074882935197133,2.1870719407713604,2.0240149641776997,0.0,0.0,0.0,0.0,0.0
method_quality.v1,profile1d_cubic__robust_ossm_ekf,10_3,1228,False,,10_3_1.npz,manifest,1,0.25,0.5629701749799291,0.0022087253727830517,0.0,0.14870421397847267,0.43029725390090223,0.2788393938343721,0.40264285427330326,0.0,1.0,1.2825380065590979,1.0,1.0,1.0,1.0,1.080450181745573,0.0,0.0,0.004586223191556159,0.003973835488049587,2.1921506464148757,0.00588200554973354,0.005096595045236916,2.1921506464148757,2.028964674759853,0.0,0.0,0.0,0.0,0.0
method_quality.v1,of_farneback__robust_ossm_ekf,11_0,1226,False,,11_0_1.npz,manifest,1,0.25,0.7128269693678421,0.006515046548049212,0.0,0.1287804184866303,0.36211535978325754,0.25400761328176574,0.44311700142278065,0.0016313213703099511,1.0,1.2446827951245976,1.0,1.0,1.0,1.0,1.0717497496468673,0.0008156606851549756,0.0,0.005350664469892727,0.0038932080468151867,0.059164507483402566,0.006659880008159951,0.004845809073711502,0.059164507483402566,0.05521812850043908,0.0,0.0,0.0,0.0,0.0
method_quality.v1,dof__robust_ossm_ekf,11_0,1226,False,,11_0_1.npz,manifest,1,0.25,0.7128269693678421,0.006515046548049212,0.0,0.1287804184866303,0.3019281724227811,0.3404351212338401,0.44840180076855235,0.0065252854812398045,1.9376686294903085,1.2446827951245976,0.4944552466007753,0.3789025359746568,0.48563500919255614,0.183805950679526,1.0779171286205915,0.0,0.0,0.0034849487389953236,0.0013108322472214116,1.5504885164532163,0.004337655737318641,0.001631570345411004,3.0043329587163656,2.78873080022327,0.0,0.0,0.0,0.0,0.0
method_quality.v1,profile1d_linear__robust_ossm_ekf,11_0,1226,False,,11_0_1.npz,manifest,1,0.25,0.7128269693678421,0.006515046548049212,0.0,0.1287804184866303,0.3342810623952457,0.291560337606508,0.45454388308388116,0.009787928221859706,1.0,1.2446827951245976,1.0,1.0,1.0,1.0,1.0697528014107822,0.040783034257748776,0.0,0.0029451327921668274,0.002589475417381181,2.028930629422986,0.0036657561157673164,0.0032230755004124425,2.028930629422986,1.89775248023933,0.08075040783034258,0.0,0.08075040783034258,0.0,0.0
method_quality.v1,profile1d_quadratic__robust_ossm_ekf,11_0,1226,False,,11_0_1.npz,manifest,1,0.25,0.7128269693678421,0.006515046548049212,0.0,0.1287804184866303,0.30994366701231696,0.2898482089266869,0.4283508187498155,0.004078303425774877,1.0,1.2446827951245976,1.0,1.0,1.0,1.0,1.0732064510307266,0.009787928221859706,0.0,0.0037409533530920677,0.0034836833615600965,2.2036913428943605,0.0046563002759573684,0.004336080743795675,2.2036913428943605,2.0538165848188816,0.0,0.0,0.0,0.0,0.0
method_quality.v1,profile1d_cubic__robust_ossm_ekf,11_0,1226,False,,11_0_1.npz,manifest,1,0.25,0.7128269693678421,0.006515046548049212,0.0,0.1287804184866303,0.29247987110882384,0.29950620699701475,0.4191409830573489,0.009787928221859706,1.0,1.2446827951245976,1.0,1.0,1.0,1.0,1.0718747474446355,0.011419249592169658,0.0,0.0037374139387586435,0.0034786270553694917,2.2019442748181377,0.00465189482783174,0.004329787246473346,2.2019442748181377,2.0548629254761797,0.0,0.0,0.0,0.0,0.0
method_quality.v1,of_farneback__robust_ossm_ekf,11_1,1265,False,,11_1_1.npz,manifest,1,0.25,0.7231746718248466,0.008461617581835489,0.0,0.15658021599161856,0.3069948656350111,0.31483637604029396,0.3711137936411832,0.007905138339920948,1.0,1.297502410384075,1.0,1.0,1.0,1.0,1.0634512688103834,0.0308300395256917,0.0,0.005483753521389058,0.0039846736215173525,0.06011704963342122,0.007115183411954462,0.005170123628512607,0.06011704963342122,0.056576388420844934,0.0,0.0,0.0,0.0,0.0
method_quality.v1,dof__robust_ossm_ekf,11_1,1265,False,,11_1_1.npz,manifest,1,0.25,0.7231746718248466,0.008461617581835489,0.0,0.15658021599161856,0.2770943382771822,0.33713650256987754,0.4455289008301594,0.003952569169960474,1.6441551097591243,1.297502410384075,0.6178824711533096,0.5465636919188437,0.4473918680774895,0.2384982066208232,1.0761408389896667,0.0,0.0,0.0033812993325907713,0.0012595985169687213,1.5227317841319106,0.004387244034266591,0.0016343321118831222,2.5036072436731085,2.3284587288762966,0.0,0.0,0.0,0.0,0.0
method_quality.v1,profile1d_linear__robust_ossm_ekf,11_1,1265,False,,11_1_1.npz,manifest,1,0.25,0.7231746718248466,0.008461617581835489,0.0,0.15658021599161856,0.30617042439066944,0.3306431322297009,0.41453825847843145,0.011067193675889328,1.0,1.297502410384075,1.0,1.0,1.0,1.0,1.0716683950997998,0.0308300395256917,0.0,0.003604780322757696,0.0032891504610824233,2.1364758287644428,0.004677211157683194,0.004267680651370337,2.1364758287644428,1.994891386053834,0.12015810276679842,0.0,0.12015810276679842,0.0,0.0
