robust_method,trial_key,video,data_file,time_mae,time_rmse,time_ccc,time_dtw,time_snr,freq_mae,freq_rmse,freq_r,freq_snr,freq_kl,diag_fail_total,diag_nis_mean,diag_nis_pass,diag_nis_overstrict,diag_nis_truefail,base,variant,baseline_method,baseline_time_mae,baseline_freq_mae,baseline_fail_total,baseline_nis_truefail,q_vis_mean,q_drift_mean,q_out_mean,q_harm_mean,q_burst_rate,alpha_R_mean,alpha_Q_mean,g_t_mean,g_z_eff_mean,lambda_mean,instability_u,delta_time_mae,delta_freq_mae,delta_fail_total,delta_nis_truefail,better_time,better_freq,better_dual
profile1d_cubic__robust_ossm_ekf,24_1,cohface_24_1,data/cohface_24_1.pkl,0.27,0.36,0.93,0.2667319395946341,8.811816318654296,0.07,0.1,1.0,7.485542687127475,0.052251328,0.0,0.1809600094777201,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.35,0.25,,,0.5829132256472327,0.2109862031719121,0.2995219020482994,0.0790849633862793,0.0,2.0921202742765512,1.400873786026633,0.4996669257109439,0.415487014528374,1.2061843753709056,0.24500905332569778,-0.07999999999999996,-0.18,,,1.0,1.0,1.0
of_farneback__robust_ossm_ekf,10_0,cohface_10_0,data/cohface_10_0.pkl,0.45,0.55,0.85,0.3567685059645205,5.078084512948587,0.13,0.16,0.97,9.119933710833113,0.1374368,0.0065199674001629,1.4160620583741994,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.43,0.13,,,0.6544325711112096,0.1853393822587242,0.3077889300714805,0.4545226338948753,0.0065199674001629,1.850846553557825,1.352144826291576,0.5739295748403556,0.2967740252521963,0.9993649922895872,0.45747376425124747,0.020000000000000018,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,10_0,cohface_10_0,data/cohface_10_0.pkl,0.48,0.58,0.83,0.3366662450572892,4.661050699462947,0.29,0.36,0.82,12.46951138893669,0.09417495,0.0505297473512632,0.1085505719710486,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.47,0.3,,,0.6544325711112096,0.1853393822587242,0.2915811647336842,0.4124879283490577,0.0016299918500407,1.882739125353675,1.352144826291576,0.4557349694016234,0.1820700456162919,1.077823859385651,0.3861965172848879,0.010000000000000009,-0.010000000000000009,,,0.0,1.0,0.0
profile1d_linear__robust_ossm_ekf,10_0,cohface_10_0,data/cohface_10_0.pkl,0.39,0.53,0.86,0.3373563706700583,5.528872186472382,0.28,0.34,0.87,7.162544002457379,0.062202614,0.0040749796251018,0.5593018155532675,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.39,0.28,,,0.6544325711112096,0.1853393822587242,0.2918623143555994,0.4014528621690081,0.0065199674001629,1.8126742562317424,1.352144826291576,0.54790278083984,0.2282382521830878,1.0459959523701252,0.3995212930661752,0.0,0.0,,,0.0,0.0,0.0
profile1d_quadratic__robust_ossm_ekf,10_0,cohface_10_0,data/cohface_10_0.pkl,0.3,0.36,0.94,0.2747269026020689,8.866087658590803,0.13,0.18,0.95,11.78432487019384,0.03532014,0.1165444172779136,1.2099933557152132,0.0,1.0,0.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.31,0.15,,,0.6544325711112096,0.1853393822587242,0.2894986491634874,0.4773143080840987,0.0016299918500407,1.6963681241488582,1.352144826291576,0.5808358511398825,0.2737605264488221,1.0091425354373622,0.42088439343190914,-0.010000000000000009,-0.01999999999999999,,,1.0,1.0,1.0
profile1d_cubic__robust_ossm_ekf,10_0,cohface_10_0,data/cohface_10_0.pkl,0.3,0.36,0.94,0.2731963519101616,8.821117600941806,0.14,0.19,0.95,11.73412534020909,0.03451844,0.0325998370008149,1.063385216389299,1.0,0.0,0.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.31,0.16,,,0.6544325711112096,0.1853393822587242,0.2903698701295802,0.4724785571239485,0.0016299918500407,1.909280766354111,1.352144826291576,0.543242134001051,0.2573886130573146,1.0935121281735591,0.4194968502953477,-0.010000000000000009,-0.01999999999999999,,,1.0,1.0,1.0
of_farneback__robust_ossm_ekf,7_0,cohface_7_0,data/cohface_7_0.pkl,0.55,0.7,0.76,0.4309741482614289,3.195184273502214,0.42,0.66,0.94,5.8576208434170285,0.20887858,0.0,0.4970832732683978,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.52,0.42,,,0.6093584739913127,0.1452124861982543,0.2826336879215752,0.3608322571634392,0.0049627791563275,1.9740746862544007,1.2759037237766833,0.5666407265186976,0.3299796132723194,1.0346510363158536,0.3436796261491825,0.030000000000000027,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,7_0,cohface_7_0,data/cohface_7_0.pkl,0.87,1.17,0.68,0.5743666430222116,-0.1594824720641642,3.86,3.99,-0.03,4.119318697269405,0.6876511,0.0934656741108354,0.19704330366933,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.65,2.96,,,0.6093584739913127,0.1452124861982543,0.3118724724548029,0.3213941631079576,0.0074441687344913,1.5965016101503455,1.2759037237766833,0.5664933371607398,0.3507889248763212,1.0695961829200304,0.37928596484326665,0.21999999999999997,0.8999999999999999,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,7_0,cohface_7_0,data/cohface_7_0.pkl,0.62,0.84,0.65,0.4565076920098854,1.5730245515153582,0.83,1.88,0.4,7.203151974954757,0.03632791,0.2903225806451613,0.6734561470987467,0.0,1.0,0.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.51,0.45,,,0.6093584739913127,0.1452124861982543,0.3178292922340455,0.3871222776037428,0.0140612076095947,1.64158542417995,1.2759037237766833,0.6518398838908445,0.3851360561448428,1.0432347918611735,0.4541686189939425,0.10999999999999999,0.37999999999999995,,,0.0,0.0,0.0
profile1d_quadratic__robust_ossm_ekf,7_0,cohface_7_0,data/cohface_7_0.pkl,0.52,0.65,0.79,0.3694691377528162,3.798701967478752,0.29,0.47,0.97,7.187912002818124,0.1113835,0.0388751033912324,0.5601889477177671,0.0,0.0,1.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.49,0.39,,,0.6093584739913127,0.1452124861982543,0.2874830298214433,0.3581275486549862,0.0024813895781637,1.7739680168291452,1.2759037237766833,0.5799402951234855,0.35271834703339,1.0432243846424147,0.34039532272984085,0.030000000000000027,-0.10000000000000003,,,0.0,1.0,0.0
profile1d_cubic__robust_ossm_ekf,7_0,cohface_7_0,data/cohface_7_0.pkl,0.52,0.65,0.79,0.3715049102788126,3.7539720435209896,0.29,0.47,0.97,7.091287685625513,0.11535992,0.065343258891646,0.573571482553119,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.49,0.39,,,0.6093584739913127,0.1452124861982543,0.2874033549297182,0.354717639021436,0.0024813895781637,1.9879026621922835,1.2759037237766833,0.5391193041869938,0.3288426693852638,1.145436788377054,0.33825353619395165,0.030000000000000027,-0.10000000000000003,,,0.0,1.0,0.0
of_farneback__robust_ossm_ekf,35_3,cohface_35_3,data/cohface_35_3.pkl,0.56,0.75,0.72,0.4215425299475598,2.514067751934839,0.49,0.58,0.95,2.2558595328905438,0.25460714,0.0610749185667752,1.4904582361450842,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.57,0.51,,,0.4193036623116322,0.1821275914661862,0.4176988518436446,0.4489120928565299,0.0252442996742671,2.52415192304893,1.346042423785754,0.4311435881966258,0.2119908417619743,1.0006332714750577,0.8079926745149679,-0.009999999999999898,-0.020000000000000018,,,1.0,1.0,1.0
dof__robust_ossm_ekf,35_3,cohface_35_3,data/cohface_35_3.pkl,0.43,0.55,0.85,0.3156190024856321,5.308180799903628,0.26,0.3,0.94,8.8076635485706,0.07642145,0.000814332247557,0.0748826322493581,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.36,0.31,,,0.4193036623116322,0.1821275914661862,0.316242298787498,0.4633673935039282,0.004071661237785,1.8900912660077176,1.346042423785754,0.443771708933357,0.1667105322306591,1.081067634629089,0.5626430033161962,0.07,-0.04999999999999999,,,0.0,1.0,0.0
profile1d_linear__robust_ossm_ekf,35_3,cohface_35_3,data/cohface_35_3.pkl,0.8,0.98,0.5,0.480220590565786,0.2101057267485485,3.54,3.86,0.92,3.687637852998898,0.7768786,0.0252442996742671,2.2093781035758315,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.72,3.47,,,0.4193036623116322,0.1821275914661862,0.4230350625722408,0.3832652500016978,0.0325732899022801,2.075818127930147,1.346042423785754,0.4462748902084061,0.2219352223090256,0.9815551296871138,0.7783694075740231,0.08000000000000007,0.06999999999999984,,,0.0,0.0,0.0
profile1d_quadratic__robust_ossm_ekf,35_3,cohface_35_3,data/cohface_35_3.pkl,0.41,0.53,0.86,0.3109453336083741,5.521918522758961,0.17,0.23,0.97,5.231606611960661,0.06849302,0.1034201954397394,1.224700419282513,0.0,1.0,0.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.36,0.2,,,0.4193036623116322,0.1821275914661862,0.3220870272007722,0.4200675749776555,0.007328990228013,2.052099493422708,1.346042423785754,0.4640303059041915,0.2455321495676748,1.0072665190026056,0.5598306525008075,0.04999999999999999,-0.03,,,0.0,1.0,0.0
profile1d_cubic__robust_ossm_ekf,35_3,cohface_35_3,data/cohface_35_3.pkl,0.42,0.55,0.85,0.3178072608214141,5.253641632988126,0.18,0.23,0.97,4.951763957024623,0.072748266,0.0472312703583061,0.6816501894573568,0.0,1.0,0.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.37,0.19,,,0.4193036623116322,0.1821275914661862,0.3230429162078097,0.4255173328518633,0.006514657980456,2.3063840789731,1.346042423785754,0.4512158103715074,0.2393311473463778,1.1200276492638743,0.5614197889064305,0.04999999999999999,-0.010000000000000009,,,0.0,1.0,0.0
of_farneback__robust_ossm_ekf,23_3,cohface_23_3,data/cohface_23_3.pkl,0.37,0.57,0.83,0.3520896563220215,4.886920762098538,0.12,0.13,0.95,9.55291513288702,0.062129218,0.0016570008285004,0.5833869189505527,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.35,0.12,,,0.6731337494519359,0.2826539753836433,0.2545416808002942,0.1908577694288764,0.004142502071251,1.883782288825007,1.5370425532289222,0.5672944338709641,0.4254650549589658,1.0315158076861677,0.266160211066277,0.020000000000000018,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,23_3,cohface_23_3,data/cohface_23_3.pkl,0.42,0.52,0.86,0.3785303380035363,5.620395309167048,0.17,0.2,0.84,8.15733056035438,0.107802816,0.236122618061309,0.1086481643873524,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.41,0.11,,,0.6731337494519359,0.2826539753836433,0.2907831880438778,0.4155980887937393,0.0074565037282518,1.9428486333369157,1.5370425532289222,0.4444755078001022,0.1940756325644768,1.0782618620750597,0.4723852070834478,0.010000000000000009,0.06000000000000001,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,23_3,cohface_23_3,data/cohface_23_3.pkl,0.67,0.83,0.65,0.583668389082085,1.6344967213456978,0.53,0.61,0.8,6.5971444246864825,0.21361001,0.1193040596520298,1.8492111807223768,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.58,0.49,,,0.6731337494519359,0.2826539753836433,0.2942763945631262,0.2954362132195376,0.0256835128417564,1.7597829406256382,1.5370425532289222,0.5385280532515957,0.3580538164484935,0.9995275272497371,0.47796312625924886,0.09000000000000008,0.040000000000000036,,,0.0,0.0,0.0
profile1d_quadratic__robust_ossm_ekf,23_3,cohface_23_3,data/cohface_23_3.pkl,0.32,0.46,0.89,0.3088806403715845,6.719429183253704,0.08,0.11,0.95,12.896355197443302,0.14143364,0.0,0.5457035702097104,0.0,0.0,1.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.29,0.06,,,0.6731337494519359,0.2826539753836433,0.2387220533847479,0.2072968710003046,0.0,1.6604874341795497,1.5370425532289222,0.5877243486157999,0.4583132237200466,1.0446653895812896,0.25790894709548506,0.030000000000000027,0.020000000000000004,,,0.0,0.0,0.0
profile1d_cubic__robust_ossm_ekf,23_3,cohface_23_3,data/cohface_23_3.pkl,0.33,0.47,0.89,0.3109480488821986,6.666069413168443,0.08,0.11,0.95,12.879442853779862,0.14279789,0.0,0.4388661499075829,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.29,0.06,,,0.6731337494519359,0.2826539753836433,0.2392419568618398,0.2087365901604604,0.0,1.841961144253363,1.5370425532289222,0.5587401942202115,0.4343974045891609,1.1670823673786423,0.25875685367975676,0.040000000000000036,0.020000000000000004,,,0.0,0.0,0.0
of_farneback__robust_ossm_ekf,7_3,cohface_7_3,data/cohface_7_3.pkl,0.41,0.54,0.86,0.3822143383003322,5.415571232591477,0.06,0.08,0.92,10.937569695468648,0.07721967,0.0024813895781637,0.6676352809848985,0.0,1.0,0.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.41,0.06,,,0.5482574519610901,0.1156515643849853,0.2560045822447123,0.4687618325561575,0.0,1.8488149032776595,1.2197379723314723,0.5986288614623232,0.3402984791462785,1.0246473711419577,0.3564326013911755,0.0,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,7_3,cohface_7_3,data/cohface_7_3.pkl,0.54,0.72,0.74,0.3816085628555929,2.8789476615081417,0.35,0.39,0.85,6.519371321241628,0.1357056,0.1836228287841191,0.1945146957701328,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.5,0.14,,,0.5482574519610901,0.1156515643849853,0.3316354220353745,0.3906713817384999,0.009925558312655,1.6516663947064256,1.2197379723314723,0.5346037795136442,0.2998247869017016,1.0697818320138146,0.47650247159516584,0.040000000000000036,0.20999999999999996,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,7_3,cohface_7_3,data/cohface_7_3.pkl,0.32,0.41,0.92,0.305107342052578,7.799074374777534,0.16,0.2,0.63,16.366895394625136,0.035413012,0.0049627791563275,0.295734669930053,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.32,0.18,,,0.5482574519610901,0.1156515643849853,0.2374687653820424,0.5425105022879793,0.0033085194375516,1.5218872922796602,1.2197379723314723,0.670467307137978,0.3197482418437789,1.0523416767704394,0.38562335321304353,0.0,-0.01999999999999999,,,0.0,1.0,0.0
profile1d_quadratic__robust_ossm_ekf,7_3,cohface_7_3,data/cohface_7_3.pkl,0.33,0.42,0.91,0.3238222283719574,7.632616412899493,0.06,0.09,0.93,15.639368188605202,0.07556887,0.021505376344086,0.3689486754372419,0.0,0.0,1.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.34,0.07,,,0.5482574519610901,0.1156515643849853,0.2374845399259983,0.5115930242462836,0.0,1.7366932102409698,1.2197379723314723,0.5949278574873027,0.3076687363866406,1.0506653516221187,0.3725296244499703,-0.010000000000000009,-0.010000000000000009,,,1.0,1.0,1.0
profile1d_cubic__robust_ossm_ekf,7_3,cohface_7_3,data/cohface_7_3.pkl,0.33,0.42,0.91,0.3270783153959995,7.60645665834323,0.07,0.09,0.92,15.607248032009805,0.08025447,0.0181968569065343,0.3191542730517626,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.34,0.07,,,0.5482574519610901,0.1156515643849853,0.2386694605631764,0.5075888611301995,0.0,1.9117433073913703,1.2197379723314723,0.5630836385434923,0.2923149104571852,1.1654705001721473,0.3725296244499703,-0.010000000000000009,0.0,,,1.0,0.0,0.0
of_farneback__robust_ossm_ekf,12_2,cohface_12_2,data/cohface_12_2.pkl,0.51,0.69,0.77,0.3430343361427858,3.3535767271505126,0.23,0.29,0.88,11.331636257475614,0.1630922,0.0038910505836575,0.844550075622293,0.0,1.0,0.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.49,0.23,,,0.4937782275580523,0.1623242743380108,0.357762162331449,0.4525407209561851,0.0046692607003891,2.027939323556732,1.3084161212422205,0.5848151782477868,0.2816706339339332,1.0176759802809403,0.5829237493721297,0.020000000000000018,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,12_2,cohface_12_2,data/cohface_12_2.pkl,0.79,0.99,0.53,0.4399129554854559,0.2273053745722035,3.94,4.25,-0.22,3.700809057325412,1.400917,0.4357976653696498,0.1566392384476818,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.78,4.58,,,0.4937782275580523,0.1623242743380108,0.3315153135974857,0.454441554077053,0.0108949416342412,1.671755693270015,1.3084161212422205,0.5246275596616384,0.2436891485948762,1.073236332117829,0.5646845330413266,0.010000000000000009,-0.6400000000000001,,,0.0,1.0,0.0
profile1d_linear__robust_ossm_ekf,12_2,cohface_12_2,data/cohface_12_2.pkl,0.33,0.41,0.92,0.2617819286564236,7.878287253023871,0.26,0.35,0.88,12.643526830041726,0.040205516,0.0038910505836575,0.4637963940700663,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.3,0.25,,,0.4937782275580523,0.1623242743380108,0.3902346568581352,0.3839441678715353,0.0,1.6624898897427065,1.3084161212422205,0.6772443959397743,0.3189650402895613,1.0408744995103043,0.5784789051495619,0.030000000000000027,0.010000000000000009,,,0.0,0.0,0.0
profile1d_quadratic__robust_ossm_ekf,12_2,cohface_12_2,data/cohface_12_2.pkl,0.36,0.46,0.9,0.2501908559563235,6.807237896018025,0.16,0.24,0.93,12.19191901085969,0.043164276,0.1470817120622568,1.2661455661458298,0.0,1.0,0.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.32,0.2,,,0.4937782275580523,0.1623242743380108,0.3619649146794393,0.3873958954902167,0.0007782101167315,1.8778867315852248,1.3084161212422205,0.5659941200925606,0.2835252639569358,1.0056818959611642,0.5362033168086785,0.03999999999999998,-0.04000000000000001,,,0.0,1.0,0.0
profile1d_cubic__robust_ossm_ekf,12_2,cohface_12_2,data/cohface_12_2.pkl,0.36,0.47,0.89,0.2596571272316033,6.680638721909476,0.18,0.26,0.91,12.31401067509936,0.045867175,0.1190661478599221,0.7982720710024674,0.0,1.0,0.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.32,0.2,,,0.4937782275580523,0.1623242743380108,0.3591840723633315,0.3781367954023495,0.003112840466926,2.1382429048838394,1.3084161212422205,0.5457325497920926,0.2726732369701738,1.0927890297320313,0.5353282611558107,0.03999999999999998,-0.020000000000000018,,,0.0,1.0,0.0
of_farneback__robust_ossm_ekf,12_3,cohface_12_3,data/cohface_12_3.pkl,0.51,0.65,0.79,0.3495398608716236,3.81902136564374,0.89,1.93,0.58,7.102455757729011,0.23950447,0.0608272506082725,1.1618751872856607,0.0,1.0,0.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.51,0.89,,,0.4979690584906315,0.1622112688674735,0.392932455930582,0.4290158217011185,0.0194647201946472,2.1004975126924803,1.3082014108481996,0.5725330196706033,0.2751817847441286,1.0066073638978312,0.6847538554533367,0.0,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,12_3,cohface_12_3,data/cohface_12_3.pkl,0.79,1.01,0.5,0.3683615516126309,-0.0007196802876043,2.81,2.97,-0.91,5.513879944336484,0.33689964,0.4606650446066504,0.1561777211508123,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.72,2.85,,,0.4979690584906315,0.1622112688674735,0.3515447694850161,0.354447312893936,0.0024330900243309,1.7025043164782327,1.3082014108481996,0.5356592437797921,0.2565604230461856,1.0735398097093116,0.504055784729595,0.07000000000000006,-0.040000000000000036,,,0.0,1.0,0.0
profile1d_linear__robust_ossm_ekf,12_3,cohface_12_3,data/cohface_12_3.pkl,0.35,0.42,0.91,0.2584641351084052,7.676763582906938,0.39,0.47,0.97,13.170095514249784,0.070821956,0.0154095701540957,0.3163633383271568,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.35,0.44,,,0.4979690584906315,0.1622112688674735,0.4128631379024908,0.2994420516507192,0.0,1.6875152514698386,1.3082014108481996,0.6994272083409515,0.3129165954598192,1.05107845675518,0.5648192408306475,0.0,-0.04999999999999999,,,0.0,1.0,0.0
profile1d_quadratic__robust_ossm_ekf,12_3,cohface_12_3,data/cohface_12_3.pkl,0.4,0.52,0.86,0.2845984199869462,5.635912288772776,0.31,0.51,0.96,10.969365982074454,0.08270109,0.1914030819140308,0.878003958168051,0.0,1.0,0.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.36,0.3,,,0.4979690584906315,0.1622112688674735,0.370410204035398,0.3631280828984567,0.0048661800486618,1.8888320179004807,1.3082014108481996,0.6114716537386742,0.2983240028738045,1.0265018003360027,0.5504213056675087,0.040000000000000036,0.010000000000000009,,,0.0,0.0,0.0
profile1d_cubic__robust_ossm_ekf,12_3,cohface_12_3,data/cohface_12_3.pkl,0.4,0.53,0.86,0.2843455871001581,5.581502315906254,0.31,0.5,0.97,11.057759845251056,0.08455613,0.1978913219789132,0.6601958517255098,0.0,1.0,0.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.36,0.29,,,0.4979690584906315,0.1622112688674735,0.3688809089312175,0.3659313441830258,0.0024330900243309,2.146674938621869,1.3082014108481996,0.5849369093963991,0.2844159582249027,1.1316135252025803,0.5398795665716571,0.040000000000000036,0.020000000000000018,,,0.0,0.0,0.0
of_farneback__robust_ossm_ekf,35_2,cohface_35_2,data/cohface_35_2.pkl,0.57,0.69,0.76,0.390627524757426,3.2751672330293493,1.23,2.62,-0.62,4.841406425482565,0.1998587,0.0105949470252648,1.5190800241287865,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.56,1.22,,,0.4299323516523589,0.1936102166131022,0.3405454386776951,0.4181404427335105,0.0154849225753871,2.395040904969617,1.367859411564894,0.410878756758048,0.2018885579785268,0.9898652569932608,0.62580258130827,0.009999999999999898,0.010000000000000009,,,0.0,0.0,0.0
dof__robust_ossm_ekf,35_2,cohface_35_2,data/cohface_35_2.pkl,0.45,0.56,0.84,0.3364763748254745,5.094607512252363,0.23,0.27,0.69,11.8872200943415,0.03038865,0.3471882640586797,0.1102159169467036,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.48,0.19,,,0.4299323516523589,0.1936102166131022,0.3000937528419751,0.4368191054666425,0.0040749796251018,2.075353030499452,1.367859411564894,0.3513399511270786,0.1391382900111208,1.0776362606086896,0.5238386772448782,-0.02999999999999997,0.04000000000000001,,,1.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,35_2,cohface_35_2,data/cohface_35_2.pkl,0.78,0.96,0.54,0.5128143846635099,0.3937995408629107,2.71,3.81,-0.65,2.7439208331422726,0.35284433,0.0546047269763651,1.7794367390749852,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.76,3.2,,,0.4299323516523589,0.1936102166131022,0.4171847213424633,0.3099657478771861,0.0268948655256723,2.1523524256056032,1.367859411564894,0.4217198829917869,0.2209572745480133,0.981021940430604,0.7292811141643942,0.020000000000000018,-0.4900000000000002,,,0.0,1.0,0.0
profile1d_quadratic__robust_ossm_ekf,35_2,cohface_35_2,data/cohface_35_2.pkl,0.35,0.46,0.9,0.2970223877599339,6.868383286113378,0.18,0.2,0.84,8.545034015734208,0.0519057,0.0570497147514262,0.8604209949402652,0.0,1.0,0.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.31,0.18,,,0.4299323516523589,0.1936102166131022,0.2948359683683597,0.395725836839118,0.0057049714751426,1.9295504731717472,1.367859411564894,0.5308864856882254,0.264224887899832,1.029950986387114,0.49727450700007414,0.03999999999999998,0.0,,,0.0,0.0,0.0
profile1d_cubic__robust_ossm_ekf,35_2,cohface_35_2,data/cohface_35_2.pkl,0.37,0.47,0.89,0.3039315824023786,6.662948670393525,0.19,0.21,0.8,8.5810914593362,0.05001,0.0651996740016299,0.8226747890833642,0.0,1.0,0.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.32,0.18,,,0.4299323516523589,0.1936102166131022,0.291202433267088,0.3934704669387004,0.0040749796251018,2.136267723292301,1.367859411564894,0.4930173817349196,0.2482867292599812,1.1275684953803595,0.4834045527108333,0.04999999999999999,0.010000000000000009,,,0.0,0.0,0.0
of_farneback__robust_ossm_ekf,6_3,cohface_6_3,data/cohface_6_3.pkl,0.47,0.6,0.82,0.4060923107886159,4.531124250958726,0.47,0.88,0.73,4.540617165100595,0.02648262,0.0008285004142502,1.25367940460786,0.0,1.0,0.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.45,0.48,,,0.4543280870095015,0.1732223437162512,0.3225716079539649,0.1909831052112962,0.0132560066280033,2.3833904086757203,1.3291224530608772,0.4012657935901227,0.2759271799256455,0.9992154998206132,0.4281705870633131,0.019999999999999962,-0.010000000000000009,,,0.0,1.0,0.0
dof__robust_ossm_ekf,6_3,cohface_6_3,data/cohface_6_3.pkl,0.85,1.06,0.47,0.4488447508331207,-0.985821614466021,3.44,4.16,-0.23,3.3340986888069164,0.3301198,0.4763877381938691,0.193045114439352,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.89,4.05,,,0.4543280870095015,0.1732223437162512,0.318545737410959,0.4605704933037032,0.0049710024855012,1.6595634299427848,1.3291224530608772,0.5109716076210151,0.2558236439365821,1.0704634101215988,0.5474039930328308,-0.040000000000000036,-0.6099999999999999,,,1.0,1.0,1.0
profile1d_linear__robust_ossm_ekf,6_3,cohface_6_3,data/cohface_6_3.pkl,0.92,1.11,0.46,0.6476682202659607,-0.6657802465009957,1.74,1.95,0.41,-0.1893327154686869,0.55013084,0.1350455675227837,1.4896856690359992,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.92,2.83,,,0.4543280870095015,0.1732223437162512,0.3462131243306048,0.3572235920557491,0.0173985086992543,2.034152413151568,1.3291224530608772,0.4211764844544325,0.2304907948429684,0.9973127953161186,0.5821003807289274,0.0,-1.09,,,0.0,1.0,0.0
profile1d_quadratic__robust_ossm_ekf,6_3,cohface_6_3,data/cohface_6_3.pkl,0.48,0.6,0.82,0.3998225438053196,4.544508341791791,0.64,0.89,0.8,5.930499764704771,0.062090486,0.0331400165700082,0.6921077830236229,0.0,1.0,0.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.46,0.69,,,0.4543280870095015,0.1732223437162512,0.2984520834411802,0.2081684000368453,0.0057995028997514,2.139977094991431,1.3291224530608772,0.4284056430292178,0.2939886718754374,1.033922592566749,0.3683506620013194,0.019999999999999962,-0.04999999999999993,,,0.0,1.0,0.0
profile1d_cubic__robust_ossm_ekf,6_3,cohface_6_3,data/cohface_6_3.pkl,0.5,0.62,0.81,0.4196634968582374,4.258749597455872,0.66,0.92,0.79,5.6903724021469255,0.0686034,0.1499585749792875,0.7724173885647878,0.0,1.0,0.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.48,0.7,,,0.4543280870095015,0.1732223437162512,0.3015213712342575,0.199874596263326,0.0057995028997514,2.417425357035289,1.3291224530608772,0.3749377691857764,0.254047645496285,1.1054876543337475,0.36861113357525266,0.020000000000000018,-0.039999999999999925,,,0.0,1.0,0.0
