robust_method,trial_key,video,data_file,time_mae,time_rmse,time_ccc,time_dtw,time_snr,freq_mae,freq_rmse,freq_r,freq_snr,freq_kl,diag_fail_total,diag_nis_mean,diag_nis_pass,diag_nis_overstrict,diag_nis_truefail,base,variant,baseline_method,baseline_time_mae,baseline_freq_mae,baseline_fail_total,baseline_nis_truefail,q_vis_mean,q_drift_mean,q_out_mean,q_harm_mean,q_burst_rate,alpha_R_mean,alpha_Q_mean,g_t_mean,g_z_eff_mean,lambda_mean,instability_u,delta_time_mae,delta_freq_mae,delta_fail_total,delta_nis_truefail,better_time,better_freq,better_dual
of_farneback__robust_ossm_ekf,14_1,cohface_14_1,data/cohface_14_1.pkl,0.66,0.81,0.67,0.4858211927553217,1.8484928028687653,0.43,0.5,0.97,5.998001019859526,0.20008162,0.0251215559157212,1.0082604889663602,1.0,0.0,0.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.65,0.42,,,0.5188269902751399,0.3263316227901665,0.3403457138564822,0.4446141053043393,0.0097244732576985,2.320837788633193,1.6200300833013164,0.4507526793474519,0.2323617043629707,1.011445986242826,0.6773196432185795,0.010000000000000009,0.010000000000000009,,,0.0,0.0,0.0
dof__robust_ossm_ekf,14_1,cohface_14_1,data/cohface_14_1.pkl,0.76,0.96,0.53,0.4180010509482973,0.4436456936832662,3.54,5.29,-0.62,5.060131517229956,0.4383676,0.1110210696920583,0.1543643383122804,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.71,2.37,,,0.5188269902751399,0.3263316227901665,0.3122476591246886,0.380295872499486,0.0032414910858995,1.6166639054339138,1.6200300833013164,0.5435457207702411,0.2649791085281529,1.0735098971647528,0.5666827425343951,0.050000000000000044,1.17,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,14_1,cohface_14_1,data/cohface_14_1.pkl,0.26,0.33,0.95,0.2252350572222287,9.635344652984628,0.08,0.11,1.0,14.579173297935784,0.019760482,0.0016207455429497,0.282566967875365,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.24,0.09,,,0.5188269902751399,0.3263316227901665,0.3064452103459323,0.4676415216966149,0.0072933549432739,1.5894241071852304,1.6200300833013164,0.6876725318585973,0.3058718413163583,1.0530577555482152,0.6244329801886758,0.020000000000000018,-0.009999999999999995,,,0.0,1.0,0.0
profile1d_quadratic__robust_ossm_ekf,14_1,cohface_14_1,data/cohface_14_1.pkl,0.24,0.33,0.95,0.2156376166246271,9.834153046343848,0.06,0.09,1.0,14.040159591529056,0.012944965,0.012965964343598,1.4531082870745515,0.0,0.0,1.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.23,0.04,,,0.5188269902751399,0.3263316227901665,0.3160708793403139,0.5191313769802525,0.0008103727714748,1.822664927610686,1.6200300833013164,0.5383546110866894,0.2602942854052366,0.999148142430735,0.6356591437579324,0.009999999999999981,0.019999999999999997,,,0.0,0.0,0.0
profile1d_cubic__robust_ossm_ekf,14_1,cohface_14_1,data/cohface_14_1.pkl,0.24,0.33,0.95,0.2175131252838945,9.715099545848492,0.06,0.09,1.0,13.924071334479514,0.010999804,0.0121555915721231,0.7946865433543665,0.0,1.0,0.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.23,0.04,,,0.5188269902751399,0.3263316227901665,0.3163388674284279,0.5226443226564529,0.0008103727714748,2.0505417295149364,1.6200300833013164,0.5250395743393134,0.2506048236410364,1.0945766764473863,0.6361083693890839,0.009999999999999981,0.019999999999999997,,,0.0,0.0,0.0
of_farneback__robust_ossm_ekf,14_3,cohface_14_3,data/cohface_14_3.pkl,0.56,0.7,0.75,0.4718212606959981,3.1019192335970103,0.47,0.64,0.81,8.368230597708326,0.10598183,0.0016194331983805,0.8896937186157872,0.0,1.0,0.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.55,0.47,,,0.4109078271451392,0.2162480469462531,0.2839825278696713,0.2631863224793914,0.0040485829959514,2.2442826806006577,1.410871289197881,0.4403488865893714,0.2873635979160444,1.0137683322644742,0.4187616175806867,0.010000000000000009,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,14_3,cohface_14_3,data/cohface_14_3.pkl,0.7,0.91,0.59,0.4535001358423499,0.8310315178167188,1.22,1.77,0.89,4.301938361716838,0.24525222,0.3076923076923077,0.1432231465868532,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.66,0.5,,,0.4109078271451392,0.2162480469462531,0.355262769958679,0.4057454736457916,0.0,1.780970520956006,1.410871289197881,0.4553689071361674,0.228594302668109,1.0746037762952385,0.6061839795289015,0.039999999999999925,0.72,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,14_3,cohface_14_3,data/cohface_14_3.pkl,0.35,0.48,0.89,0.3050327760151082,6.485356839804826,0.27,0.34,0.92,12.03177674682696,0.121140644,0.0080971659919028,0.1803344791958483,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.37,0.28,,,0.4109078271451392,0.2162480469462531,0.2452032367286458,0.3948529748953162,0.0,1.5872573890400423,1.410871289197881,0.6302605353556563,0.3603844403395176,1.0605894116171697,0.42939264589104487,-0.020000000000000018,-0.010000000000000009,,,1.0,1.0,1.0
profile1d_quadratic__robust_ossm_ekf,14_3,cohface_14_3,data/cohface_14_3.pkl,0.39,0.52,0.87,0.341375897817159,5.768484964210679,0.27,0.35,0.91,12.196134643442846,0.098153576,0.0194331983805668,0.7121868449538413,0.0,1.0,0.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.38,0.29,,,0.4109078271451392,0.2162480469462531,0.2380507565202087,0.3952000411876516,0.0,1.8966603151962933,1.410871289197881,0.5174761737899283,0.307324071856961,1.0351129211769177,0.42959704672323085,0.010000000000000009,-0.019999999999999962,,,0.0,1.0,0.0
profile1d_cubic__robust_ossm_ekf,14_3,cohface_14_3,data/cohface_14_3.pkl,0.39,0.52,0.86,0.3442093357102714,5.652546838223945,0.27,0.35,0.91,12.010513949733564,0.09181821,0.0,0.2503803828126048,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.38,0.29,,,0.4109078271451392,0.2162480469462531,0.2381257899788655,0.3932747998408697,0.0,2.072056816543476,1.410871289197881,0.5089731418511101,0.3060513129403008,1.1833438371264031,0.428463197247982,0.010000000000000009,-0.019999999999999962,,,0.0,1.0,0.0
of_farneback__robust_ossm_ekf,15_2,cohface_15_2,data/cohface_15_2.pkl,0.78,0.93,0.57,0.5760959282475943,0.6437542232802247,0.34,0.4,0.88,5.85298713666238,0.3853079,0.4001629991850041,2.047077413944868,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.77,0.33,,,0.4181732872208473,0.273518867578754,0.4449404162537232,0.427406030887703,0.0138549307253463,2.8860870184121588,1.5196858483996327,0.2921561977841621,0.124080622498285,0.9763344152933848,0.8418141430212137,0.010000000000000009,0.010000000000000009,,,0.0,0.0,0.0
dof__robust_ossm_ekf,15_2,cohface_15_2,data/cohface_15_2.pkl,1.02,1.25,0.22,0.5993860013280945,-1.8979125229182452,10.38,10.39,0.99,8.84912713352737,3.0379553,0.0032599837000814,0.1073443393946605,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.94,9.91,,,0.4181732872208473,0.273518867578754,0.3355926905824519,0.180762988532844,0.0024449877750611,2.0596236012483824,1.5196858483996327,0.3634643610260125,0.1940517820661015,1.07806544905529,0.48880427949092264,0.08000000000000007,0.47000000000000064,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,15_2,cohface_15_2,data/cohface_15_2.pkl,0.29,0.37,0.93,0.2421506855197319,8.770833278522066,0.04,0.07,0.99,17.66844043429547,0.0068918485,0.0700896495517522,0.4184698500651409,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.29,0.04,,,0.4181732872208473,0.273518867578754,0.3599092009811205,0.4042716142390568,0.0,1.6595010245297974,1.5196858483996327,0.6697560519816613,0.2876554618359178,1.04390664211147,0.6515224770308994,0.0,0.0,,,0.0,0.0,0.0
profile1d_quadratic__robust_ossm_ekf,15_2,cohface_15_2,data/cohface_15_2.pkl,0.27,0.33,0.94,0.2440838006457956,9.581441933200871,0.03,0.05,1.0,17.692399902410877,0.0028412342,0.1092094539527302,0.4184999316936034,0.0,0.0,1.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.26,0.04,,,0.4181732872208473,0.273518867578754,0.3256151389286629,0.4219478007440578,0.0065199674001629,1.9503403137583109,1.5196858483996327,0.5730629060401127,0.2558555469932799,1.0473933956149868,0.6302491821079492,0.010000000000000009,-0.010000000000000002,,,0.0,1.0,0.0
profile1d_cubic__robust_ossm_ekf,15_2,cohface_15_2,data/cohface_15_2.pkl,0.27,0.34,0.94,0.2442970232127305,9.524335121716506,0.02,0.05,1.0,17.769506436003184,0.0030413866,0.0244498777506112,0.3494731387399363,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.26,0.05,,,0.4181732872208473,0.273518867578754,0.3282496862474341,0.4231706061018895,0.0040749796251018,2.184619946881725,1.5196858483996327,0.5407063112326431,0.2399447168421662,1.162555975340384,0.6257093703140686,0.010000000000000009,-0.030000000000000002,,,0.0,1.0,0.0
of_farneback__robust_ossm_ekf,40_1,cohface_40_1,data/cohface_40_1.pkl,0.72,0.9,0.6,0.4900299016003371,0.91970345008971,4.99,6.74,-0.38,0.1086807432764262,0.41866544,0.0397727272727272,2.2816845530361745,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.72,4.97,,,0.392575295937356,0.2235934667023776,0.434226806829834,0.3115220444584253,0.0284090909090909,2.6939057903507404,1.4248275867345177,0.341016662809157,0.1956711583234412,0.9686812560868096,0.7932563247264439,0.0,0.020000000000000462,,,0.0,0.0,0.0
dof__robust_ossm_ekf,40_1,cohface_40_1,data/cohface_40_1.pkl,0.54,0.67,0.78,0.3976629108788517,3.5369007102797028,3.39,4.59,-0.12,8.136965635008009,0.14725551,0.3993506493506493,0.1145329986152469,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.47,3.37,,,0.392575295937356,0.2235934667023776,0.3924807853564551,0.5261867321951261,0.0040584415584415,1.9267819612193475,1.4248275867345177,0.4503180351644682,0.1758741228682018,1.0771907146370865,0.7547749199814775,0.07000000000000006,0.020000000000000018,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,40_1,cohface_40_1,data/cohface_40_1.pkl,0.94,1.13,0.38,0.574040186013923,-0.6813193764376113,4.53,6.24,-0.03,1.8720650439374296,0.35865605,0.0389610389610389,2.060228864005957,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.97,3.66,,,0.392575295937356,0.2235934667023776,0.4262235099123443,0.3394944166282596,0.0324675324675324,1.934375411704206,1.4248275867345177,0.4916261813279094,0.282215403358369,0.976423688134955,0.7990574065399663,-0.030000000000000027,0.8700000000000001,,,1.0,0.0,0.0
profile1d_quadratic__robust_ossm_ekf,40_1,cohface_40_1,data/cohface_40_1.pkl,0.67,0.89,0.61,0.4788520776008215,1.1483253142115104,3.77,5.33,0.1,2.534460297416849,0.512223,0.0689935064935065,1.7558059928761651,0.0,0.0,1.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.68,4.73,,,0.392575295937356,0.2235934667023776,0.3987108323815217,0.2510276211243351,0.0202922077922077,2.401541996474529,1.4248275867345177,0.3410703460480715,0.205424218090619,0.9824389206151996,0.6811446835701482,-0.010000000000000009,-0.9600000000000004,,,1.0,1.0,1.0
profile1d_cubic__robust_ossm_ekf,40_1,cohface_40_1,data/cohface_40_1.pkl,0.67,0.89,0.61,0.4769013399443328,1.0790223453912942,3.55,5.11,0.18,2.4994931111435514,0.5000386,0.0487012987012987,1.6705650480525367,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.68,4.51,,,0.392575295937356,0.2235934667023776,0.4021289552161883,0.2519255672263473,0.0162337662337662,2.8163350434065104,1.4248275867345177,0.2886040135586167,0.1699451957307678,1.0197206644863082,0.6713416773313671,-0.010000000000000009,-0.96,,,1.0,1.0,1.0
of_farneback__robust_ossm_ekf,25_3,cohface_25_3,data/cohface_25_3.pkl,0.59,0.75,0.73,0.4951826421720864,2.6093786241559207,0.42,0.45,0.95,5.741251066527317,0.15510762,0.0122249388753056,2.607920650278173,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.59,0.41,,,0.8335137527560581,0.2408259804852695,0.4050751662673695,0.4524349885220696,0.0293398533007334,2.0679946242555483,1.457569362922012,0.4740103668131091,0.2456249651296745,0.9671175385408268,0.6591798336231196,0.0,0.010000000000000009,,,0.0,0.0,0.0
dof__robust_ossm_ekf,25_3,cohface_25_3,data/cohface_25_3.pkl,0.78,0.97,0.54,0.5293941238975631,0.4509490060805193,2.03,2.96,-0.93,9.816056556909128,0.5506617,0.5998370008149959,0.2165023879607597,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.69,0.46,,,0.8335137527560581,0.2408259804852695,0.3423430627174089,0.4872355950762274,0.0032599837000814,1.5798143626475376,1.457569362922012,0.6617323276495308,0.3082081458083324,1.0679101699330695,0.4874197389435524,0.09000000000000008,1.5699999999999998,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,25_3,cohface_25_3,data/cohface_25_3.pkl,0.6,0.73,0.73,0.4416221391477155,2.7552709824257176,0.34,0.43,0.98,8.201968199831173,0.11268255,0.0032599837000814,1.7646387867682571,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.48,0.36,,,0.8335137527560581,0.2408259804852695,0.3271583544985842,0.3507238565397305,0.0040749796251018,1.5760189834379383,1.457569362922012,0.6091204729129542,0.3730763371124084,0.9828249605582206,0.3847941125581431,0.12,-0.019999999999999962,,,0.0,1.0,0.0
profile1d_quadratic__robust_ossm_ekf,25_3,cohface_25_3,data/cohface_25_3.pkl,0.59,0.73,0.74,0.4766357470372842,2.776122124542395,0.38,0.4,0.97,7.868728691894633,0.12601613,0.0309698451507742,2.333872169372208,0.0,0.0,1.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.48,0.32,,,0.8335137527560581,0.2408259804852695,0.3455566725340739,0.3408339519542938,0.0236348818255908,1.7957012700953554,1.457569362922012,0.46281850198733,0.2680305339833204,0.9723313279175756,0.48722033982840796,0.10999999999999999,0.06,,,0.0,0.0,0.0
profile1d_cubic__robust_ossm_ekf,25_3,cohface_25_3,data/cohface_25_3.pkl,0.62,0.76,0.72,0.4921941147209921,2.518792350542477,0.46,0.48,0.94,6.919221936331425,0.11366051,0.0073349633251833,2.214266772996269,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.5,0.34,,,0.8335137527560581,0.2408259804852695,0.3406004563854297,0.3357016589115084,0.0203748981255093,2.0896589199675426,1.457569362922012,0.4046229783790334,0.2345498760981718,0.9990062801087636,0.46298803488009416,0.12,0.12,,,0.0,0.0,0.0
of_farneback__robust_ossm_ekf,29_0,cohface_29_0,data/cohface_29_0.pkl,0.41,0.51,0.87,0.409217345774315,5.84036348756935,0.08,0.11,0.99,11.920255981975838,0.03960234,0.0074280408542246,2.185971405757289,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.41,0.08,,,0.6942766841243689,0.2323388432303713,0.3014584174920948,0.4283973977102914,0.0092850510677808,1.9382996515960835,1.4414438021377054,0.4690050277579602,0.2429890988291419,0.963518082710426,0.4598532045784478,0.0,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,29_0,cohface_29_0,data/cohface_29_0.pkl,0.42,0.56,0.84,0.3692547125412641,5.013891728597704,0.16,0.21,0.94,14.42311675580901,0.3174418,0.4280408542246982,0.0641494425181495,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.42,0.15,,,0.6942766841243689,0.2323388432303713,0.2922989743646162,0.5360771348802481,0.0018570102135561,1.8276311005066703,1.4414438021377054,0.5052262898828511,0.134364459911336,1.08210044308216,0.45896232642952556,0.0,0.010000000000000009,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,29_0,cohface_29_0,data/cohface_29_0.pkl,0.45,0.61,0.82,0.4107397652108359,4.389248043402426,0.14,0.17,0.97,11.078891411322726,0.060704686,0.0376044568245125,1.6520428392331523,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.38,0.12,,,0.6942766841243689,0.2323388432303713,0.3038516379517935,0.4562691724700641,0.0060352831940575,1.7456786783415004,1.4414438021377054,0.5240793872405456,0.2681144608146379,0.9856072246175676,0.46741849194984353,0.07,0.020000000000000018,,,0.0,0.0,0.0
profile1d_quadratic__robust_ossm_ekf,29_0,cohface_29_0,data/cohface_29_0.pkl,0.38,0.49,0.88,0.3598692643248185,6.299477287530197,0.09,0.11,0.99,14.344847626053657,0.0720405,0.0478180129990714,2.0952734056161617,0.0,0.0,1.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.33,0.07,,,0.6942766841243689,0.2323388432303713,0.2940405158497428,0.4227888539929207,0.0060352831940575,1.8674982322719729,1.4414438021377054,0.4346863469314788,0.2281291332260476,0.9720539816995644,0.431254349374107,0.04999999999999999,0.01999999999999999,,,0.0,0.0,0.0
profile1d_cubic__robust_ossm_ekf,29_0,cohface_29_0,data/cohface_29_0.pkl,0.39,0.5,0.88,0.3747322824416829,6.034855980246739,0.1,0.12,0.99,14.102520726536554,0.07301245,0.021819870009285,2.047952819606075,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.34,0.07,,,0.6942766841243689,0.2323388432303713,0.2957308153177156,0.4250436569334438,0.0060352831940575,2.130044001406097,1.4414438021377054,0.3796094342777755,0.1968327361281308,0.9916673431404048,0.4354157218155382,0.04999999999999999,0.03,,,0.0,0.0,0.0
of_farneback__robust_ossm_ekf,34_0,cohface_34_0,data/cohface_34_0.pkl,0.31,0.43,0.91,0.2871358418162345,7.297759089659857,0.11,0.14,0.94,12.560497380451167,0.0333129,0.0008169934640522,0.1850145509813774,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.3,0.11,,,0.7591666587265796,0.1592032685738326,0.2833548061432235,0.0246780386282076,0.0,1.8157124052301352,1.302486210290282,0.5867285611315813,0.5087264786889862,1.0517822613703105,0.10670944249514254,0.010000000000000009,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,34_0,cohface_34_0,data/cohface_34_0.pkl,0.53,0.69,0.74,0.4119424410879524,3.128885261145882,0.33,0.41,0.77,7.818150284257282,0.04639234,0.0898692810457516,0.1438617782336665,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.52,0.3,,,0.7591666587265796,0.1592032685738326,0.3251897292280678,0.1860297230699211,0.005718954248366,1.626298601969579,1.302486210290282,0.6122546882206126,0.3621841986998558,1.0752188533844973,0.2628702940949259,0.010000000000000009,0.030000000000000027,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,34_0,cohface_34_0,data/cohface_34_0.pkl,0.31,0.45,0.9,0.2911047996195276,6.997379191132596,0.16,0.19,0.9,13.076012490214852,0.057908203,0.0310457516339869,0.0804001348450953,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.32,0.16,,,0.7591666587265796,0.1592032685738326,0.3001503178692146,0.0029934725441857,0.0,1.5443486867387384,1.302486210290282,0.6593771653576521,0.588917392398008,1.068657029527599,0.13486358325833303,-0.010000000000000009,0.0,,,1.0,0.0,0.0
profile1d_quadratic__robust_ossm_ekf,34_0,cohface_34_0,data/cohface_34_0.pkl,0.29,0.42,0.91,0.274123734902705,7.495363228454561,0.12,0.13,0.98,15.476483211496188,0.09846884,0.0,0.2100995175426069,0.0,0.0,1.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.31,0.12,,,0.7591666587265796,0.1592032685738326,0.2922743365180038,0.0062571163011448,0.0,1.7008707159243193,1.302486210290282,0.56150598912074,0.4928795038754135,1.0667893281406742,0.12166115803736717,-0.020000000000000018,0.0,,,1.0,0.0,0.0
profile1d_cubic__robust_ossm_ekf,34_0,cohface_34_0,data/cohface_34_0.pkl,0.29,0.42,0.91,0.2747158056039055,7.529366045436419,0.11,0.13,0.98,15.53845374743237,0.10041062,0.0,0.1530963720236639,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.31,0.11,,,0.7591666587265796,0.1592032685738326,0.2918005333618025,0.0074701256839247,0.0,1.93386955362804,1.302486210290282,0.5340909409072654,0.4658393267784219,1.2222983820987765,0.120866926758716,-0.020000000000000018,0.0,,,1.0,0.0,0.0
of_farneback__robust_ossm_ekf,17_3,cohface_17_3,data/cohface_17_3.pkl,0.47,0.56,0.84,0.4052890419197809,5.062348101390324,0.08,0.11,0.95,12.3512655035715,0.06713502,0.0040355125100887,1.2103824736431796,0.0,1.0,0.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.46,0.08,,,0.6794364841587833,0.3364671202660181,0.3303818009398357,0.4805351118435109,0.003228410008071,1.8364086997006823,1.639287528505435,0.5821921042703315,0.2911452685019681,1.0056267709172166,0.5962560886091973,0.009999999999999953,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,17_3,cohface_17_3,data/cohface_17_3.pkl,0.47,0.59,0.83,0.3504595597341358,4.78578960280281,0.31,0.34,0.53,14.231057580209164,0.16230191,0.5730427764326069,0.1535105592112079,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.46,0.28,,,0.6794364841587833,0.3364671202660181,0.3332039961924588,0.4986699278974036,0.003228410008071,1.604872875539292,1.639287528505435,0.6041599458166447,0.2737245016128871,1.0735815199703125,0.6116672032016409,0.009999999999999953,0.02999999999999997,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,17_3,cohface_17_3,data/cohface_17_3.pkl,0.65,0.81,0.68,0.4651381424073649,1.912427305134328,1.57,3.6,-0.43,6.763549937556613,0.17676635,0.0072639225181598,1.8833348475556784,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.53,0.35,,,0.6794364841587833,0.3364671202660181,0.3656813768564964,0.4282461478582541,0.0072639225181598,1.659875244023059,1.639287528505435,0.5792697116327251,0.3068115429177924,0.9774014216527906,0.6406042567430277,0.12,1.2200000000000002,,,0.0,0.0,0.0
profile1d_quadratic__robust_ossm_ekf,17_3,cohface_17_3,data/cohface_17_3.pkl,0.47,0.57,0.84,0.375773021110999,5.02982314172602,0.38,0.42,0.89,9.854451854240745,0.054966986,0.0831315577078288,2.357763385713607,0.0,0.0,1.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.39,0.31,,,0.6794364841587833,0.3364671202660181,0.3656571408926756,0.4153123482984246,0.0104923325262308,1.853613454512525,1.639287528505435,0.4466111840515399,0.2332214393750312,0.9641870480898272,0.6457231021977208,0.07999999999999996,0.07,,,0.0,0.0,0.0
profile1d_cubic__robust_ossm_ekf,17_3,cohface_17_3,data/cohface_17_3.pkl,0.5,0.62,0.81,0.3978243004759248,4.261135115726243,0.46,0.51,0.87,9.040485341709124,0.07720351,0.0589184826472962,2.505303583966552,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.43,0.4,,,0.6794364841587833,0.3364671202660181,0.3682305103152294,0.4268047769031567,0.0121065375302663,2.165915525799783,1.639287528505435,0.3721860543416334,0.1938930163097482,0.9630153858295812,0.6631934971149436,0.07,0.06,,,0.0,0.0,0.0
of_farneback__robust_ossm_ekf,22_2,cohface_22_2,data/cohface_22_2.pkl,0.33,0.42,0.91,0.2801760510220436,7.598836637519755,0.06,0.09,0.92,18.553548854343354,0.10539576,0.0206611570247933,0.5120215448967558,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.32,0.06,,,0.6303505070583594,0.1707372464612709,0.3077857065966681,0.40885046698528,0.0,1.80045416311872,1.3244007682764147,0.6766843051491043,0.3088484646251639,1.0312102986892442,0.40421826232981295,0.010000000000000009,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,22_2,cohface_22_2,data/cohface_22_2.pkl,0.94,1.18,0.25,0.5393211982805632,-1.2564533656903074,10.95,10.96,0.85,10.46114381202768,3.11505,0.0297520661157024,0.1666095668759245,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.8,10.62,,,0.6303505070583594,0.1707372464612709,0.3403524071210634,0.2279957888449549,0.0041322314049586,1.8913580639051188,1.3244007682764147,0.469432846319806,0.2772323262133213,1.0726746244901897,0.3686507655079846,0.1399999999999999,0.33000000000000007,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,22_2,cohface_22_2,data/cohface_22_2.pkl,0.24,0.3,0.95,0.2144185057013276,10.407688040884237,0.07,0.1,0.88,20.704967204131304,0.06448484,0.1008264462809917,0.7667515691580401,0.0,1.0,0.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.24,0.09,,,0.6303505070583594,0.1707372464612709,0.383756677765872,0.3778746281674957,0.0,1.598156965647651,1.3244007682764147,0.7041622144834525,0.268193537619478,1.0219743510193589,0.513324731564758,0.0,-0.01999999999999999,,,0.0,1.0,0.0
profile1d_quadratic__robust_ossm_ekf,22_2,cohface_22_2,data/cohface_22_2.pkl,0.23,0.29,0.96,0.2151416378599812,10.713403384185318,0.06,0.1,0.89,21.913308471914924,0.061980173,0.0355371900826446,0.7555638145744465,0.0,1.0,0.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.24,0.07,,,0.6303505070583594,0.1707372464612709,0.3177435389480519,0.3732469727424666,0.0016528925619834,1.702980682901757,1.3244007682764147,0.6462562156527135,0.2884005949692323,1.0279668703170477,0.4064836444838342,-0.009999999999999981,-0.010000000000000009,,,1.0,1.0,1.0
profile1d_cubic__robust_ossm_ekf,22_2,cohface_22_2,data/cohface_22_2.pkl,0.24,0.31,0.95,0.2201269750930658,10.287302903857128,0.05,0.09,0.91,22.187826384140624,0.062068455,0.0024793388429752,0.5306736656585053,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.25,0.07,,,0.6303505070583594,0.1707372464612709,0.3165489153834002,0.3736975535189732,0.0033057851239669,1.931359482516109,1.3244007682764147,0.6227794068992091,0.2670729089094635,1.1281075673988137,0.4112879277743421,-0.010000000000000009,-0.020000000000000004,,,1.0,1.0,1.0
of_farneback__robust_ossm_ekf,10_3,cohface_10_3,data/cohface_10_3.pkl,0.4,0.52,0.86,0.3275515856559673,5.683591619664482,0.13,0.17,0.99,9.423275233408294,0.06163565,0.004071661237785,0.3269174285810744,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.41,0.14,,,0.5629701749799291,0.1487042139784726,0.2929922409897372,0.3809266226754096,0.004071661237785,1.8726646400759812,1.282538006559098,0.6472547999480405,0.3546985309265336,1.042979981719528,0.3911732666611071,-0.009999999999999953,-0.010000000000000009,,,1.0,1.0,1.0
