video,data_file,method,rate_source,MAE,RMSE,MAPE,PearsonR,n_windows,est_bpm_avg,gt_bpm_avg,track_hz_median,track_hz_std,external_output_blend_mean,external_posterior_blend_mean
mahnob_10,mahnob_10.pkl,parh_ossm,final_track_hz,2.47,2.83,18.88,0.51,107,16.097200262396985,13.681165160517775,0.2684574847496918,0.0371976177088251,0.19871521379189339,0.06793026686210414
mahnob_10,mahnob_10.pkl,parh_ossm,native_smoothed_track_hz,2.68,2.98,20.72,0.46,107,16.327069461830124,13.681165160517775,0.2712550712056065,0.05354504826766937,0.19871521379189339,0.06793026686210414
mahnob_10,mahnob_10.pkl,parh_ossm,native_causal_track_hz,2.42,2.82,18.69,0.33,107,15.931981252880092,13.681165160517775,0.27025968459532346,0.08739481411953016,0.19871521379189339,0.06793026686210414
mahnob_10,mahnob_10.pkl,parh_ossm,external_output_rate_t,2.58,2.98,19.51,0.57,107,16.239018716408875,13.681165160517775,0.27886859193841446,0.03439681282766476,0.19871521379189339,0.06793026686210414
mahnob_10,mahnob_10.pkl,parh_ossm,external_rate_posterior_mode_t,3.67,3.87,28.07,0.59,107,17.355908694216108,13.681165160517775,0.2858533929086007,0.020612623152122984,0.19871521379189339,0.06793026686210414
mahnob_10,mahnob_10.pkl,parh_ossm,external_rate_posterior_mean_t,2.03,2.33,15.81,0.51,107,15.619055969367244,13.681165160517775,0.256372151062363,0.020277761040122657,0.19871521379189339,0.06793026686210414
mahnob_10,mahnob_10.pkl,parh_ossm,state_freq_t,2.74,3.13,21.16,0.3,107,16.330727232344465,13.681165160517775,0.27561986725110577,0.024682476535204226,0.19871521379189339,0.06793026686210414
mahnob_1042,mahnob_1042.pkl,parh_ossm,final_track_hz,3.28,3.66,25.85,0.43,78,14.333893742027472,14.230819704668857,0.24076499482363628,0.02671354663108448,0.2297791995505823,0.02507041881464792
mahnob_1042,mahnob_1042.pkl,parh_ossm,native_smoothed_track_hz,3.03,3.41,25.19,0.57,78,14.899239934159205,14.230819704668857,0.2384552722449935,0.05883700710167758,0.2297791995505823,0.02507041881464792
mahnob_1042,mahnob_1042.pkl,parh_ossm,native_causal_track_hz,3.02,3.53,23.1,0.51,78,13.720154323486085,14.230819704668857,0.2302900463311964,0.09523374201248189,0.2297791995505823,0.02507041881464792
mahnob_1042,mahnob_1042.pkl,parh_ossm,external_output_rate_t,3.36,3.79,26.09,0.29,78,14.18517024637374,14.230819704668857,0.2422715206581085,0.01772300239508127,0.2297791995505823,0.02507041881464792
mahnob_1042,mahnob_1042.pkl,parh_ossm,external_rate_posterior_mode_t,3.09,3.47,24.28,0.66,78,14.497212477497833,14.230819704668857,0.2449533671369867,0.02052426476748333,0.2297791995505823,0.02507041881464792
mahnob_1042,mahnob_1042.pkl,parh_ossm,external_rate_posterior_mean_t,3.5,4.01,25.31,0.17,78,13.272061094276292,14.230819704668857,0.221929862079806,0.010049756488011626,0.2297791995505823,0.02507041881464792
mahnob_1042,mahnob_1042.pkl,parh_ossm,state_freq_t,2.94,3.34,22.69,0.96,78,14.159339879155477,14.230819704668857,0.2339693860156875,0.015624912262729882,0.2297791995505823,0.02507041881464792
mahnob_1044,mahnob_1044.pkl,parh_ossm,final_track_hz,1.92,2.36,18.7,0.11,54,12.308271462526104,11.386419971835652,0.21827239335048804,0.03573850841803124,0.2469909382281953,0.042407285902482626
mahnob_1044,mahnob_1044.pkl,parh_ossm,native_smoothed_track_hz,1.63,1.99,15.36,0.45,54,12.051559265301528,11.386419971835652,0.21016467598078364,0.05730313963448663,0.2469909382281953,0.042407285902482626
mahnob_1044,mahnob_1044.pkl,parh_ossm,native_causal_track_hz,1.58,1.96,15.29,0.29,54,11.800415816592269,11.386419971835652,0.19612584682629228,0.08542632458451092,0.2469909382281953,0.042407285902482626
mahnob_1044,mahnob_1044.pkl,parh_ossm,external_output_rate_t,2.25,2.85,22.67,-0.05,54,13.090733062759965,11.386419971835652,0.23000756330261152,0.03214936416765324,0.2469909382281953,0.042407285902482626
mahnob_1044,mahnob_1044.pkl,parh_ossm,external_rate_posterior_mode_t,3.38,3.86,33.09,0.32,54,14.765170975511726,11.386419971835652,0.24706231643260324,0.027372543358840738,0.2469909382281953,0.042407285902482626
mahnob_1044,mahnob_1044.pkl,parh_ossm,external_rate_posterior_mean_t,1.78,2.24,17.81,0.38,54,12.728570893760839,11.386419971835652,0.2173751934791886,0.023915631922894,0.2469909382281953,0.042407285902482626
mahnob_1044,mahnob_1044.pkl,parh_ossm,state_freq_t,1.42,1.68,13.21,0.55,54,11.616284367691422,11.386419971835652,0.19453811403595805,0.03781634076376382,0.2469909382281953,0.042407285902482626
mahnob_1046,mahnob_1046.pkl,parh_ossm,final_track_hz,3.69,4.39,18.31,0.88,67,14.972363650895147,18.47644121027755,0.2454911685005497,0.039119069027345924,0.24211262423116606,0.04061577789845095
mahnob_1046,mahnob_1046.pkl,parh_ossm,native_smoothed_track_hz,3.81,4.65,18.78,0.73,67,14.89789930816597,18.47644121027755,0.24303881556648238,0.05597633552113548,0.24211262423116606,0.04061577789845095
mahnob_1046,mahnob_1046.pkl,parh_ossm,native_causal_track_hz,3.9,4.74,19.33,0.65,67,14.965529882352481,18.47644121027755,0.24171361105411115,0.08820398040245668,0.24211262423116606,0.04061577789845095
mahnob_1046,mahnob_1046.pkl,parh_ossm,external_output_rate_t,3.63,4.15,18.25,0.94,67,14.960699264533542,18.47644121027755,0.2573620654688065,0.037297205080470956,0.24211262423116606,0.04061577789845095
mahnob_1046,mahnob_1046.pkl,parh_ossm,external_rate_posterior_mode_t,3.51,4.17,17.32,0.91,67,14.985057589263551,18.47644121027755,0.2626220584853817,0.045402099031286045,0.24211262423116606,0.04061577789845095
mahnob_1046,mahnob_1046.pkl,parh_ossm,external_rate_posterior_mean_t,3.96,4.54,19.98,0.95,67,14.852768863677179,18.47644121027755,0.2570203294048573,0.02147053764787554,0.24211262423116606,0.04061577789845095
mahnob_1046,mahnob_1046.pkl,parh_ossm,state_freq_t,3.54,4.25,18.01,0.86,67,15.649388751101927,18.47644121027755,0.25667934692230965,0.018384806808810227,0.24211262423116606,0.04061577789845095
mahnob_1048,mahnob_1048.pkl,parh_ossm,final_track_hz,4.41,5.01,27.26,0.08,41,12.738507305949314,15.927091999369464,0.22520903606963746,0.03253324411533244,0.24703163534833747,0.0472325431836118
mahnob_1048,mahnob_1048.pkl,parh_ossm,native_smoothed_track_hz,4.08,4.64,25.4,0.34,41,13.03959563318755,15.927091999369464,0.22436108286202616,0.050020174495061104,0.24703163534833747,0.0472325431836118
mahnob_1048,mahnob_1048.pkl,parh_ossm,native_causal_track_hz,5.23,6.01,31.01,0.13,41,11.364742828639221,15.927091999369464,0.20677493602120364,0.09396144890154155,0.24703163534833747,0.0472325431836118
mahnob_1048,mahnob_1048.pkl,parh_ossm,external_output_rate_t,4.74,5.35,29.82,-0.88,41,12.800887924820689,15.927091999369464,0.22031232426952277,0.02207109869740333,0.24703163534833747,0.0472325431836118
mahnob_1048,mahnob_1048.pkl,parh_ossm,external_rate_posterior_mode_t,4.34,4.93,29.09,-0.99,41,13.978941538275965,15.927091999369464,0.25191043075632713,0.02287447482916943,0.24703163534833747,0.0472325431836118
mahnob_1048,mahnob_1048.pkl,parh_ossm,external_rate_posterior_mean_t,4.31,4.88,27.41,-0.83,41,13.286796609961169,15.927091999369464,0.22857104278349819,0.013650785110007063,0.24703163534833747,0.0472325431836118
mahnob_1048,mahnob_1048.pkl,parh_ossm,state_freq_t,4.18,4.86,25.3,0.37,41,12.65899835723712,15.927091999369464,0.21846735718271484,0.0350981097583591,0.24703163534833747,0.0472325431836118
mahnob_1050,mahnob_1050.pkl,parh_ossm,final_track_hz,3.32,3.58,24.51,-0.16,87,15.506542080460166,14.378113130996457,0.25463843934934305,0.025069382639864544,0.17788199554838943,0.0530164391928585
mahnob_1050,mahnob_1050.pkl,parh_ossm,native_smoothed_track_hz,3.48,3.77,25.33,-0.17,87,15.339138801229904,14.378113130996457,0.2541613716754375,0.05071058318186903,0.17788199554838943,0.0530164391928585
mahnob_1050,mahnob_1050.pkl,parh_ossm,native_causal_track_hz,3.42,3.73,24.9,-0.42,87,15.270352030617577,14.378113130996457,0.24846429093725486,0.08564344272798921,0.17788199554838943,0.0530164391928585
mahnob_1050,mahnob_1050.pkl,parh_ossm,external_output_rate_t,3.22,3.5,24.57,0.13,87,15.954247903087738,14.378113130996457,0.2640184148624304,0.010343629644524155,0.17788199554838943,0.0530164391928585
mahnob_1050,mahnob_1050.pkl,parh_ossm,external_rate_posterior_mode_t,3.39,3.72,26.19,-0.01,87,16.285722358847224,14.378113130996457,0.26977214111605924,0.014947176172931934,0.17788199554838943,0.0530164391928585
mahnob_1050,mahnob_1050.pkl,parh_ossm,external_rate_posterior_mean_t,3.01,3.25,22.5,0.27,87,15.472678515481453,14.378113130996457,0.2593984259360904,0.009997980985578112,0.17788199554838943,0.0530164391928585
mahnob_1050,mahnob_1050.pkl,parh_ossm,state_freq_t,3.11,3.35,23.27,0.14,87,15.596466254690917,14.378113130996457,0.2633423031468163,0.019121474993615502,0.17788199554838943,0.0530164391928585
mahnob_1052,mahnob_1052.pkl,parh_ossm,final_track_hz,2.65,3.7,14.86,0.93,69,12.530841162617781,14.848309978749802,0.2067009194714639,0.030119222431188773,0.2663794786461645,0.0334778693497425
mahnob_1052,mahnob_1052.pkl,parh_ossm,native_smoothed_track_hz,3.09,4.0,18.29,0.79,69,12.67024957466243,14.848309978749802,0.20450814809674356,0.056497504389342854,0.2663794786461645,0.0334778693497425
mahnob_1052,mahnob_1052.pkl,parh_ossm,native_causal_track_hz,3.68,4.62,21.76,0.79,69,11.34122595287182,14.848309978749802,0.1794523586607645,0.09273160479644617,0.2663794786461645,0.0334778693497425
mahnob_1052,mahnob_1052.pkl,parh_ossm,external_output_rate_t,2.36,3.37,13.13,0.91,69,12.64231746724663,14.848309978749802,0.2023133659891499,0.02645877790554955,0.2663794786461645,0.0334778693497425
mahnob_1052,mahnob_1052.pkl,parh_ossm,external_rate_posterior_mode_t,2.21,2.91,13.29,0.91,69,13.679382453044484,14.848309978749802,0.2315515884372577,0.023609547922034187,0.2663794786461645,0.0334778693497425
mahnob_1052,mahnob_1052.pkl,parh_ossm,external_rate_posterior_mean_t,2.69,3.76,15.17,0.9,69,12.673368802368365,14.848309978749802,0.2136886788275893,0.015177316391954175,0.2663794786461645,0.0334778693497425
mahnob_1052,mahnob_1052.pkl,parh_ossm,state_freq_t,2.78,3.91,15.53,0.85,69,12.266591891080393,14.848309978749802,0.19244947745301574,0.022118019065343213,0.2663794786461645,0.0334778693497425
mahnob_1054,mahnob_1054.pkl,parh_ossm,final_track_hz,2.67,3.43,25.44,-0.3,57,14.121320952476246,12.647200287913714,0.24209177486782313,0.03749284406730241,0.3704393975899889,0.024449108916221176
mahnob_1054,mahnob_1054.pkl,parh_ossm,native_smoothed_track_hz,3.91,4.18,34.36,0.84,57,16.553790297722106,12.647200287913714,0.2910394774496818,0.058364551448742745,0.3704393975899889,0.024449108916221176
mahnob_1054,mahnob_1054.pkl,parh_ossm,native_causal_track_hz,4.25,4.59,38.01,0.8,57,16.896874337612783,12.647200287913714,0.2893409140812981,0.08975474239644819,0.3704393975899889,0.024449108916221176
mahnob_1054,mahnob_1054.pkl,parh_ossm,external_output_rate_t,3.86,4.23,32.34,-0.83,57,12.182531204348805,12.647200287913714,0.18998349160706396,0.05289624566935515,0.3704393975899889,0.024449108916221176
mahnob_1054,mahnob_1054.pkl,parh_ossm,external_rate_posterior_mode_t,4.52,5.19,40.1,-0.92,57,13.74852927629355,12.647200287913714,0.22023329700891406,0.05981419912141416,0.3704393975899889,0.024449108916221176
mahnob_1054,mahnob_1054.pkl,parh_ossm,external_rate_posterior_mean_t,2.75,3.68,26.89,-0.25,57,14.905551894732662,12.647200287913714,0.2605934809638572,0.020162916086281773,0.3704393975899889,0.024449108916221176
mahnob_1054,mahnob_1054.pkl,parh_ossm,state_freq_t,4.26,4.63,38.55,0.94,57,16.910507954230553,12.647200287913714,0.2713354074138777,0.019572174627629387,0.3704393975899889,0.024449108916221176
mahnob_1056,mahnob_1056.pkl,parh_ossm,final_track_hz,3.11,4.03,30.74,0.47,82,16.4323711143024,13.599502303986169,0.2696971617258365,0.03097813190962709,0.2538299293558445,0.037403852986485915
mahnob_1056,mahnob_1056.pkl,parh_ossm,native_smoothed_track_hz,3.06,3.96,30.09,0.12,82,15.938529162760194,13.599502303986169,0.2632743913987592,0.06398475270983893,0.2538299293558445,0.037403852986485915
mahnob_1056,mahnob_1056.pkl,parh_ossm,native_causal_track_hz,3.0,3.7,28.57,0.03,82,15.194360105393807,13.599502303986169,0.2558893530562274,0.09997384543815864,0.2538299293558445,0.037403852986485915
mahnob_1056,mahnob_1056.pkl,parh_ossm,external_output_rate_t,3.53,4.45,34.46,0.57,82,17.034471834203984,13.599502303986169,0.2836823702359914,0.01369132869480648,0.2538299293558445,0.037403852986485915
mahnob_1056,mahnob_1056.pkl,parh_ossm,external_rate_posterior_mode_t,3.7,4.54,35.13,0.33,82,17.01563010238848,13.599502303986169,0.2727081642969196,0.0288249991527563,0.2538299293558445,0.037403852986485915
mahnob_1056,mahnob_1056.pkl,parh_ossm,external_rate_posterior_mean_t,2.86,3.89,29.04,0.37,82,16.08064082623143,13.599502303986169,0.2636874908110941,0.010083734262447273,0.2538299293558445,0.037403852986485915
mahnob_1056,mahnob_1056.pkl,parh_ossm,state_freq_t,3.07,4.19,31.21,0.05,82,16.338709370760174,13.599502303986169,0.2732285001674862,0.017522808156702388,0.2538299293558445,0.037403852986485915
mahnob_1058,mahnob_1058.pkl,parh_ossm,final_track_hz,3.81,4.64,22.66,0.86,115,11.91315150760785,15.140327165348783,0.1949244339117734,0.024752155264672917,0.2643802196826383,0.025732444285486596
mahnob_1058,mahnob_1058.pkl,parh_ossm,native_smoothed_track_hz,3.15,3.83,19.0,0.85,115,12.435895284726941,15.140327165348783,0.19946195660030946,0.055863403211510974,0.2643802196826383,0.025732444285486596
mahnob_1058,mahnob_1058.pkl,parh_ossm,native_causal_track_hz,3.5,4.25,20.72,0.9,115,12.076439640119258,15.140327165348783,0.1883627355444283,0.08606779384109862,0.2643802196826383,0.025732444285486596
mahnob_1058,mahnob_1058.pkl,parh_ossm,external_output_rate_t,4.19,5.2,24.62,0.58,115,11.554545636874295,15.140327165348783,0.19161741979230232,0.02190399468789201,0.2643802196826383,0.025732444285486596
mahnob_1058,mahnob_1058.pkl,parh_ossm,external_rate_posterior_mode_t,4.18,5.0,25.25,0.54,115,11.69968544272685,15.140327165348783,0.18330200624235918,0.029389910833648083,0.2643802196826383,0.025732444285486596
mahnob_1058,mahnob_1058.pkl,parh_ossm,external_rate_posterior_mean_t,2.98,3.52,19.08,0.87,115,13.421369422153084,15.140327165348783,0.22460923569978705,0.027314995713075635,0.2643802196826383,0.025732444285486596
mahnob_1058,mahnob_1058.pkl,parh_ossm,state_freq_t,3.27,3.86,19.87,0.91,115,12.449893145560095,15.140327165348783,0.19068439261581033,0.03252586588688332,0.2643802196826383,0.025732444285486596
mahnob_1060,mahnob_1060.pkl,parh_ossm,final_track_hz,4.56,4.9,52.84,0.76,86,14.340251471135682,9.777355591471794,0.2466696069619738,0.024909482307144192,0.3333576311636025,0.029742609524531324
mahnob_1060,mahnob_1060.pkl,parh_ossm,native_smoothed_track_hz,5.84,6.25,67.77,0.45,86,15.619574831157458,9.777355591471794,0.25581242333843823,0.044465921720537524,0.3333576311636025,0.029742609524531324
mahnob_1060,mahnob_1060.pkl,parh_ossm,native_causal_track_hz,5.72,6.17,66.57,0.39,86,15.496300621267713,9.777355591471794,0.24783680413946818,0.07924553594533847,0.3333576311636025,0.029742609524531324
mahnob_1060,mahnob_1060.pkl,parh_ossm,external_output_rate_t,3.81,4.23,44.51,0.64,86,13.537658757904241,9.777355591471794,0.2366451752070772,0.03283557985506842,0.3333576311636025,0.029742609524531324
mahnob_1060,mahnob_1060.pkl,parh_ossm,external_rate_posterior_mode_t,4.52,4.86,52.86,0.89,86,14.30201575721423,9.777355591471794,0.23925279777523936,0.031307902289085754,0.3333576311636025,0.029742609524531324
mahnob_1060,mahnob_1060.pkl,parh_ossm,external_rate_posterior_mean_t,4.48,4.77,51.51,0.8,86,14.26060865389989,9.777355591471794,0.2525400834298097,0.028810940662528987,0.3333576311636025,0.029742609524531324
mahnob_1060,mahnob_1060.pkl,parh_ossm,state_freq_t,6.34,6.95,74.28,-0.07,86,16.121113912923043,9.777355591471794,0.24373721128446105,0.02895685257313999,0.3333576311636025,0.029742609524531324
mahnob_1062,mahnob_1062.pkl,parh_ossm,final_track_hz,3.73,4.47,30.71,-0.41,90,14.704060429748342,14.675383797151822,0.24151922578583454,0.03510741487406963,0.2100019152087746,0.038905800036869255
mahnob_1062,mahnob_1062.pkl,parh_ossm,native_smoothed_track_hz,4.14,4.99,34.68,-0.75,90,15.10469027494859,14.675383797151822,0.24214393647237448,0.06579153358489193,0.2100019152087746,0.038905800036869255
mahnob_1062,mahnob_1062.pkl,parh_ossm,native_causal_track_hz,3.76,4.46,30.54,-0.31,90,14.487149795501931,14.675383797151822,0.23722657462917335,0.09073643038950849,0.2100019152087746,0.038905800036869255
mahnob_1062,mahnob_1062.pkl,parh_ossm,external_output_rate_t,3.5,4.23,28.86,-0.15,90,14.631829294348492,14.675383797151822,0.2551159008754722,0.02929412713146353,0.2100019152087746,0.038905800036869255
mahnob_1062,mahnob_1062.pkl,parh_ossm,external_rate_posterior_mode_t,3.53,4.16,28.79,-0.03,90,14.75595039483893,14.675383797151822,0.25385826311638854,0.03568196754126546,0.2100019152087746,0.038905800036869255
mahnob_1062,mahnob_1062.pkl,parh_ossm,external_rate_posterior_mean_t,3.35,3.92,25.9,0.05,90,13.90916990497381,14.675383797151822,0.23136837369287502,0.02256590324673286,0.2100019152087746,0.038905800036869255
mahnob_1062,mahnob_1062.pkl,parh_ossm,state_freq_t,3.45,4.13,27.71,-0.07,90,14.245852232692416,14.675383797151822,0.2527809742343307,0.02685143574989945,0.2100019152087746,0.038905800036869255
mahnob_1064,mahnob_1064.pkl,parh_ossm,final_track_hz,3.76,4.41,33.95,-0.27,82,15.052244668951932,13.876332452123917,0.24567392126708937,0.024707459293476404,0.19314214667845053,0.03275874720224594
mahnob_1064,mahnob_1064.pkl,parh_ossm,native_smoothed_track_hz,3.85,4.52,34.92,-0.37,82,15.206887173738384,13.876332452123917,0.252345609008798,0.040496854991892414,0.19314214667845053,0.03275874720224594
mahnob_1064,mahnob_1064.pkl,parh_ossm,native_causal_track_hz,3.41,4.05,30.61,0.43,82,14.880855771757355,13.876332452123917,0.23822860931918888,0.08209121800071571,0.19314214667845053,0.03275874720224594
mahnob_1064,mahnob_1064.pkl,parh_ossm,external_output_rate_t,3.71,4.25,32.79,0.03,82,14.663655266354795,13.876332452123917,0.24246134932216842,0.019996800818950656,0.19314214667845053,0.03275874720224594
mahnob_1064,mahnob_1064.pkl,parh_ossm,external_rate_posterior_mode_t,3.61,4.04,31.62,0.27,82,14.461089479017526,13.876332452123917,0.23791071925919408,0.033856766062175254,0.19314214667845053,0.03275874720224594
mahnob_1064,mahnob_1064.pkl,parh_ossm,external_rate_posterior_mean_t,3.46,3.96,29.44,0.69,82,14.20440458208585,13.876332452123917,0.2364088274567706,0.006259767354913239,0.19314214667845053,0.03275874720224594
mahnob_1064,mahnob_1064.pkl,parh_ossm,state_freq_t,3.97,4.64,36.18,-0.26,82,15.18142499501129,13.876332452123917,0.24704834266131023,0.02243311549308638,0.19314214667845053,0.03275874720224594
mahnob_1066,mahnob_1066.pkl,parh_ossm,final_track_hz,2.51,2.87,24.29,-0.07,89,13.501901645495881,11.001039741804604,0.22681873691160875,0.023287075969377357,0.28608006137158626,0.034347651688875415
mahnob_1066,mahnob_1066.pkl,parh_ossm,native_smoothed_track_hz,3.29,3.45,30.85,0.56,89,14.29551369092397,11.001039741804604,0.2349196061578027,0.04422845571579219,0.28608006137158626,0.034347651688875415
mahnob_1066,mahnob_1066.pkl,parh_ossm,native_causal_track_hz,2.43,2.64,23.21,0.46,89,13.429847991965667,11.001039741804604,0.22632521451302834,0.07660721977393284,0.28608006137158626,0.034347651688875415
mahnob_1066,mahnob_1066.pkl,parh_ossm,external_output_rate_t,2.22,2.8,21.98,-0.85,89,12.942621969336985,11.001039741804604,0.21794968976238244,0.03379172245980702,0.28608006137158626,0.034347651688875415
mahnob_1066,mahnob_1066.pkl,parh_ossm,external_rate_posterior_mode_t,5.5,5.88,52.01,-0.16,89,16.503501505970156,11.001039741804604,0.2840830428017735,0.04132856097982932,0.28608006137158626,0.034347651688875415
mahnob_1066,mahnob_1066.pkl,parh_ossm,external_rate_posterior_mean_t,4.18,4.41,39.75,-0.33,89,15.18412364613543,11.001039741804604,0.25416845243758657,0.014403629049820059,0.28608006137158626,0.034347651688875415
mahnob_1066,mahnob_1066.pkl,parh_ossm,state_freq_t,3.04,3.18,28.62,0.59,89,14.041206985396654,11.001039741804604,0.23028533133009085,0.0194669236399277,0.28608006137158626,0.034347651688875415
mahnob_1068,mahnob_1068.pkl,parh_ossm,final_track_hz,5.27,6.11,28.31,0.29,88,13.17471195175163,17.667699980241718,0.22152771314091285,0.051900906239851455,0.3497520146219922,0.032804507973312226
mahnob_1068,mahnob_1068.pkl,parh_ossm,native_smoothed_track_hz,3.98,4.48,22.9,0.54,88,15.072724749174368,17.667699980241718,0.2691029440850545,0.08044638957091363,0.3497520146219922,0.032804507973312226
mahnob_1068,mahnob_1068.pkl,parh_ossm,native_causal_track_hz,5.21,6.07,28.78,0.29,88,13.79246659976327,17.667699980241718,0.23570882359979814,0.11155433646414183,0.3497520146219922,0.032804507973312226
mahnob_1068,mahnob_1068.pkl,parh_ossm,external_output_rate_t,5.83,6.95,30.39,0.07,88,12.249692314196388,17.667699980241718,0.1934910146911311,0.03871584125662849,0.3497520146219922,0.032804507973312226
mahnob_1068,mahnob_1068.pkl,parh_ossm,external_rate_posterior_mode_t,6.55,7.75,34.43,-0.06,88,11.997774439904896,17.667699980241718,0.18423020412738347,0.06539559906854993,0.3497520146219922,0.032804507973312226
mahnob_1068,mahnob_1068.pkl,parh_ossm,external_rate_posterior_mean_t,5.04,5.85,26.77,0.3,88,13.269628105464166,17.667699980241718,0.22376895590327792,0.03793514286388146,0.3497520146219922,0.032804507973312226
mahnob_1068,mahnob_1068.pkl,parh_ossm,state_freq_t,3.81,4.4,20.77,0.67,88,14.376539589789987,17.667699980241718,0.2587925349636224,0.05313810749120644,0.3497520146219922,0.032804507973312226
mahnob_1172,mahnob_1172.pkl,parh_ossm,final_track_hz,3.76,3.98,18.36,-0.59,62,16.641226393225537,20.087891881789464,0.2795441698753276,0.0271537081804378,0.24660367373328704,0.08352326319291448
mahnob_1172,mahnob_1172.pkl,parh_ossm,native_smoothed_track_hz,3.77,3.98,18.43,0.07,62,16.54573765064917,20.087891881789464,0.2792963021851436,0.05754777872390705,0.24660367373328704,0.08352326319291448
mahnob_1172,mahnob_1172.pkl,parh_ossm,native_causal_track_hz,4.12,4.39,20.1,-0.11,62,16.163705881775382,20.087891881789464,0.2758615739743968,0.09077484500465637,0.24660367373328704,0.08352326319291448
mahnob_1172,mahnob_1172.pkl,parh_ossm,external_output_rate_t,3.72,3.99,18.14,-0.9,62,16.754713116930173,20.087891881789464,0.2811778287060019,0.01396869936165408,0.24660367373328704,0.08352326319291448
mahnob_1172,mahnob_1172.pkl,parh_ossm,external_rate_posterior_mode_t,2.74,2.93,13.6,-0.87,62,18.123735447020074,20.087891881789464,0.3002004914651734,0.012215411895321238,0.24660367373328704,0.08352326319291448
mahnob_1172,mahnob_1172.pkl,parh_ossm,external_rate_posterior_mean_t,4.96,5.3,24.0,-0.44,62,15.173032205962542,20.087891881789464,0.26123590359739707,0.01452785198272129,0.24660367373328704,0.08352326319291448
mahnob_1172,mahnob_1172.pkl,parh_ossm,state_freq_t,3.71,3.93,18.05,-0.43,62,16.62390981808821,20.087891881789464,0.278863582519706,0.02008130139640213,0.24660367373328704,0.08352326319291448
mahnob_1174,mahnob_1174.pkl,parh_ossm,final_track_hz,4.39,5.28,40.53,-0.07,41,17.744321291106417,13.352675838272145,0.28469652377094223,0.025490210872620385,0.19651754084738535,0.034106632222620926
mahnob_1174,mahnob_1174.pkl,parh_ossm,native_smoothed_track_hz,4.84,5.93,44.9,-0.56,41,18.190303921724496,13.352675838272145,0.2838554866878187,0.06001219767196008,0.19651754084738535,0.034106632222620926
mahnob_1174,mahnob_1174.pkl,parh_ossm,native_causal_track_hz,2.76,3.44,25.91,0.92,41,16.108741833412573,13.352675838272145,0.2787545305155111,0.09347881381391969,0.19651754084738535,0.034106632222620926
mahnob_1174,mahnob_1174.pkl,parh_ossm,external_output_rate_t,4.41,5.14,40.22,0.94,41,17.76697433260954,13.352675838272145,0.29531384010729167,0.0064459234456429775,0.19651754084738535,0.034106632222620926
mahnob_1174,mahnob_1174.pkl,parh_ossm,external_rate_posterior_mode_t,4.68,5.45,42.65,0.64,41,18.034816514428712,13.352675838272145,0.29910576989885435,0.0061188785748470705,0.19651754084738535,0.034106632222620926
mahnob_1174,mahnob_1174.pkl,parh_ossm,external_rate_posterior_mean_t,3.89,4.74,36.22,0.91,41,17.24718027805402,13.352675838272145,0.28769748375321286,0.0053081989561900855,0.19651754084738535,0.034106632222620926
mahnob_1174,mahnob_1174.pkl,parh_ossm,state_freq_t,4.3,4.97,38.98,0.92,41,17.65015222757948,13.352675838272145,0.29416589888103234,0.017901783137792823,0.19651754084738535,0.034106632222620926
mahnob_1176,mahnob_1176.pkl,parh_ossm,final_track_hz,2.64,3.04,21.92,0.33,76,15.542080874912013,12.91920617830048,0.26982412767718633,0.03287847545240618,0.28219424324908154,0.03791768363779395
mahnob_1176,mahnob_1176.pkl,parh_ossm,native_smoothed_track_hz,2.63,3.14,21.91,-0.09,76,15.280657442173124,12.91920617830048,0.2714397120126373,0.06626386351325164,0.28219424324908154,0.03791768363779395
mahnob_1176,mahnob_1176.pkl,parh_ossm,native_causal_track_hz,2.59,3.19,21.71,-0.34,76,15.027981952460811,12.91920617830048,0.26634072616931653,0.10150744279264289,0.28219424324908154,0.03791768363779395
mahnob_1176,mahnob_1176.pkl,parh_ossm,external_output_rate_t,2.9,3.1,23.53,0.71,76,15.821378121311586,12.91920617830048,0.2709018148704166,0.02056331600982183,0.28219424324908154,0.03791768363779395
mahnob_1176,mahnob_1176.pkl,parh_ossm,external_rate_posterior_mode_t,4.33,4.45,34.68,0.75,76,17.247228319796108,12.91920617830048,0.29340656690617306,0.020536414085004447,0.28219424324908154,0.03791768363779395
mahnob_1176,mahnob_1176.pkl,parh_ossm,external_rate_posterior_mean_t,2.1,2.43,17.58,0.37,76,14.876187054823381,12.91920617830048,0.2523066526040962,0.01582833432497544,0.28219424324908154,0.03791768363779395
mahnob_1176,mahnob_1176.pkl,parh_ossm,state_freq_t,3.14,3.46,25.93,0.37,76,16.06050932640601,12.91920617830048,0.2732736515735503,0.01678545462819374,0.28219424324908154,0.03791768363779395
mahnob_1178,mahnob_1178.pkl,parh_ossm,final_track_hz,3.79,4.49,34.84,0.98,76,17.78040318194062,15.062953638700899,0.291660577981826,0.03570695251646032,0.18470926434478835,0.04674775996509033
mahnob_1178,mahnob_1178.pkl,parh_ossm,native_smoothed_track_hz,3.78,4.61,35.57,0.97,76,18.33675917864527,15.062953638700899,0.29656950980594504,0.05711267617907884,0.18470926434478835,0.04674775996509033
mahnob_1178,mahnob_1178.pkl,parh_ossm,native_causal_track_hz,3.74,4.44,34.35,0.97,76,17.612898234592773,15.062953638700899,0.2846986654913839,0.08639296813409024,0.18470926434478835,0.04674775996509033
