family,method,objective,trial_number,time_mae,freq_mae,fail_rate,fail_lock,fail_double,invalid_rate,clip_rate,g_z_eff_mean,alpha_R_mean,nis_mean,coverage95,nis_truefail,nis_overstrict,best_json_path
robust_ossm_ekf,of_farneback__robust_ossm_ekf,0.20880992166399784,47,0.49,0.175,0.008137348376502993,0.0,0.005327234342012667,0.0,0.010527605853184055,0.3209428206654482,1.8975400174096113,0.9628442286799348,94.20619078036836,1.0,0.0,robust_ossm_ekf/of_farneback__robust_ossm_ekf/best.json
robust_ossm_ekf,profile1d_quadratic__robust_ossm_ekf,0.2585634867626768,7,0.44,0.15,0.01061662244880265,0.0,0.010157858613589567,0.0,0.004066812512626435,0.31241870432968616,1.893545812499384,0.8581149377057788,94.77258273817353,1.0,0.0,robust_ossm_ekf/profile1d_quadratic__robust_ossm_ekf/best.json
robust_ossm_ekf,profile1d_cubic__robust_ossm_ekf,0.2642027424645683,7,0.45499999999999996,0.155,0.01266244896271427,0.0,0.009019235168857682,0.0,0.0010745421500103277,0.3107629328875222,1.9009378261296357,0.906923303458234,94.91001898310935,1.0,0.0,robust_ossm_ekf/profile1d_cubic__robust_ossm_ekf/best.json
robust_ossm_ekf,profile1d_linear__robust_ossm_ekf,0.2825634409128283,22,0.495,0.22,0.016458140389462993,0.0,0.009435207711975601,0.0,0.01302551607046043,0.4102520966254245,1.8430791936529176,0.8375016180093479,87.94634215018567,1.0,0.0,robust_ossm_ekf/profile1d_linear__robust_ossm_ekf/best.json
